Enemy,Damage Taken
3 Darklings,34.0
Maw,34.0
Nemesis,34.0
Shield and Spear,34.0
3 Sentries,33.0
Book of Stabbing,33.0
Collector,33.0
Collector,33.0
3 Byrds,33.0
Gremlin Nob,33.0
Donu and Deca,33.0
Lagavulin,33.0
Giant Head,33.0
Gremlin Nob,32.0
Slime Boss,32.0
Shield and Spear,32.0
Spire Growth,32.0
Book of Stabbing,32.0
Gremlin Nob,32.0
Snake Plant,31.0
Slavers,31.0
Book of Stabbing,31.0
Sentry and Sphere,31.0
Slavers,31.0
Lagavulin,31.0
Automaton,31.0
3 Shapes,31.0
The Guardian,31.0
Lagavulin,31.0
Champ,31.0
Awakened One,30.0
Giant Head,30.0
3 Sentries,30.0
Lagavulin,30.0
Book of Stabbing,30.0
3 Sentries,30.0
Nemesis,30.0
Shield and Spear,30.0
The Guardian,30.0
Giant Head,30.0
Maw,30.0
Shield and Spear,30.0
3 Shapes,30.0
Hexaghost,30.0
Snake Plant,29.0
Shelled Parasite and Fungi,29.0
Sphere and 2 Shapes,29.0
Reptomancer,29.0
3 Cultists,29.0
3 Cultists,28.0
Gremlin Nob,28.0
Gremlin Gang,28.0
Book of Stabbing,28.0
Time Eater,28.0
Donu and Deca,28.0
Slavers,28.0
Gremlin Nob,28.0
Collector,28.0
Shelled Parasite and Fungi,28.0
Collector,28.0
Giant Head,28.0
Gremlin Nob,28.0
Shell Parasite,28.0
Lagavulin,27.0
Book of Stabbing,27.0
Giant Head,27.0
Gremlin Leader,27.0
Snake Plant,27.0
Lagavulin,27.0
Gremlin Leader,27.0
Automaton,27.0
2 Thieves,27.0
3 Sentries,27.0
Champ,27.0
Awakened One,27.0
3 Byrds,27.0
Champ,27.0
2 Thieves,27.0
Jaw Worm Horde,27.0
3 Darklings,27.0
Lots of Slimes,27.0
3 Byrds,27.0
Transient,26.0
Donu and Deca,26.0
The Mushroom Lair,26.0
Chosen,26.0
Snake Plant,26.0
Book of Stabbing,26.0
Spire Growth,26.0
Nemesis,26.0
Large Slime,26.0
Awakened One,26.0
Centurion and Healer,26.0
Gremlin Nob,26.0
Gremlin Nob,26.0
Exordium Wildlife,26.0
Gremlin Leader,26.0
Nemesis,26.0
Gremlin Nob,26.0
Gremlin Leader,26.0
Shelled Parasite and Fungi,26.0
Lagavulin,26.0
Chosen and Byrds,26.0
3 Darklings,25.0
Gremlin Leader,25.0
Lagavulin,25.0
4 Shapes,25.0
Book of Stabbing,25.0
Giant Head,25.0
3 Sentries,25.0
Lagavulin,25.0
Slavers,25.0
Slime Boss,25.0
Shelled Parasite and Fungi,25.0
Shield and Spear,25.0
Sentry and Sphere,25.0
Shield and Spear,25.0
Nemesis,25.0
Masked Bandits,25.0
The Heart,24.0
Slavers,24.0
Lagavulin,24.0
Collector,24.0
Time Eater,24.0
Shield and Spear,24.0
3 Darklings,24.0
Nemesis,24.0
Champ,24.0
Slavers,24.0
Slavers,24.0
3 Sentries,24.0
Time Eater,24.0
Exordium Thugs,24.0
The Guardian,24.0
3 Darklings,24.0
Automaton,24.0
Spheric Guardian,24.0
3 Byrds,24.0
Chosen and Byrds,24.0
3 Darklings,24.0
Nemesis,24.0
3 Sentries,23.0
Jaw Worm,23.0
Hexaghost,23.0
3 Byrds,23.0
Lagavulin,23.0
Lagavulin,23.0
3 Cultists,23.0
Chosen and Byrds,23.0
Gremlin Nob,23.0
Shield and Spear,23.0
Lagavulin,23.0
Nemesis,23.0
Slime Boss,23.0
Shell Parasite,23.0
Cultist,23.0
Shell Parasite,23.0
Slime Boss,22.0
Centurion and Healer,22.0
Spheric Guardian,22.0
The Heart,22.0
Cultist and Chosen,22.0
Shell Parasite,22.0
Collector,22.0
Centurion and Healer,22.0
3 Sentries,22.0
Nemesis,22.0
Hexaghost,22.0
The Heart,22.0
Chosen,22.0
Cultist,22.0
Donu and Deca,22.0
Jaw Worm,22.0
Exordium Thugs,22.0
Slavers,22.0
Lagavulin,21.0
Jaw Worm,21.0
Jaw Worm Horde,21.0
Champ,21.0
Reptomancer,21.0
Shelled Parasite and Fungi,21.0
Lots of Slimes,21.0
Book of Stabbing,21.0
Shell Parasite,21.0
Snecko,21.0
Lots of Slimes,21.0
Champ,21.0
2 Orb Walkers,21.0
Giant Head,20.0
Slime Boss,20.0
3 Shapes,20.0
Jaw Worm,20.0
Lagavulin,20.0
Snake Plant,20.0
Snecko,20.0
Red Slaver,20.0
3 Sentries,20.0
The Guardian,20.0
3 Sentries,20.0
Champ,20.0
3 Shapes,20.0
Slavers,20.0
3 Sentries,20.0
Lagavulin,20.0
Book of Stabbing,20.0
Gremlin Leader,19.0
Giant Head,19.0
Small Slimes,19.0
4 Shapes,19.0
Blue Slaver,19.0
Spire Growth,19.0
3 Darklings,19.0
Lagavulin,19.0
The Guardian,19.0
3 Sentries,19.0
Hexaghost,19.0
Hexaghost,19.0
Chosen,19.0
Centurion and Healer,19.0
Slavers,19.0
2 Thieves,19.0
Slime Boss,19.0
Spheric Guardian,18.0
Slime Boss,18.0
Giant Head,18.0
Sentry and Sphere,18.0
Maw,18.0
Reptomancer,18.0
Awakened One,18.0
Spire Growth,18.0
Giant Head,18.0
Slavers,18.0
Lagavulin,18.0
Jaw Worm,18.0
Reptomancer,18.0
Slime Boss,18.0
3 Shapes,18.0
Time Eater,18.0
Shield and Spear,18.0
Nemesis,18.0
3 Sentries,18.0
Writhing Mass,18.0
Gremlin Leader,18.0
Reptomancer,18.0
Donu and Deca,18.0
Gremlin Nob,18.0
Lagavulin,18.0
3 Byrds,18.0
Shield and Spear,18.0
Small Slimes,17.0
3 Cultists,17.0
Book of Stabbing,17.0
Gremlin Nob,17.0
3 Shapes,17.0
Jaw Worm Horde,17.0
Snake Plant,17.0
3 Byrds,17.0
Lagavulin,17.0
2 Orb Walkers,17.0
Nemesis,17.0
Book of Stabbing,17.0
Snake Plant,17.0
Centurion and Healer,17.0
3 Sentries,17.0
Lagavulin,17.0
Shelled Parasite and Fungi,16.0
Slime Boss,16.0
Sentry and Sphere,16.0
Jaw Worm Horde,16.0
Shelled Parasite and Fungi,16.0
Slavers,16.0
Red Slaver,16.0
Time Eater,16.0
Gremlin Leader,16.0
Shell Parasite,16.0
Spheric Guardian,16.0
Small Slimes,16.0
Lagavulin,16.0
Lots of Slimes,16.0
Lagavulin,16.0
Centurion and Healer,16.0
2 Fungi Beasts,16.0
Snake Plant,16.0
Jaw Worm,16.0
Transient,16.0
3 Darklings,16.0
Blue Slaver,16.0
Slime Boss,16.0
Book of Stabbing,16.0
Book of Stabbing,16.0
The Guardian,16.0
Centurion and Healer,16.0
Lagavulin,16.0
Jaw Worm,16.0
Lagavulin,15.0
3 Byrds,15.0
Snake Plant,15.0
Gremlin Nob,15.0
Awakened One,15.0
Lagavulin,15.0
Centurion and Healer,15.0
Slavers,15.0
3 Darklings,15.0
Lagavulin,15.0
Gremlin Nob,15.0
Shell Parasite,15.0
Maw,15.0
Reptomancer,15.0
3 Sentries,15.0
Book of Stabbing,15.0
Shield and Spear,15.0
Lagavulin,15.0
4 Shapes,15.0
Lagavulin,15.0
3 Sentries,15.0
Book of Stabbing,15.0
Shield and Spear,15.0
Donu and Deca,15.0
Writhing Mass,15.0
Centurion and Healer,15.0
Awakened One,15.0
2 Louse,14.0
3 Darklings,14.0
3 Shapes,14.0
Small Slimes,14.0
Centurion and Healer,14.0
Chosen,14.0
Snake Plant,14.0
4 Shapes,14.0
Book of Stabbing,14.0
Large Slime,14.0
Colosseum Slavers,14.0
3 Shapes,14.0
3 Darklings,14.0
Nemesis,14.0
2 Fungi Beasts,14.0
2 Louse,14.0
Centurion and Healer,14.0
Gremlin Nob,14.0
3 Shapes,14.0
Nemesis,14.0
Cultist,14.0
Writhing Mass,14.0
3 Louse,14.0
Exordium Thugs,14.0
Orb Walker,14.0
3 Shapes,14.0
Jaw Worm,14.0
Exordium Thugs,14.0
Small Slimes,13.0
Gremlin Leader,13.0
Jaw Worm,13.0
3 Shapes,13.0
2 Thieves,13.0
2 Thieves,13.0
Transient,13.0
Transient,13.0
Spire Growth,13.0
Exordium Wildlife,13.0
Gremlin Leader,13.0
3 Sentries,13.0
3 Darklings,13.0
Slavers,13.0
Large Slime,13.0
Shell Parasite,13.0
2 Louse,13.0
Slavers,13.0
Exordium Wildlife,13.0
Awakened One,13.0
3 Shapes,13.0
2 Louse,13.0
Lagavulin,12.0
Sphere and 2 Shapes,12.0
Gremlin Leader,12.0
Reptomancer,12.0
Spheric Guardian,12.0
Spire Growth,12.0
Nemesis,12.0
Small Slimes,12.0
3 Byrds,12.0
Shield and Spear,12.0
Masked Bandits,12.0
Small Slimes,12.0
Jaw Worm,12.0
Giant Head,12.0
Writhing Mass,12.0
Giant Head,12.0
Nemesis,12.0
2 Thieves,12.0
Blue Slaver,12.0
Gremlin Leader,12.0
4 Shapes,12.0
Slavers,12.0
3 Sentries,12.0
Reptomancer,12.0
Time Eater,12.0
Small Slimes,12.0
Shield and Spear,12.0
Sphere and 2 Shapes,12.0
3 Sentries,12.0
Small Slimes,12.0
3 Sentries,12.0
Lots of Slimes,12.0
Nemesis,12.0
Book of Stabbing,12.0
3 Cultists,12.0
Lagavulin,12.0
Snake Plant,12.0
Shelled Parasite and Fungi,12.0
Slavers,12.0
Blue Slaver,12.0
Blue Slaver,11.0
Centurion and Healer,11.0
Champ,11.0
The Heart,11.0
Centurion and Healer,11.0
Shelled Parasite and Fungi,11.0
Small Slimes,11.0
3 Sentries,11.0
2 Thieves,11.0
Snecko,11.0
2 Louse,11.0
Red Slaver,11.0
Centurion and Healer,11.0
2 Louse,11.0
Gremlin Leader,11.0
Blue Slaver,11.0
Small Slimes,11.0
Reptomancer,11.0
Sphere and 2 Shapes,11.0
Writhing Mass,11.0
3 Sentries,11.0
Gremlin Nob,11.0
Snecko,11.0
3 Darklings,11.0
2 Louse,11.0
Maw,11.0
Red Slaver,11.0
The Heart,11.0
The Heart,11.0
Small Slimes,11.0
3 Sentries,10.0
Gremlin Nob,10.0
The Heart,10.0
Small Slimes,10.0
Shelled Parasite and Fungi,10.0
3 Sentries,10.0
Book of Stabbing,10.0
2 Thieves,10.0
Reptomancer,10.0
Collector,10.0
Gremlin Leader,10.0
Awakened One,10.0
Giant Head,10.0
2 Orb Walkers,10.0
Centurion and Healer,10.0
Reptomancer,10.0
Giant Head,10.0
Cultist,10.0
Book of Stabbing,10.0
Exordium Wildlife,10.0
Small Slimes,10.0
Nemesis,10.0
3 Louse,10.0
Gremlin Nob,10.0
Colosseum Slavers,10.0
Gremlin Gang,10.0
Shield and Spear,10.0
Chosen,10.0
3 Darklings,10.0
Maw,10.0
Colosseum Nobs,10.0
3 Byrds,10.0
Chosen and Byrds,10.0
2 Fungi Beasts,10.0
Slavers,10.0
Cultist and Chosen,10.0
3 Louse,9.0
Slavers,9.0
Donu and Deca,9.0
Gremlin Leader,9.0
Orb Walker,9.0
2 Louse,9.0
Sentry and Sphere,9.0
2 Louse,9.0
3 Cultists,9.0
Chosen,9.0
Small Slimes,9.0
2 Louse,9.0
2 Louse,9.0
Snecko,9.0
Cultist,9.0
Shield and Spear,9.0
3 Darklings,9.0
2 Thieves,9.0
Jaw Worm,9.0
Donu and Deca,9.0
Blue Slaver,9.0
Jaw Worm,9.0
Jaw Worm,9.0
Centurion and Healer,9.0
3 Louse,9.0
Awakened One,9.0
Looter,9.0
Spire Growth,9.0
Awakened One,9.0
Slime Boss,9.0
3 Sentries,9.0
Red Slaver,9.0
Snecko,8.0
Jaw Worm Horde,8.0
Gremlin Leader,8.0
Jaw Worm,8.0
Chosen and Byrds,8.0
Looter,8.0
3 Sentries,8.0
Gremlin Nob,8.0
2 Louse,8.0
Slime Boss,8.0
3 Louse,8.0
Time Eater,8.0
2 Louse,8.0
Gremlin Nob,8.0
Gremlin Nob,8.0
3 Louse,8.0
Sphere and 2 Shapes,8.0
Donu and Deca,8.0
2 Louse,8.0
Nemesis,8.0
Jaw Worm,8.0
2 Louse,8.0
Centurion and Healer,8.0
2 Fungi Beasts,8.0
Blue Slaver,8.0
Transient,8.0
Book of Stabbing,8.0
Centurion and Healer,8.0
Champ,8.0
Snake Plant,8.0
Small Slimes,8.0
Snake Plant,8.0
2 Thieves,8.0
Sphere and 2 Shapes,8.0
Gremlin Nob,8.0
Exordium Thugs,7.0
Slime Boss,7.0
Blue Slaver,7.0
Small Slimes,7.0
Gremlin Leader,7.0
Champ,7.0
Looter,7.0
Jaw Worm,7.0
Small Slimes,7.0
Large Slime,7.0
Small Slimes,7.0
Shield and Spear,7.0
Small Slimes,7.0
3 Darklings,7.0
Small Slimes,7.0
2 Orb Walkers,7.0
Centurion and Healer,7.0
Jaw Worm,7.0
Writhing Mass,7.0
3 Shapes,7.0
Snecko,7.0
3 Cultists,7.0
Exordium Thugs,7.0
3 Byrds,7.0
Book of Stabbing,7.0
Jaw Worm,7.0
Reptomancer,7.0
Maw,7.0
3 Byrds,7.0
Time Eater,7.0
Nemesis,7.0
3 Byrds,7.0
Gremlin Gang,7.0
Spheric Guardian,7.0
3 Shapes,7.0
Exordium Wildlife,7.0
3 Sentries,7.0
Cultist,7.0
Jaw Worm,7.0
Exordium Wildlife,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Transient,7.0
Jaw Worm,7.0
Sphere and 2 Shapes,7.0
2 Louse,7.0
Spheric Guardian,7.0
Small Slimes,7.0
3 Darklings,7.0
Mind Bloom Boss Battle,6.0
2 Fungi Beasts,6.0
Collector,6.0
Slime Boss,6.0
Large Slime,6.0
Blue Slaver,6.0
3 Darklings,6.0
Cultist,6.0
Jaw Worm Horde,6.0
Giant Head,6.0
Transient,6.0
Gremlin Gang,6.0
2 Fungi Beasts,6.0
Chosen and Byrds,6.0
Jaw Worm Horde,6.0
2 Thieves,6.0
Gremlin Nob,6.0
Lagavulin,6.0
Mind Bloom Boss Battle,6.0
2 Thieves,6.0
Spire Growth,6.0
Nemesis,6.0
Gremlin Leader,6.0
Jaw Worm,6.0
Mind Bloom Boss Battle,6.0
Snecko,6.0
Giant Head,6.0
Spheric Guardian,6.0
Gremlin Nob,6.0
Cultist,6.0
Gremlin Leader,6.0
Snecko,6.0
Snecko,6.0
3 Cultists,6.0
Spire Growth,6.0
Shield and Spear,6.0
Jaw Worm,6.0
Sphere and 2 Shapes,6.0
4 Shapes,6.0
Snecko,6.0
Lots of Slimes,6.0
Centurion and Healer,6.0
Jaw Worm Horde,6.0
Chosen,6.0
Small Slimes,6.0
3 Shapes,6.0
Exordium Thugs,6.0
3 Sentries,6.0
Centurion and Healer,6.0
Exordium Wildlife,6.0
Lagavulin,6.0
Jaw Worm,6.0
Sentry and Sphere,6.0
Shelled Parasite and Fungi,6.0
Giant Head,6.0
Masked Bandits,6.0
Cultist,6.0
3 Shapes,6.0
Slavers,6.0
Automaton,6.0
Cultist,6.0
Jaw Worm Horde,6.0
Small Slimes,6.0
Blue Slaver,6.0
3 Byrds,6.0
4 Shapes,6.0
Centurion and Healer,6.0
Gremlin Nob,6.0
Hexaghost,6.0
3 Shapes,6.0
Gremlin Leader,6.0
Snake Plant,6.0
Gremlin Leader,6.0
The Guardian,6.0
2 Fungi Beasts,6.0
3 Sentries,6.0
Gremlin Gang,5.0
Sphere and 2 Shapes,5.0
3 Shapes,5.0
Reptomancer,5.0
2 Louse,5.0
2 Fungi Beasts,5.0
4 Shapes,5.0
4 Shapes,5.0
Spheric Guardian,5.0
Exordium Wildlife,5.0
Reptomancer,5.0
3 Sentries,5.0
Centurion and Healer,5.0
Gremlin Leader,5.0
Slavers,5.0
Small Slimes,5.0
Giant Head,5.0
2 Louse,5.0
Shield and Spear,5.0
Small Slimes,5.0
3 Sentries,5.0
2 Thieves,5.0
Small Slimes,5.0
Shell Parasite,5.0
3 Shapes,5.0
Gremlin Nob,5.0
Small Slimes,5.0
Gremlin Leader,5.0
Slavers,5.0
2 Thieves,5.0
Red Slaver,5.0
Looter,4.0
Small Slimes,4.0
Giant Head,4.0
Chosen and Byrds,4.0
Orb Walker,4.0
The Guardian,4.0
2 Louse,4.0
Gremlin Nob,4.0
Jaw Worm,4.0
2 Fungi Beasts,4.0
Jaw Worm Horde,4.0
Sentry and Sphere,4.0
Jaw Worm,4.0
Orb Walker,4.0
Jaw Worm,4.0
3 Cultists,4.0
Orb Walker,4.0
Shelled Parasite and Fungi,4.0
Shelled Parasite and Fungi,4.0
3 Sentries,4.0
Cultist,4.0
4 Shapes,4.0
Orb Walker,4.0
Cultist,4.0
Small Slimes,4.0
2 Fungi Beasts,4.0
3 Sentries,4.0
Orb Walker,3.0
3 Darklings,3.0
Cultist,3.0
Slime Boss,3.0
Jaw Worm Horde,3.0
Book of Stabbing,3.0
2 Louse,3.0
Exordium Wildlife,3.0
Giant Head,3.0
3 Louse,3.0
The Guardian,3.0
Masked Bandits,3.0
2 Louse,3.0
2 Thieves,3.0
Looter,3.0
Gremlin Leader,3.0
3 Louse,3.0
Writhing Mass,3.0
Looter,3.0
Cultist,3.0
2 Louse,3.0
Donu and Deca,3.0
Blue Slaver,3.0
Reptomancer,3.0
Gremlin Nob,3.0
Spire Growth,3.0
Nemesis,3.0
Looter,3.0
Gremlin Nob,3.0
Red Slaver,3.0
Nemesis,3.0
2 Louse,2.0
Jaw Worm,2.0
Centurion and Healer,2.0
3 Darklings,2.0
Jaw Worm,2.0
Chosen,2.0
Gremlin Leader,2.0
Spheric Guardian,2.0
Book of Stabbing,2.0
Maw,2.0
Champ,2.0
3 Darklings,2.0
3 Louse,2.0
3 Byrds,2.0
3 Darklings,2.0
Orb Walker,2.0
Cultist,2.0
Book of Stabbing,2.0
Maw,2.0
Cultist,2.0
3 Darklings,2.0
Cultist,2.0
Snecko,2.0
Jaw Worm,2.0
2 Louse,2.0
Exordium Wildlife,2.0
Jaw Worm,2.0
Nemesis,2.0
Jaw Worm,2.0
Large Slime,2.0
3 Louse,2.0
Nemesis,1.0
Centurion and Healer,1.0
Exordium Wildlife,1.0
Cultist,1.0
2 Fungi Beasts,1.0
3 Shapes,1.0
3 Shapes,1.0
Cultist,1.0
Exordium Thugs,1.0
Small Slimes,1.0
Lagavulin,1.0
2 Louse,1.0
Book of Stabbing,1.0
Cultist,1.0
2 Fungi Beasts,1.0
2 Fungi Beasts,1.0
Cultist,1.0
Gremlin Leader,1.0
Cultist,1.0
Writhing Mass,1.0
Cultist,1.0
2 Orb Walkers,1.0
Book of Stabbing,1.0
Cultist,1.0
Orb Walker,1.0
Cultist,1.0
Cultist,1.0
Centurion and Healer,1.0
Shelled Parasite and Fungi,1.0
The Heart,1.0
Cultist,1.0
Spheric Guardian,1.0
Orb Walker,1.0
Spheric Guardian,1.0
Cultist,1.0
Writhing Mass,1.0
Snecko,1.0
Blue Slaver,1.0
Cultist and Chosen,0.0
Spheric Guardian,0.0
Giant Head,0.0
Sphere and 2 Shapes,0.0
Chosen,0.0
Writhing Mass,0.0
Mind Bloom Boss Battle,0.0
Sphere and 2 Shapes,0.0
3 Byrds,0.0
Snecko,0.0
2 Fungi Beasts,0.0
Jaw Worm,0.0
Exordium Wildlife,0.0
3 Louse,0.0
Chosen and Byrds,0.0
Slavers,0.0
2 Louse,0.0
3 Darklings,0.0
Cultist,0.0
Slavers,0.0
2 Louse,0.0
Giant Head,0.0
Exordium Wildlife,0.0
Nemesis,0.0
Chosen,0.0
Gremlin Leader,0.0
2 Louse,0.0
Orb Walker,0.0
Cultist,0.0
Chosen,0.0
Snake Plant,0.0
2 Louse,0.0
2 Fungi Beasts,0.0
Snake Plant,0.0
Looter,0.0
2 Louse,0.0
Large Slime,0.0
Chosen,0.0
Orb Walker,0.0
3 Byrds,0.0
Large Slime,0.0
Cultist,0.0
Small Slimes,0.0
Orb Walker,0.0
Nemesis,0.0
3 Louse,0.0
Blue Slaver,0.0
Writhing Mass,0.0
Spheric Guardian,0.0
3 Louse,0.0
Spheric Guardian,0.0
3 Darklings,0.0
Chosen,0.0
2 Fungi Beasts,0.0
3 Cultists,0.0
Gremlin Leader,0.0
Orb Walker,0.0
Jaw Worm Horde,0.0
Centurion and Healer,0.0
3 Shapes,0.0
Small Slimes,0.0
Gremlin Gang,0.0
3 Sentries,0.0
Gremlin Leader,0.0
2 Thieves,0.0
2 Thieves,0.0
Sentry and Sphere,0.0
Blue Slaver,0.0
Gremlin Leader,0.0
Small Slimes,0.0
3 Cultists,0.0
Snecko,0.0
Gremlin Gang,0.0
Nemesis,0.0
2 Louse,0.0
Orb Walker,0.0
Reptomancer,0.0
Reptomancer,0.0
Orb Walker,0.0
Shield and Spear,0.0
Sphere and 2 Shapes,0.0
2 Louse,0.0
Red Slaver,0.0
Looter,0.0
Writhing Mass,0.0
Sphere and 2 Shapes,0.0
4 Shapes,0.0
Blue Slaver,0.0
Writhing Mass,0.0
Cultist,0.0
2 Fungi Beasts,0.0
Blue Slaver,0.0
Exordium Thugs,0.0
Cultist,0.0
Centurion and Healer,0.0
Chosen,0.0
Large Slime,0.0
Cultist and Chosen,0.0
2 Louse,0.0
Chosen,0.0
Exordium Wildlife,0.0
Chosen,0.0
Centurion and Healer,0.0
Cultist and Chosen,0.0
Shelled Parasite and Fungi,0.0
3 Shapes,0.0
Orb Walker,0.0
Small Slimes,0.0
Chosen,0.0
2 Louse,0.0
Jaw Worm Horde,0.0
3 Darklings,0.0
Cultist,0.0
3 Louse,0.0
Red Slaver,0.0
Reptomancer,0.0
Writhing Mass,0.0
Transient,0.0
3 Darklings,0.0
2 Louse,0.0
Gremlin Gang,0.0
