Card,Floor,Picked,Act,Boss
Thunderclap,1.0,False,1,False
Pummel,1.0,False,1,False
SKIP,1.0,False,1,False
Armaments,2.0,True,1,False
Flex,2.0,False,1,False
Iron Wave,2.0,False,1,False
SKIP,2.0,False,1,False
Bloodletting,3.0,True,1,False
Wild Strike,3.0,False,1,False
Havoc,3.0,False,1,False
SKIP,3.0,False,1,False
Hemokinesis,5.0,True,1,False
Disarm,5.0,False,1,False
Perfected Strike,5.0,False,1,False
SKIP,5.0,False,1,False
Shrug It Off,6.0,True,1,False
Dropkick,6.0,False,1,False
Intimidate,6.0,False,1,False
SKIP,6.0,False,1,False
Iron Wave,8.0,True,1,False
Ghostly Armor,8.0,False,1,False
Wild Strike,8.0,False,1,False
SKIP,8.0,False,1,False
Perfected Strike,10.0,True,1,False
Feel No Pain,10.0,False,1,False
Wild Strike,10.0,False,1,False
SKIP,10.0,False,1,False
Shrug It Off,12.0,True,1,False
Inflame,12.0,False,1,False
Searing Blow,12.0,False,1,False
SKIP,12.0,False,1,False
Exhume,13.0,True,1,False
Headbutt,13.0,False,1,False
Metallicize,13.0,False,1,False
SKIP,13.0,False,1,False
Impervious,14.0,True,1,False
Clothesline,14.0,False,1,False
Dark Embrace,14.0,False,1,False
SKIP,14.0,False,1,False
Whirlwind,1.0,True,1,False
Clash,1.0,False,1,False
Perfected Strike,1.0,False,1,False
SKIP,1.0,False,1,False
Shrug It Off,4.0,True,1,False
Warcry,4.0,False,1,False
Heavy Blade,4.0,False,1,False
SKIP,4.0,False,1,False
Iron Wave,5.0,True,1,False
Whirlwind,5.0,False,1,False
Feel No Pain,5.0,False,1,False
SKIP,5.0,False,1,False
Carnage,7.0,True,1,False
Twin Strike,7.0,False,1,False
Reckless Charge,7.0,False,1,False
SKIP,7.0,False,1,False
Shrug It Off,8.0,True,1,False
Armaments,8.0,False,1,False
Twin Strike,8.0,False,1,False
SKIP,8.0,False,1,False
Shrug It Off,12.0,True,1,False
Iron Wave,12.0,False,1,False
Juggernaut,12.0,False,1,False
SKIP,12.0,False,1,False
Pommel Strike,14.0,True,1,False
Sentinel,14.0,False,1,False
Iron Wave,14.0,False,1,False
SKIP,14.0,False,1,False
Barricade,16.0,True,1,True
Brutality,16.0,False,1,True
Bludgeon,16.0,False,1,True
SKIP,16.0,False,1,True
Headbutt,18.0,True,2,False
Perfected Strike,18.0,False,2,False
Rupture,18.0,False,2,False
SKIP,18.0,False,2,False
Havoc,19.0,True,2,False
Perfected Strike,19.0,False,2,False
Wild Strike,19.0,False,2,False
SKIP,19.0,False,2,False
Body Slam,22.0,True,2,False
Feel No Pain,22.0,False,2,False
Headbutt,22.0,False,2,False
SKIP,22.0,False,2,False
Corruption,24.0,True,2,False
Clash,24.0,False,2,False
Ghostly Armor,24.0,False,2,False
SKIP,24.0,False,2,False
SKIP,25.0,True,2,False
Sword Boomerang,25.0,False,2,False
Heavy Blade,25.0,False,2,False
Perfected Strike,25.0,False,2,False
SKIP,25.0,False,2,False
SKIP,27.0,True,2,False
Juggernaut,27.0,False,2,False
Perfected Strike,27.0,False,2,False
Dropkick,27.0,False,2,False
SKIP,27.0,False,2,False
SKIP,28.0,True,2,False
Pummel,28.0,False,2,False
Headbutt,28.0,False,2,False
Heavy Blade,28.0,False,2,False
SKIP,28.0,False,2,False
Bloodletting,29.0,True,2,False
True Grit,29.0,False,2,False
Clash,29.0,False,2,False
SKIP,29.0,False,2,False
Burning Pact,30.0,True,2,False
Clash,30.0,False,2,False
Combust,30.0,False,2,False
SKIP,30.0,False,2,False
Flame Barrier,31.0,True,2,False
Rampage,31.0,False,2,False
Blood for Blood,31.0,False,2,False
SKIP,31.0,False,2,False
Exhume,33.0,True,2,True
Reaper,33.0,False,2,True
Barricade,33.0,False,2,True
SKIP,33.0,False,2,True
SKIP,35.0,True,3,False
Thunderclap,35.0,False,3,False
Pommel Strike,35.0,False,3,False
Rampage,35.0,False,3,False
SKIP,35.0,False,3,False
True Grit,37.0,True,3,False
Infernal Blade,37.0,False,3,False
Anger,37.0,False,3,False
SKIP,37.0,False,3,False
Shrug It Off,38.0,True,3,False
Bloodletting,38.0,False,3,False
Clash,38.0,False,3,False
SKIP,38.0,False,3,False
SKIP,39.0,True,3,False
Thunderclap,39.0,False,3,False
Havoc,39.0,False,3,False
Sword Boomerang,39.0,False,3,False
SKIP,39.0,False,3,False
Shockwave,40.0,True,3,False
Second Wind,40.0,False,3,False
Warcry,40.0,False,3,False
SKIP,40.0,False,3,False
Disarm,42.0,True,3,False
Blood for Blood,42.0,False,3,False
Anger,42.0,False,3,False
SKIP,42.0,False,3,False
True Grit,44.0,True,3,False
Berserk,44.0,False,3,False
Cleave,44.0,False,3,False
SKIP,44.0,False,3,False
Shrug It Off,45.0,True,3,False
Iron Wave,45.0,False,3,False
Pommel Strike,45.0,False,3,False
SKIP,45.0,False,3,False
Shockwave,46.0,True,3,False
Reaper,46.0,False,3,False
True Grit,46.0,False,3,False
SKIP,46.0,False,3,False
SKIP,48.0,True,3,False
Second Wind,48.0,False,3,False
Inflame,48.0,False,3,False
Uppercut,48.0,False,3,False
SKIP,48.0,False,3,False
Offering,54.0,True,4,False
Havoc,54.0,False,4,False
True Grit,54.0,False,4,False
SKIP,54.0,False,4,False
Entrench,54.0,True,4,False
Shockwave,54.0,False,4,False
Ghostly Armor,54.0,False,4,False
SKIP,54.0,False,4,False
Shrug It Off,54.0,True,4,False
Rage,54.0,False,4,False
Power Through,54.0,False,4,False
SKIP,54.0,False,4,False
Body Slam,54.0,True,4,False
Cleave,54.0,False,4,False
Pummel,54.0,False,4,False
SKIP,54.0,False,4,False
SKIP,54.0,True,4,False
Flex,54.0,False,4,False
Heavy Blade,54.0,False,4,False
Thunderclap,54.0,False,4,False
SKIP,54.0,False,4,False
Flame Barrier,55.0,True,4,False
Armaments,55.0,False,4,False
Thunderclap,55.0,False,4,False
SKIP,55.0,False,4,False
Fire Breathing,1.0,True,1,False
Pummel,1.0,False,1,False
Rupture,1.0,False,1,False
SKIP,1.0,False,1,False
Spot Weakness,2.0,True,1,False
Dropkick,2.0,False,1,False
Sentinel,2.0,False,1,False
SKIP,2.0,False,1,False
Burning Pact,3.0,True,1,False
Clothesline,3.0,False,1,False
Headbutt,3.0,False,1,False
SKIP,3.0,False,1,False
Anger,4.0,True,1,False
Rage,4.0,False,1,False
Second Wind,4.0,False,1,False
SKIP,4.0,False,1,False
Shockwave,10.0,True,1,False
Offering,10.0,False,1,False
Wild Strike,10.0,False,1,False
SKIP,10.0,False,1,False
Shrug It Off,11.0,True,1,False
Searing Blow,11.0,False,1,False
Anger,11.0,False,1,False
SKIP,11.0,False,1,False
Shrug It Off,13.0,True,1,False
Anger,13.0,False,1,False
Carnage,13.0,False,1,False
SKIP,13.0,False,1,False
Power Through,14.0,True,1,False
Inflame,14.0,False,1,False
Heavy Blade,14.0,False,1,False
SKIP,14.0,False,1,False
Immolate,16.0,True,1,True
Limit Break,16.0,False,1,True
Feed,16.0,False,1,True
SKIP,16.0,False,1,True
Burning Pact,18.0,True,2,False
Headbutt,18.0,False,2,False
Shrug It Off,18.0,False,2,False
SKIP,18.0,False,2,False
Shockwave,21.0,True,2,False
Perfected Strike,21.0,False,2,False
Warcry,21.0,False,2,False
SKIP,21.0,False,2,False
Armaments,23.0,True,2,False
Iron Wave,23.0,False,2,False
Rupture,23.0,False,2,False
SKIP,23.0,False,2,False
Second Wind,24.0,True,2,False
Perfected Strike,24.0,False,2,False
True Grit,24.0,False,2,False
SKIP,24.0,False,2,False
SKIP,25.0,True,2,False
Sentinel,25.0,False,2,False
Whirlwind,25.0,False,2,False
Rage,25.0,False,2,False
SKIP,25.0,False,2,False
SKIP,27.0,True,2,False
Flex,27.0,False,2,False
Perfected Strike,27.0,False,2,False
Carnage,27.0,False,2,False
SKIP,27.0,False,2,False
SKIP,29.0,True,2,False
Flex,29.0,False,2,False
Perfected Strike,29.0,False,2,False
Armaments,29.0,False,2,False
SKIP,29.0,False,2,False
Dual Wield,31.0,True,2,False
Fire Breathing,31.0,False,2,False
Flex,31.0,False,2,False
SKIP,31.0,False,2,False
Feed,33.0,True,2,True
Fiend Fire,33.0,False,2,True
Reaper,33.0,False,2,True
SKIP,33.0,False,2,True
Bloodletting,35.0,True,3,False
Evolve,35.0,False,3,False
Hemokinesis,35.0,False,3,False
SKIP,35.0,False,3,False
SKIP,36.0,True,3,False
Metallicize,36.0,False,3,False
Hemokinesis,36.0,False,3,False
Flame Barrier,36.0,False,3,False
SKIP,36.0,False,3,False
SKIP,36.0,True,3,False
Metallicize,36.0,False,3,False
Hemokinesis,36.0,False,3,False
Flame Barrier,36.0,False,3,False
SKIP,36.0,False,3,False
SKIP,38.0,True,3,False
Flex,38.0,False,3,False
Headbutt,38.0,False,3,False
Thunderclap,38.0,False,3,False
SKIP,38.0,False,3,False
Dark Embrace,41.0,True,3,False
Havoc,41.0,False,3,False
Seeing Red,41.0,False,3,False
SKIP,41.0,False,3,False
Dropkick,44.0,True,3,False
Carnage,44.0,False,3,False
Combust,44.0,False,3,False
SKIP,44.0,False,3,False
SKIP,45.0,True,3,False
Armaments,45.0,False,3,False
Fire Breathing,45.0,False,3,False
Battle Trance,45.0,False,3,False
SKIP,45.0,False,3,False
SKIP,45.0,True,3,False
Armaments,45.0,False,3,False
Fire Breathing,45.0,False,3,False
Battle Trance,45.0,False,3,False
SKIP,45.0,False,3,False
SKIP,47.0,True,3,False
Battle Trance,47.0,False,3,False
Armaments,47.0,False,3,False
Havoc,47.0,False,3,False
SKIP,47.0,False,3,False
Intimidate,48.0,True,3,False
Feel No Pain,48.0,False,3,False
Anger,48.0,False,3,False
SKIP,48.0,False,3,False
SKIP,55.0,True,4,False
Whirlwind,55.0,False,4,False
Armaments,55.0,False,4,False
Sentinel,55.0,False,4,False
SKIP,55.0,False,4,False
Demon Form,0.0,True,1,False
Brutality,0.0,False,1,False
Exhume,0.0,False,1,False
SKIP,0.0,False,1,False
Anger,1.0,True,1,False
Dark Embrace,1.0,False,1,False
Dropkick,1.0,False,1,False
SKIP,1.0,False,1,False
Metallicize,2.0,True,1,False
Perfected Strike,2.0,False,1,False
True Grit,2.0,False,1,False
SKIP,2.0,False,1,False
Pommel Strike,5.0,True,1,False
Clash,5.0,False,1,False
Sword Boomerang,5.0,False,1,False
SKIP,5.0,False,1,False
Demon Form,6.0,True,1,False
Battle Trance,6.0,False,1,False
Headbutt,6.0,False,1,False
SKIP,6.0,False,1,False
SKIP,8.0,True,1,False
Heavy Blade,8.0,False,1,False
Flex,8.0,False,1,False
Clash,8.0,False,1,False
Cleave,8.0,False,1,False
SKIP,8.0,False,1,False
Iron Wave,11.0,True,1,False
Flex,11.0,False,1,False
Reckless Charge,11.0,False,1,False
Combust,11.0,False,1,False
SKIP,11.0,False,1,False
Whirlwind,12.0,True,1,False
True Grit,12.0,False,1,False
Havoc,12.0,False,1,False
Combust,12.0,False,1,False
SKIP,12.0,False,1,False
Shockwave,14.0,True,1,False
Havoc,14.0,False,1,False
Immolate,14.0,False,1,False
Reckless Charge,14.0,False,1,False
SKIP,14.0,False,1,False
Fiend Fire,16.0,True,1,True
Bludgeon,16.0,False,1,True
Limit Break,16.0,False,1,True
Immolate,16.0,False,1,True
SKIP,16.0,False,1,True
Headbutt,18.0,True,2,False
Uppercut,18.0,False,2,False
Armaments,18.0,False,2,False
Havoc,18.0,False,2,False
SKIP,18.0,False,2,False
Feel No Pain,19.0,True,2,False
Clothesline,19.0,False,2,False
Intimidate,19.0,False,2,False
Wild Strike,19.0,False,2,False
SKIP,19.0,False,2,False
Battle Trance,21.0,True,2,False
Thunderclap,21.0,False,2,False
Dropkick,21.0,False,2,False
Intimidate,21.0,False,2,False
SKIP,21.0,False,2,False
Intimidate,22.0,True,2,False
Pommel Strike,22.0,False,2,False
Reckless Charge,22.0,False,2,False
Rampage,22.0,False,2,False
SKIP,22.0,False,2,False
Shockwave,23.0,True,2,False
Limit Break,23.0,False,2,False
Sword Boomerang,23.0,False,2,False
Clothesline,23.0,False,2,False
SKIP,23.0,False,2,False
Second Wind,27.0,True,2,False
Sword Boomerang,27.0,False,2,False
Iron Wave,27.0,False,2,False
Bloodletting,27.0,False,2,False
SKIP,27.0,False,2,False
Warcry,28.0,True,2,False
Reckless Charge,28.0,False,2,False
Blood for Blood,28.0,False,2,False
Anger,28.0,False,2,False
SKIP,28.0,False,2,False
SKIP,29.0,True,2,False
Hemokinesis,29.0,False,2,False
Cleave,29.0,False,2,False
Flame Barrier,29.0,False,2,False
Intimidate,29.0,False,2,False
SKIP,29.0,False,2,False
Impervious,33.0,True,2,True
Bludgeon,33.0,False,2,True
Exhume,33.0,False,2,True
Brutality,33.0,False,2,True
SKIP,33.0,False,2,True
Disarm,35.0,True,3,False
Sword Boomerang,35.0,False,3,False
Iron Wave,35.0,False,3,False
Pommel Strike,35.0,False,3,False
SKIP,35.0,False,3,False
Evolve,37.0,True,3,False
Feel No Pain,37.0,False,3,False
Second Wind,37.0,False,3,False
Headbutt,37.0,False,3,False
SKIP,37.0,False,3,False
Shrug It Off,37.0,True,3,False
Spot Weakness,37.0,False,3,False
Rampage,37.0,False,3,False
Whirlwind,37.0,False,3,False
SKIP,37.0,False,3,False
SKIP,37.0,True,3,False
Headbutt,37.0,False,3,False
Intimidate,37.0,False,3,False
Havoc,37.0,False,3,False
Anger,37.0,False,3,False
SKIP,37.0,False,3,False
SKIP,37.0,True,3,False
Cleave,37.0,False,3,False
Heavy Blade,37.0,False,3,False
Warcry,37.0,False,3,False
Immolate,37.0,False,3,False
SKIP,37.0,False,3,False
SKIP,37.0,True,3,False
Rage,37.0,False,3,False
Warcry,37.0,False,3,False
Ghostly Armor,37.0,False,3,False
Rupture,37.0,False,3,False
SKIP,37.0,False,3,False
SKIP,38.0,True,3,False
Sentinel,38.0,False,3,False
Infernal Blade,38.0,False,3,False
Twin Strike,38.0,False,3,False
Clothesline,38.0,False,3,False
SKIP,38.0,False,3,False
Pommel Strike,39.0,True,3,False
True Grit,39.0,False,3,False
Body Slam,39.0,False,3,False
Sword Boomerang,39.0,False,3,False
SKIP,39.0,False,3,False
Second Wind,40.0,True,3,False
Twin Strike,40.0,False,3,False
Demon Form,40.0,False,3,False
Warcry,40.0,False,3,False
SKIP,40.0,False,3,False
SKIP,42.0,True,3,False
Second Wind,42.0,False,3,False
Iron Wave,42.0,False,3,False
Perfected Strike,42.0,False,3,False
Clash,42.0,False,3,False
SKIP,42.0,False,3,False
SKIP,44.0,True,3,False
Searing Blow,44.0,False,3,False
Flex,44.0,False,3,False
Sever Soul,44.0,False,3,False
Anger,44.0,False,3,False
SKIP,44.0,False,3,False
Burning Pact,45.0,True,3,False
Body Slam,45.0,False,3,False
Cleave,45.0,False,3,False
Iron Wave,45.0,False,3,False
SKIP,45.0,False,3,False
SKIP,47.0,True,3,False
Ghostly Armor,47.0,False,3,False
Havoc,47.0,False,3,False
Heavy Blade,47.0,False,3,False
Iron Wave,47.0,False,3,False
SKIP,47.0,False,3,False
SKIP,48.0,True,3,False
Bloodletting,48.0,False,3,False
Rampage,48.0,False,3,False
Whirlwind,48.0,False,3,False
Infernal Blade,48.0,False,3,False
SKIP,48.0,False,3,False
SKIP,55.0,True,4,False
Metallicize,55.0,False,4,False
Pummel,55.0,False,4,False
Spot Weakness,55.0,False,4,False
Combust,55.0,False,4,False
SKIP,55.0,False,4,False
Cleave,1.0,True,1,False
Dropkick,1.0,False,1,False
Entrench,1.0,False,1,False
SKIP,1.0,False,1,False
Armaments,2.0,True,1,False
Sword Boomerang,2.0,False,1,False
Clash,2.0,False,1,False
SKIP,2.0,False,1,False
Anger,7.0,True,1,False
Dropkick,7.0,False,1,False
Warcry,7.0,False,1,False
SKIP,7.0,False,1,False
SKIP,11.0,True,1,False
Wild Strike,11.0,False,1,False
Heavy Blade,11.0,False,1,False
Flex,11.0,False,1,False
SKIP,11.0,False,1,False
Pommel Strike,12.0,True,1,False
Exhume,12.0,False,1,False
Sword Boomerang,12.0,False,1,False
SKIP,12.0,False,1,False
Feed,13.0,True,1,False
Metallicize,13.0,False,1,False
Rage,13.0,False,1,False
SKIP,13.0,False,1,False
Headbutt,14.0,True,1,False
Sever Soul,14.0,False,1,False
Iron Wave,14.0,False,1,False
SKIP,14.0,False,1,False
Corruption,16.0,True,1,True
Brutality,16.0,False,1,True
Impervious,16.0,False,1,True
SKIP,16.0,False,1,True
Perfected Strike,18.0,True,2,False
Clash,18.0,False,2,False
Sword Boomerang,18.0,False,2,False
SKIP,18.0,False,2,False
Impervious,19.0,True,2,False
Pommel Strike,19.0,False,2,False
Blood for Blood,19.0,False,2,False
SKIP,19.0,False,2,False
Spot Weakness,20.0,True,2,False
Rampage,20.0,False,2,False
True Grit,20.0,False,2,False
SKIP,20.0,False,2,False
SKIP,22.0,True,2,False
Anger,22.0,False,2,False
Thunderclap,22.0,False,2,False
Clash,22.0,False,2,False
SKIP,22.0,False,2,False
SKIP,23.0,True,2,False
Anger,23.0,False,2,False
Armaments,23.0,False,2,False
Sword Boomerang,23.0,False,2,False
SKIP,23.0,False,2,False
Reaper,24.0,True,2,False
Armaments,24.0,False,2,False
Body Slam,24.0,False,2,False
SKIP,24.0,False,2,False
Spot Weakness,27.0,True,2,False
Armaments,27.0,False,2,False
Bloodletting,27.0,False,2,False
SKIP,27.0,False,2,False
Exhume,33.0,True,2,True
Corruption,33.0,False,2,True
Limit Break,33.0,False,2,True
SKIP,33.0,False,2,True
Pommel Strike,35.0,True,3,False
Havoc,35.0,False,3,False
Heavy Blade,35.0,False,3,False
SKIP,35.0,False,3,False
Fiend Fire,36.0,True,3,False
Havoc,36.0,False,3,False
Flex,36.0,False,3,False
SKIP,36.0,False,3,False
Pummel,37.0,True,3,False
Sword Boomerang,37.0,False,3,False
Warcry,37.0,False,3,False
SKIP,37.0,False,3,False
SKIP,38.0,True,3,False
Clothesline,38.0,False,3,False
Pommel Strike,38.0,False,3,False
Headbutt,38.0,False,3,False
SKIP,38.0,False,3,False
Clothesline,38.0,True,3,False
Pommel Strike,38.0,False,3,False
Headbutt,38.0,False,3,False
SKIP,38.0,False,3,False
SKIP,39.0,True,3,False
Cleave,39.0,False,3,False
Headbutt,39.0,False,3,False
Bludgeon,39.0,False,3,False
SKIP,39.0,False,3,False
Burning Pact,41.0,True,3,False
Dual Wield,41.0,False,3,False
Infernal Blade,41.0,False,3,False
SKIP,41.0,False,3,False
Shockwave,42.0,True,3,False
Disarm,42.0,False,3,False
Pommel Strike,42.0,False,3,False
SKIP,42.0,False,3,False
Clothesline,44.0,True,3,False
Warcry,44.0,False,3,False
Thunderclap,44.0,False,3,False
SKIP,44.0,False,3,False
Power Through,47.0,True,3,False
Anger,47.0,False,3,False
Metallicize,47.0,False,3,False
SKIP,47.0,False,3,False
Brutality,49.0,True,3,False
Rupture,49.0,False,3,False
Flex,49.0,False,3,False
SKIP,49.0,False,3,False
Dark Embrace,53.0,True,4,False
Clothesline,53.0,False,4,False
Heavy Blade,53.0,False,4,False
SKIP,53.0,False,4,False
SKIP,55.0,True,4,False
Cleave,55.0,False,4,False
Clash,55.0,False,4,False
Heavy Blade,55.0,False,4,False
SKIP,55.0,False,4,False
Trip,0.0,True,1,False
Deep Breath,0.0,False,1,False
Purity,0.0,False,1,False
SKIP,0.0,False,1,False
Headbutt,1.0,True,1,False
Sword Boomerang,1.0,False,1,False
Warcry,1.0,False,1,False
SKIP,1.0,False,1,False
Whirlwind,2.0,True,1,False
Headbutt,2.0,False,1,False
Anger,2.0,False,1,False
SKIP,2.0,False,1,False
Blood for Blood,3.0,True,1,False
Heavy Blade,3.0,False,1,False
Armaments,3.0,False,1,False
SKIP,3.0,False,1,False
Feel No Pain,4.0,True,1,False
Sword Boomerang,4.0,False,1,False
Rampage,4.0,False,1,False
SKIP,4.0,False,1,False
Anger,5.0,True,1,False
Ghostly Armor,5.0,False,1,False
Twin Strike,5.0,False,1,False
SKIP,5.0,False,1,False
Dark Embrace,7.0,True,1,False
Battle Trance,7.0,False,1,False
Rampage,7.0,False,1,False
SKIP,7.0,False,1,False
SKIP,11.0,True,1,False
Feel No Pain,11.0,False,1,False
Sever Soul,11.0,False,1,False
Dropkick,11.0,False,1,False
SKIP,11.0,False,1,False
Inflame,14.0,True,1,False
Havoc,14.0,False,1,False
Blood for Blood,14.0,False,1,False
SKIP,14.0,False,1,False
Offering,16.0,True,1,True
Corruption,16.0,False,1,True
Juggernaut,16.0,False,1,True
SKIP,16.0,False,1,True
SKIP,18.0,True,2,False
Twin Strike,18.0,False,2,False
Thunderclap,18.0,False,2,False
Warcry,18.0,False,2,False
SKIP,18.0,False,2,False
SKIP,20.0,True,2,False
Havoc,20.0,False,2,False
Wild Strike,20.0,False,2,False
Body Slam,20.0,False,2,False
SKIP,20.0,False,2,False
Exhume,22.0,True,2,False
Dark Embrace,22.0,False,2,False
Seeing Red,22.0,False,2,False
Twin Strike,22.0,False,2,False
Brutality,22.0,False,2,False
Heavy Blade,22.0,False,2,False
Combust,22.0,False,2,False
Evolve,22.0,False,2,False
Fire Breathing,22.0,False,2,False
Cleave,22.0,False,2,False
Perfected Strike,22.0,False,2,False
Clothesline,22.0,False,2,False
Warcry,22.0,False,2,False
Rage,22.0,False,2,False
Headbutt,22.0,False,2,False
Iron Wave,22.0,False,2,False
Carnage,22.0,False,2,False
Thunderclap,22.0,False,2,False
Bludgeon,22.0,False,2,False
Intimidate,22.0,False,2,False
SKIP,22.0,False,2,False
Second Wind,1.0,True,1,False
Havoc,1.0,False,1,False
Dark Embrace,1.0,False,1,False
SKIP,1.0,False,1,False
Anger,2.0,True,1,False
Burning Pact,2.0,False,1,False
Shrug It Off,2.0,False,1,False
SKIP,2.0,False,1,False
SKIP,5.0,True,1,False
Uppercut,5.0,False,1,False
Body Slam,5.0,False,1,False
True Grit,5.0,False,1,False
SKIP,5.0,False,1,False
Dual Wield,6.0,True,1,False
Combust,6.0,False,1,False
Thunderclap,6.0,False,1,False
SKIP,6.0,False,1,False
Offering,10.0,True,1,False
Battle Trance,10.0,False,1,False
Anger,10.0,False,1,False
SKIP,10.0,False,1,False
Burning Pact,11.0,True,1,False
Carnage,11.0,False,1,False
Fire Breathing,11.0,False,1,False
SKIP,11.0,False,1,False
Corruption,13.0,True,1,False
Thunderclap,13.0,False,1,False
Heavy Blade,13.0,False,1,False
SKIP,13.0,False,1,False
Shrug It Off,14.0,True,1,False
Inflame,14.0,False,1,False
Cleave,14.0,False,1,False
SKIP,14.0,False,1,False
Fiend Fire,16.0,True,1,True
Barricade,16.0,False,1,True
Double Tap,16.0,False,1,True
SKIP,16.0,False,1,True
Warcry,18.0,True,2,False
Clothesline,18.0,False,2,False
Havoc,18.0,False,2,False
SKIP,18.0,False,2,False
Disarm,20.0,True,2,False
Carnage,20.0,False,2,False
Heavy Blade,20.0,False,2,False
SKIP,20.0,False,2,False
SKIP,22.0,True,2,False
Perfected Strike,22.0,False,2,False
Wild Strike,22.0,False,2,False
Juggernaut,22.0,False,2,False
SKIP,22.0,False,2,False
SKIP,22.0,True,2,False
Perfected Strike,22.0,False,2,False
Wild Strike,22.0,False,2,False
Juggernaut,22.0,False,2,False
SKIP,22.0,False,2,False
Sentinel,23.0,True,2,False
Seeing Red,23.0,False,2,False
Thunderclap,23.0,False,2,False
SKIP,23.0,False,2,False
Shrug It Off,25.0,True,2,False
Thunderclap,25.0,False,2,False
Havoc,25.0,False,2,False
SKIP,25.0,False,2,False
Seeing Red,27.0,True,2,False
Body Slam,27.0,False,2,False
Clothesline,27.0,False,2,False
SKIP,27.0,False,2,False
Sentinel,28.0,True,2,False
Warcry,28.0,False,2,False
Infernal Blade,28.0,False,2,False
SKIP,28.0,False,2,False
True Grit,30.0,True,2,False
Rage,30.0,False,2,False
Double Tap,30.0,False,2,False
SKIP,30.0,False,2,False
Pummel,31.0,True,2,False
Clothesline,31.0,False,2,False
Wild Strike,31.0,False,2,False
SKIP,31.0,False,2,False
Limit Break,33.0,True,2,True
Bludgeon,33.0,False,2,True
Brutality,33.0,False,2,True
SKIP,33.0,False,2,True
Feel No Pain,35.0,True,3,False
Pommel Strike,35.0,False,3,False
Rampage,35.0,False,3,False
SKIP,35.0,False,3,False
Bloodletting,36.0,True,3,False
Pommel Strike,36.0,False,3,False
Twin Strike,36.0,False,3,False
SKIP,36.0,False,3,False
SKIP,38.0,True,3,False
Rampage,38.0,False,3,False
Anger,38.0,False,3,False
Warcry,38.0,False,3,False
SKIP,38.0,False,3,False
Havoc,41.0,True,3,False
Rampage,41.0,False,3,False
Clothesline,41.0,False,3,False
SKIP,41.0,False,3,False
SKIP,47.0,True,3,False
Headbutt,47.0,False,3,False
Anger,47.0,False,3,False
Pummel,47.0,False,3,False
SKIP,47.0,False,3,False
Shockwave,48.0,True,3,False
Inflame,48.0,False,3,False
Body Slam,48.0,False,3,False
SKIP,48.0,False,3,False
SKIP,55.0,True,4,False
Seeing Red,55.0,False,4,False
Iron Wave,55.0,False,4,False
