Enemy,Damage Taken
Gremlin Gang,5.0
3 Sentries,5.0
Giant Head,5.0
Collector,5.0
Blue Slaver,4.0
Small Slimes,4.0
Small Slimes,4.0
Small Slimes,4.0
2 Thieves,4.0
Gremlin Nob,4.0
Blue Slaver,4.0
Gremlin Nob,4.0
Gremlin Leader,4.0
Jaw Worm,4.0
Large Slime,4.0
Small Slimes,4.0
2 Louse,4.0
Large Slime,4.0
Looter,4.0
Jaw Worm,4.0
Colosseum Slavers,4.0
Snecko,4.0
Small Slimes,4.0
2 Fungi Beasts,3.0
3 Sentries,3.0
3 Darklings,3.0
Shell Parasite,3.0
Shield and Spear,3.0
Slavers,3.0
The Heart,3.0
Donu and Deca,3.0
Writhing Mass,3.0
2 Louse,3.0
Shell Parasite,3.0
3 Darklings,3.0
Small Slimes,3.0
2 Fungi Beasts,3.0
Small Slimes,3.0
Cultist,3.0
2 Louse,3.0
Gremlin Gang,3.0
Awakened One,3.0
Chosen,3.0
Shield and Spear,3.0
3 Shapes,3.0
Red Slaver,2.0
2 Louse,2.0
Jaw Worm,2.0
Book of Stabbing,2.0
Looter,2.0
Snake Plant,2.0
Exordium Thugs,2.0
2 Louse,2.0
Jaw Worm,2.0
3 Darklings,2.0
3 Darklings,2.0
Small Slimes,2.0
Looter,2.0
Jaw Worm,2.0
Champ,2.0
Gremlin Leader,2.0
Jaw Worm,2.0
Jaw Worm,2.0
3 Cultists,2.0
Cultist,2.0
2 Louse,2.0
Gremlin Nob,2.0
Gremlin Nob,2.0
Lagavulin,2.0
Book of Stabbing,2.0
Centurion and Healer,2.0
2 Fungi Beasts,1.0
Nemesis,1.0
Cultist,1.0
2 Thieves,1.0
Small Slimes,1.0
Cultist and Chosen,1.0
3 Shapes,1.0
Gremlin Leader,1.0
Nemesis,1.0
2 Fungi Beasts,1.0
Cultist,1.0
2 Louse,1.0
Reptomancer,1.0
Cultist,1.0
2 Louse,1.0
2 Louse,1.0
3 Byrds,1.0
Exordium Wildlife,1.0
3 Shapes,1.0
2 Fungi Beasts,1.0
Shield and Spear,1.0
Cultist,1.0
Cultist,1.0
Orb Walker,1.0
Looter,1.0
Looter,1.0
Exordium Wildlife,1.0
Blue Slaver,1.0
Reptomancer,1.0
Cultist,1.0
2 Louse,1.0
Orb Walker,1.0
3 Shapes,1.0
4 Shapes,1.0
Time Eater,1.0
Awakened One,1.0
Red Slaver,0.0
2 Louse,0.0
Cultist,0.0
The Guardian,0.0
Mind Bloom Boss Battle,0.0
Gremlin Leader,0.0
3 Darklings,0.0
Orb Walker,0.0
Small Slimes,0.0
Sphere and 2 Shapes,0.0
Exordium Thugs,0.0
2 Louse,0.0
Nemesis,0.0
Orb Walker,0.0
Sentry and Sphere,0.0
Sentry and Sphere,0.0
3 Louse,0.0
Centurion and Healer,0.0
Automaton,0.0
3 Shapes,0.0
Orb Walker,0.0
2 Louse,0.0
Cultist,0.0
Exordium Wildlife,0.0
Red Slaver,0.0
Large Slime,0.0
Chosen,0.0
2 Fungi Beasts,0.0
Gremlin Leader,0.0
4 Shapes,0.0
Gremlin Leader,0.0
Snecko,0.0
2 Louse,0.0
Giant Head,0.0
Reptomancer,0.0
Spire Growth,0.0
Cultist,0.0
Jaw Worm,0.0
Looter,0.0
3 Byrds,0.0
Small Slimes,0.0
Orb Walker,0.0
Gremlin Leader,0.0
Snecko,0.0
2 Louse,0.0
Snake Plant,0.0
Gremlin Nob,0.0
Snecko,0.0
Exordium Thugs,0.0
Cultist,0.0
Cultist and Chosen,0.0
3 Cultists,0.0
Lagavulin,0.0
Reptomancer,0.0
2 Thieves,0.0
Chosen and Byrds,0.0
Gremlin Leader,0.0
Snake Plant,0.0
Snecko,0.0
Orb Walker,0.0
Mind Bloom Boss Battle,0.0
Transient,0.0
Giant Head,0.0
Writhing Mass,0.0
Nemesis,0.0
Spire Growth,0.0
3 Louse,0.0
Red Slaver,0.0
Small Slimes,0.0
2 Louse,0.0
Cultist,0.0
Shield and Spear,0.0
Exordium Wildlife,0.0
Nemesis,0.0
Transient,0.0
3 Darklings,0.0
Nemesis,0.0
Jaw Worm Horde,0.0
Looter,0.0
3 Sentries,0.0
Jaw Worm,0.0
Snecko,0.0
Chosen,0.0
Jaw Worm,0.0
Spire Growth,0.0
Spire Growth,0.0
Cultist,0.0
Writhing Mass,0.0
Looter,0.0
Exordium Wildlife,0.0
The Guardian,0.0
Nemesis,0.0
Mind Bloom Boss Battle,0.0
Gremlin Leader,0.0
Red Slaver,0.0
Book of Stabbing,0.0
Chosen and Byrds,0.0
3 Darklings,0.0
2 Orb Walkers,0.0
Orb Walker,0.0
Spire Growth,0.0
Jaw Worm Horde,0.0
Shield and Spear,0.0
3 Cultists,0.0
2 Louse,0.0
The Guardian,0.0
3 Shapes,0.0
3 Darklings,0.0
Cultist,0.0
Chosen,0.0
Champ,0.0
Reptomancer,0.0
Nemesis,0.0
Giant Head,0.0
Slavers,0.0
Cultist,0.0
Chosen and Byrds,0.0
3 Cultists,0.0
Gremlin Leader,0.0
Book of Stabbing,0.0
Gremlin Leader,0.0
3 Byrds,0.0
Mind Bloom Boss Battle,0.0
Gremlin Nob,0.0
Large Slime,0.0
2 Louse,0.0
Large Slime,0.0
Mind Bloom Boss Battle,0.0
Chosen and Byrds,0.0
Chosen,0.0
Spire Growth,0.0
Maw,0.0
3 Louse,0.0
Shield and Spear,0.0
Orb Walker,0.0
3 Shapes,0.0
Cultist,0.0
Jaw Worm Horde,0.0
Shelled Parasite and Fungi,0.0
2 Louse,0.0
2 Fungi Beasts,0.0
Lots of Slimes,0.0
Blue Slaver,0.0
Slime Boss,0.0
Chosen,0.0
2 Fungi Beasts,0.0
Gremlin Leader,0.0
Book of Stabbing,0.0
4 Shapes,0.0
2 Louse,0.0
Reptomancer,0.0
Spire Growth,0.0
Awakened One,0.0
2 Louse,0.0
Time Eater,0.0
3 Louse,0.0
Maw,0.0
Nemesis,0.0
Giant Head,0.0
Gremlin Leader,0.0
Nemesis,0.0
Writhing Mass,0.0
Chosen,0.0
