Card,Floor,Picked,Act,Boss
SKIP,7.0,False,1,False
Burning Pact,10.0,True,1,False
Havoc,10.0,False,1,False
Intimidate,10.0,False,1,False
SKIP,10.0,False,1,False
SKIP,11.0,True,1,False
Dual Wield,11.0,False,1,False
Intimidate,11.0,False,1,False
Warcry,11.0,False,1,False
SKIP,11.0,False,1,False
Bloodletting,12.0,True,1,False
Body Slam,12.0,False,1,False
Twin Strike,12.0,False,1,False
SKIP,12.0,False,1,False
Pommel Strike,14.0,True,1,False
Dual Wield,14.0,False,1,False
Fire Breathing,14.0,False,1,False
SKIP,14.0,False,1,False
Feed,16.0,True,1,True
Reaper,16.0,False,1,True
Immolate,16.0,False,1,True
SKIP,16.0,False,1,True
Havoc,18.0,True,2,False
Armaments,18.0,False,2,False
Feel No Pain,18.0,False,2,False
SKIP,18.0,False,2,False
Pommel Strike,19.0,True,2,False
Sword Boomerang,19.0,False,2,False
Dual Wield,19.0,False,2,False
SKIP,19.0,False,2,False
Seeing Red,20.0,True,2,False
Rampage,20.0,False,2,False
Sword Boomerang,20.0,False,2,False
SKIP,20.0,False,2,False
Second Wind,21.0,True,2,False
Shrug It Off,21.0,False,2,False
Dropkick,21.0,False,2,False
SKIP,21.0,False,2,False
Sentinel,24.0,True,2,False
Juggernaut,24.0,False,2,False
Clothesline,24.0,False,2,False
SKIP,24.0,False,2,False
Disarm,28.0,True,2,False
Heavy Blade,28.0,False,2,False
Inflame,28.0,False,2,False
SKIP,28.0,False,2,False
SKIP,29.0,True,2,False
Flex,29.0,False,2,False
Clash,29.0,False,2,False
Perfected Strike,29.0,False,2,False
SKIP,29.0,False,2,False
SKIP,29.0,True,2,False
Flex,29.0,False,2,False
Clash,29.0,False,2,False
Perfected Strike,29.0,False,2,False
SKIP,29.0,False,2,False
Immolate,30.0,True,2,False
Entrench,30.0,False,2,False
True Grit,30.0,False,2,False
SKIP,30.0,False,2,False
SKIP,31.0,True,2,False
Armaments,31.0,False,2,False
Wild Strike,31.0,False,2,False
Bloodletting,31.0,False,2,False
SKIP,31.0,False,2,False
Brutality,33.0,True,2,True
Corruption,33.0,False,2,True
Juggernaut,33.0,False,2,True
SKIP,33.0,False,2,True
SKIP,35.0,True,3,False
True Grit,35.0,False,3,False
Twin Strike,35.0,False,3,False
Perfected Strike,35.0,False,3,False
SKIP,35.0,False,3,False
Corruption,38.0,True,3,False
Wild Strike,38.0,False,3,False
Seeing Red,38.0,False,3,False
SKIP,38.0,False,3,False
Feel No Pain,39.0,True,3,False
Perfected Strike,39.0,False,3,False
Body Slam,39.0,False,3,False
SKIP,39.0,False,3,False
SKIP,40.0,True,3,False
Heavy Blade,40.0,False,3,False
Carnage,40.0,False,3,False
Pommel Strike,40.0,False,3,False
SKIP,40.0,False,3,False
True Grit,42.0,True,3,False
Dropkick,42.0,False,3,False
Second Wind,42.0,False,3,False
SKIP,42.0,False,3,False
Pummel,45.0,True,3,False
Feed,45.0,False,3,False
Feel No Pain,45.0,False,3,False
SKIP,45.0,False,3,False
SKIP,46.0,True,3,False
Sword Boomerang,46.0,False,3,False
Entrench,46.0,False,3,False
Sentinel,46.0,False,3,False
SKIP,46.0,False,3,False
Dual Wield,55.0,True,4,False
Anger,55.0,False,4,False
Rampage,55.0,False,4,False
SKIP,55.0,False,4,False
Anger,1.0,True,1,False
Entrench,1.0,False,1,False
Sever Soul,1.0,False,1,False
SKIP,1.0,False,1,False
Perfected Strike,2.0,True,1,False
Infernal Blade,2.0,False,1,False
Iron Wave,2.0,False,1,False
SKIP,2.0,False,1,False
Battle Trance,3.0,True,1,False
Clash,3.0,False,1,False
Evolve,3.0,False,1,False
SKIP,3.0,False,1,False
Perfected Strike,4.0,True,1,False
Cleave,4.0,False,1,False
Armaments,4.0,False,1,False
SKIP,4.0,False,1,False
Ghostly Armor,5.0,True,1,False
Entrench,5.0,False,1,False
Anger,5.0,False,1,False
SKIP,5.0,False,1,False
Rage,7.0,True,1,False
Armaments,7.0,False,1,False
Evolve,7.0,False,1,False
SKIP,7.0,False,1,False
Second Wind,11.0,True,1,False
Cleave,11.0,False,1,False
Combust,11.0,False,1,False
SKIP,11.0,False,1,False
SKIP,12.0,True,1,False
Clash,12.0,False,1,False
Clothesline,12.0,False,1,False
Cleave,12.0,False,1,False
SKIP,12.0,False,1,False
Demon Form,14.0,True,1,False
Iron Wave,14.0,False,1,False
Cleave,14.0,False,1,False
SKIP,14.0,False,1,False
Immolate,16.0,True,1,True
Berserk,16.0,False,1,True
Barricade,16.0,False,1,True
SKIP,16.0,False,1,True
Burning Pact,18.0,True,2,False
Shrug It Off,18.0,False,2,False
Evolve,18.0,False,2,False
SKIP,18.0,False,2,False
Burning Pact,19.0,True,2,False
Perfected Strike,19.0,False,2,False
Twin Strike,19.0,False,2,False
SKIP,19.0,False,2,False
Power Through,20.0,True,2,False
Warcry,20.0,False,2,False
Anger,20.0,False,2,False
SKIP,20.0,False,2,False
SKIP,23.0,True,2,False
Rampage,23.0,False,2,False
Inflame,23.0,False,2,False
Iron Wave,23.0,False,2,False
SKIP,23.0,False,2,False
Entrench,24.0,True,2,False
Wild Strike,24.0,False,2,False
Heavy Blade,24.0,False,2,False
SKIP,24.0,False,2,False
Shrug It Off,25.0,True,2,False
Juggernaut,25.0,False,2,False
Thunderclap,25.0,False,2,False
SKIP,25.0,False,2,False
SKIP,27.0,True,2,False
Havoc,27.0,False,2,False
Limit Break,27.0,False,2,False
Flex,27.0,False,2,False
SKIP,27.0,False,2,False
Sword Boomerang,28.0,True,2,False
Power Through,28.0,False,2,False
Carnage,28.0,False,2,False
SKIP,28.0,False,2,False
SKIP,30.0,True,2,False
Carnage,30.0,False,2,False
Wild Strike,30.0,False,2,False
Thunderclap,30.0,False,2,False
SKIP,30.0,False,2,False
SKIP,30.0,True,2,False
Carnage,30.0,False,2,False
Wild Strike,30.0,False,2,False
Thunderclap,30.0,False,2,False
SKIP,30.0,False,2,False
Bloodletting,31.0,True,2,False
Burning Pact,31.0,False,2,False
Headbutt,31.0,False,2,False
SKIP,31.0,False,2,False
Barricade,33.0,True,2,True
Double Tap,33.0,False,2,True
Corruption,33.0,False,2,True
SKIP,33.0,False,2,True
SKIP,35.0,True,3,False
Armaments,35.0,False,3,False
Sword Boomerang,35.0,False,3,False
Thunderclap,35.0,False,3,False
SKIP,35.0,False,3,False
Clothesline,40.0,True,3,False
Iron Wave,40.0,False,3,False
Bloodletting,40.0,False,3,False
SKIP,40.0,False,3,False
SKIP,41.0,True,3,False
Thunderclap,41.0,False,3,False
Cleave,41.0,False,3,False
Perfected Strike,41.0,False,3,False
SKIP,41.0,False,3,False
Exhume,42.0,True,3,False
Metallicize,42.0,False,3,False
Spot Weakness,42.0,False,3,False
SKIP,42.0,False,3,False
Battle Trance,44.0,True,3,False
Thunderclap,44.0,False,3,False
Clash,44.0,False,3,False
SKIP,44.0,False,3,False
SKIP,45.0,True,3,False
Heavy Blade,45.0,False,3,False
Bloodletting,45.0,False,3,False
Warcry,45.0,False,3,False
SKIP,45.0,False,3,False
SKIP,48.0,True,3,False
Fire Breathing,48.0,False,3,False
Searing Blow,48.0,False,3,False
Clash,48.0,False,3,False
SKIP,48.0,False,3,False
Power Through,49.0,True,3,False
Entrench,49.0,False,3,False
Sword Boomerang,49.0,False,3,False
SKIP,49.0,False,3,False
SKIP,55.0,True,4,False
Havoc,55.0,False,4,False
Ghostly Armor,55.0,False,4,False
Rupture,55.0,False,4,False
SKIP,55.0,False,4,False
Battle Trance,1.0,True,1,False
Headbutt,1.0,False,1,False
Thunderclap,1.0,False,1,False
SKIP,1.0,False,1,False
Shockwave,2.0,True,1,False
Thunderclap,2.0,False,1,False
Dark Embrace,2.0,False,1,False
SKIP,2.0,False,1,False
Blood for Blood,3.0,True,1,False
Dark Embrace,3.0,False,1,False
Flex,3.0,False,1,False
SKIP,3.0,False,1,False
Combust,5.0,True,1,False
Perfected Strike,5.0,False,1,False
Twin Strike,5.0,False,1,False
SKIP,5.0,False,1,False
Shrug It Off,7.0,True,1,False
Infernal Blade,7.0,False,1,False
Armaments,7.0,False,1,False
SKIP,7.0,False,1,False
Headbutt,10.0,True,1,False
Wild Strike,10.0,False,1,False
Clash,10.0,False,1,False
SKIP,10.0,False,1,False
SKIP,11.0,True,1,False
Thunderclap,11.0,False,1,False
Dual Wield,11.0,False,1,False
Sentinel,11.0,False,1,False
SKIP,11.0,False,1,False
SKIP,12.0,True,1,False
Dark Embrace,12.0,False,1,False
Feel No Pain,12.0,False,1,False
Fire Breathing,12.0,False,1,False
SKIP,12.0,False,1,False
Shockwave,13.0,True,1,False
Cleave,13.0,False,1,False
Carnage,13.0,False,1,False
SKIP,13.0,False,1,False
Feel No Pain,14.0,True,1,False
Heavy Blade,14.0,False,1,False
Wild Strike,14.0,False,1,False
SKIP,14.0,False,1,False
Feed,16.0,True,1,True
Demon Form,16.0,False,1,True
Limit Break,16.0,False,1,True
SKIP,16.0,False,1,True
Bloodletting,18.0,True,2,False
Heavy Blade,18.0,False,2,False
Headbutt,18.0,False,2,False
SKIP,18.0,False,2,False
SKIP,20.0,True,2,False
Flex,20.0,False,2,False
Fire Breathing,20.0,False,2,False
Combust,20.0,False,2,False
SKIP,20.0,False,2,False
Power Through,21.0,True,2,False
Sword Boomerang,21.0,False,2,False
Cleave,21.0,False,2,False
SKIP,21.0,False,2,False
Pommel Strike,24.0,True,2,False
Havoc,24.0,False,2,False
Headbutt,24.0,False,2,False
SKIP,24.0,False,2,False
SKIP,29.0,True,2,False
Clash,29.0,False,2,False
Heavy Blade,29.0,False,2,False
Feel No Pain,29.0,False,2,False
SKIP,29.0,False,2,False
SKIP,29.0,True,2,False
Clash,29.0,False,2,False
Heavy Blade,29.0,False,2,False
Feel No Pain,29.0,False,2,False
SKIP,29.0,False,2,False
Double Tap,31.0,True,2,False
Clothesline,31.0,False,2,False
Twin Strike,31.0,False,2,False
SKIP,31.0,False,2,False
Sever Soul,1.0,True,1,False
Wild Strike,1.0,False,1,False
Bloodletting,1.0,False,1,False
SKIP,1.0,False,1,False
Inflame,3.0,True,1,False
Warcry,3.0,False,1,False
Rampage,3.0,False,1,False
SKIP,3.0,False,1,False
Perfected Strike,5.0,True,1,False
True Grit,5.0,False,1,False
Shrug It Off,5.0,False,1,False
SKIP,5.0,False,1,False
Metallicize,7.0,True,1,False
Flex,7.0,False,1,False
True Grit,7.0,False,1,False
SKIP,7.0,False,1,False
Iron Wave,10.0,True,1,False
Sword Boomerang,10.0,False,1,False
Combust,10.0,False,1,False
SKIP,10.0,False,1,False
SKIP,11.0,True,1,False
Havoc,11.0,False,1,False
Wild Strike,11.0,False,1,False
Rampage,11.0,False,1,False
SKIP,11.0,False,1,False
SKIP,11.0,True,1,False
Havoc,11.0,False,1,False
Wild Strike,11.0,False,1,False
Rampage,11.0,False,1,False
SKIP,11.0,False,1,False
Pummel,12.0,True,1,False
Iron Wave,12.0,False,1,False
Dropkick,12.0,False,1,False
SKIP,12.0,False,1,False
Pommel Strike,13.0,True,1,False
Wild Strike,13.0,False,1,False
Anger,13.0,False,1,False
SKIP,13.0,False,1,False
Reaper,14.0,True,1,False
True Grit,14.0,False,1,False
Heavy Blade,14.0,False,1,False
SKIP,14.0,False,1,False
Immolate,16.0,True,1,True
Barricade,16.0,False,1,True
Juggernaut,16.0,False,1,True
SKIP,16.0,False,1,True
Disarm,18.0,True,2,False
Wild Strike,18.0,False,2,False
True Grit,18.0,False,2,False
SKIP,18.0,False,2,False
Battle Trance,19.0,True,2,False
Twin Strike,19.0,False,2,False
Dual Wield,19.0,False,2,False
SKIP,19.0,False,2,False
Bloodletting,20.0,True,2,False
Inflame,20.0,False,2,False
Sword Boomerang,20.0,False,2,False
SKIP,20.0,False,2,False
SKIP,21.0,True,2,False
Clothesline,21.0,False,2,False
Flex,21.0,False,2,False
True Grit,21.0,False,2,False
SKIP,21.0,False,2,False
Spot Weakness,23.0,True,2,False
Wild Strike,23.0,False,2,False
Cleave,23.0,False,2,False
SKIP,23.0,False,2,False
Battle Trance,24.0,True,2,False
Burning Pact,24.0,False,2,False
Searing Blow,24.0,False,2,False
SKIP,24.0,False,2,False
Burning Pact,27.0,True,2,False
Metallicize,27.0,False,2,False
Spot Weakness,27.0,False,2,False
SKIP,27.0,False,2,False
Shockwave,29.0,True,2,False
Havoc,29.0,False,2,False
Perfected Strike,29.0,False,2,False
SKIP,29.0,False,2,False
Demon Form,30.0,True,2,False
Pommel Strike,30.0,False,2,False
Body Slam,30.0,False,2,False
SKIP,30.0,False,2,False
Reaper,31.0,True,2,False
Shrug It Off,31.0,False,2,False
Thunderclap,31.0,False,2,False
SKIP,31.0,False,2,False
Reaper,33.0,True,2,True
Barricade,33.0,False,2,True
Immolate,33.0,False,2,True
SKIP,33.0,False,2,True
SKIP,35.0,True,3,False
Sever Soul,35.0,False,3,False
Body Slam,35.0,False,3,False
Seeing Red,35.0,False,3,False
SKIP,35.0,False,3,False
Power Through,36.0,True,3,False
Spot Weakness,36.0,False,3,False
Searing Blow,36.0,False,3,False
SKIP,36.0,False,3,False
Dark Shackles,38.0,True,3,False
Forethought,38.0,False,3,False
Panacea,38.0,False,3,False
SKIP,38.0,False,3,False
Dark Shackles,38.0,True,3,False
Dramatic Entrance,38.0,False,3,False
Magnetism,38.0,False,3,False
SKIP,38.0,False,3,False
SKIP,38.0,True,3,False
Madness,38.0,False,3,False
Enlightenment,38.0,False,3,False
HandOfGreed,38.0,False,3,False
SKIP,38.0,False,3,False
SKIP,39.0,True,3,False
Twin Strike,39.0,False,3,False
Anger,39.0,False,3,False
Thunderclap,39.0,False,3,False
SKIP,39.0,False,3,False
Second Wind,40.0,True,3,False
Entrench,40.0,False,3,False
Anger,40.0,False,3,False
SKIP,40.0,False,3,False
Burning Pact,42.0,True,3,False
Thunderclap,42.0,False,3,False
Flame Barrier,42.0,False,3,False
SKIP,42.0,False,3,False
Disarm,44.0,True,3,False
Wild Strike,44.0,False,3,False
Reckless Charge,44.0,False,3,False
SKIP,44.0,False,3,False
Bloodletting,45.0,True,3,False
Metallicize,45.0,False,3,False
Infernal Blade,45.0,False,3,False
SKIP,45.0,False,3,False
SKIP,46.0,True,3,False
Wild Strike,46.0,False,3,False
Anger,46.0,False,3,False
Pommel Strike,46.0,False,3,False
SKIP,46.0,False,3,False
Singing Bowl,47.0,True,3,False
Anger,47.0,False,3,False
Perfected Strike,47.0,False,3,False
Headbutt,47.0,False,3,False
Singing Bowl,47.0,False,3,False
Uppercut,48.0,True,3,False
Iron Wave,48.0,False,3,False
Pommel Strike,48.0,False,3,False
Singing Bowl,48.0,False,3,False
Anger,1.0,True,1,False
Disarm,1.0,False,1,False
Cleave,1.0,False,1,False
SKIP,1.0,False,1,False
Infernal Blade,3.0,True,1,False
Seeing Red,3.0,False,1,False
Clothesline,3.0,False,1,False
SKIP,3.0,False,1,False
Iron Wave,4.0,True,1,False
Clash,4.0,False,1,False
Intimidate,4.0,False,1,False
SKIP,4.0,False,1,False
Feed,6.0,True,1,False
Infernal Blade,6.0,False,1,False
Intimidate,6.0,False,1,False
SKIP,6.0,False,1,False
Disarm,7.0,True,1,False
Cleave,7.0,False,1,False
Body Slam,7.0,False,1,False
SKIP,7.0,False,1,False
Berserk,8.0,True,1,False
Havoc,8.0,False,1,False
True Grit,8.0,False,1,False
SKIP,8.0,False,1,False
Flame Barrier,10.0,True,1,False
Wild Strike,10.0,False,1,False
Iron Wave,10.0,False,1,False
SKIP,10.0,False,1,False
Shrug It Off,12.0,True,1,False
Armaments,12.0,False,1,False
Twin Strike,12.0,False,1,False
SKIP,12.0,False,1,False
SKIP,14.0,True,1,False
Anger,14.0,False,1,False
Sword Boomerang,14.0,False,1,False
Flex,14.0,False,1,False
SKIP,14.0,False,1,False
Immolate,16.0,True,1,True
Impervious,16.0,False,1,True
Exhume,16.0,False,1,True
SKIP,16.0,False,1,True
Shrug It Off,18.0,True,2,False
Sever Soul,18.0,False,2,False
Warcry,18.0,False,2,False
SKIP,18.0,False,2,False
Pommel Strike,20.0,True,2,False
Thunderclap,20.0,False,2,False
Cleave,20.0,False,2,False
SKIP,20.0,False,2,False
SKIP,24.0,True,2,False
Carnage,24.0,False,2,False
Cleave,24.0,False,2,False
Havoc,24.0,False,2,False
SKIP,24.0,False,2,False
Exhume,27.0,True,2,False
Sever Soul,27.0,False,2,False
Double Tap,27.0,False,2,False
SKIP,27.0,False,2,False
SKIP,28.0,True,2,False
Havoc,28.0,False,2,False
Heavy Blade,28.0,False,2,False
Flex,28.0,False,2,False
SKIP,28.0,False,2,False
SKIP,29.0,True,2,False
Sword Boomerang,29.0,False,2,False
Flex,29.0,False,2,False
Clothesline,29.0,False,2,False
SKIP,29.0,False,2,False
Spot Weakness,31.0,True,2,False
