Enemy,Damage Taken
Book of Stabbing,25
Lagavulin,25
Hexaghost,25
3 Sentries,24
Transient,24
Shell Parasite,24
Gremlin Leader,24
Snake Plant,24
3 Sentries,24
Hexaghost,24
Lagavulin,24
Reptomancer,24
Reptomancer,24
Gremlin Nob,24
Collector,24
Shelled Parasite and Fungi,24
3 Darklings,23
Jaw Worm Horde,23
3 Louse,23
Awakened One,23
Shield and Spear,23
Champ,23
Chosen and Byrds,23
Sentry and Sphere,23
Time Eater,23
Lagavulin,23
Lagavulin,23
Shelled Parasite and Fungi,23
Snecko,23
Book of Stabbing,23
Snake Plant,23
Time Eater,23
Shell Parasite,23
Orb Walker,23
Lagavulin,23
Gremlin Leader,23
Book of Stabbing,23
Spire Growth,23
Shelled Parasite and Fungi,23
Lagavulin,23
Automaton,23
2 Thieves,22
Gremlin Nob,22
Slavers,22
2 Orb Walkers,22
Writhing Mass,22
Hexaghost,22
3 Sentries,22
Lagavulin,22
Nemesis,22
Lagavulin,22
Shell Parasite,22
Giant Head,22
Gremlin Leader,22
Donu and Deca,22
Gremlin Leader,22
Lagavulin,22
Small Slimes,22
Collector,22
2 Thieves,22
The Guardian,22
Slavers,22
Gremlin Nob,22
Spheric Guardian,22
Small Slimes,22
Shelled Parasite and Fungi,21
Writhing Mass,21
Slavers,21
Centurion and Healer,21
3 Sentries,21
Large Slime,21
Shell Parasite,21
Awakened One,21
Slavers,21
The Guardian,21
Book of Stabbing,21
Gremlin Nob,21
Awakened One,21
Shell Parasite,21
3 Darklings,21
Shelled Parasite and Fungi,21
Lagavulin,21
Gremlin Leader,21
3 Darklings,21
Shell Parasite,20
4 Shapes,20
Book of Stabbing,20
Lagavulin,20
3 Sentries,20
3 Sentries,20
Reptomancer,20
3 Sentries,20
Collector,20
3 Byrds,20
2 Thieves,20
Shield and Spear,20
Slavers,20
3 Sentries,20
Gremlin Nob,20
The Heart,20
3 Sentries,20
3 Shapes,20
Shelled Parasite and Fungi,19
Small Slimes,19
Giant Head,19
Giant Head,19
Sphere and 2 Shapes,19
Snecko,19
3 Sentries,19
Donu and Deca,19
Awakened One,19
Book of Stabbing,19
Slavers,19
3 Darklings,19
Cultist and Chosen,18
Hexaghost,18
Awakened One,18
Shelled Parasite and Fungi,18
2 Thieves,18
Automaton,18
Shell Parasite,18
The Heart,18
Donu and Deca,18
Red Slaver,18
Lagavulin,18
Lagavulin,18
Lagavulin,18
Nemesis,18
3 Shapes,18
Shell Parasite,18
2 Thieves,18
The Heart,18
Sphere and 2 Shapes,18
Donu and Deca,18
Lagavulin,18
Orb Walker,18
Snake Plant,18
Shield and Spear,18
The Guardian,18
3 Darklings,18
Book of Stabbing,18
Lagavulin,17
Lagavulin,17
Small Slimes,17
The Guardian,17
Shield and Spear,17
3 Sentries,17
Slavers,17
Shelled Parasite and Fungi,17
Champ,17
Awakened One,17
Time Eater,17
2 Thieves,17
Red Slaver,17
Writhing Mass,17
The Guardian,17
Shelled Parasite and Fungi,17
Lagavulin,17
Exordium Thugs,17
2 Thieves,17
Gremlin Leader,17
Chosen and Byrds,17
Slavers,17
Lagavulin,17
3 Sentries,17
3 Darklings,16
Snake Plant,16
Giant Head,16
Champ,16
Book of Stabbing,16
Slavers,16
Writhing Mass,16
3 Louse,16
Shield and Spear,16
Giant Head,16
Gremlin Leader,16
Reptomancer,16
Large Slime,16
Blue Slaver,16
The Heart,16
4 Shapes,16
Giant Head,16
Shell Parasite,16
Centurion and Healer,16
The Heart,15
Collector,15
Gremlin Leader,15
Slime Boss,15
Spire Growth,15
Exordium Wildlife,15
The Heart,15
Jaw Worm Horde,15
Lagavulin,15
Jaw Worm,15
Gremlin Gang,15
3 Sentries,15
Lagavulin,15
Gremlin Leader,15
Maw,15
Snecko,15
Spheric Guardian,15
Awakened One,15
Small Slimes,15
Exordium Wildlife,15
3 Sentries,15
Giant Head,15
Giant Head,15
3 Byrds,15
3 Cultists,15
Orb Walker,14
Sentry and Sphere,14
Jaw Worm,14
Shelled Parasite and Fungi,14
3 Sentries,14
2 Thieves,14
Chosen,14
Hexaghost,14
3 Shapes,14
Shelled Parasite and Fungi,14
Awakened One,14
Book of Stabbing,14
Jaw Worm,14
The Guardian,14
Snake Plant,14
Small Slimes,14
Spire Growth,14
3 Sentries,14
Snake Plant,14
Jaw Worm,14
Jaw Worm,14
Slavers,14
Small Slimes,14
3 Darklings,14
4 Shapes,14
4 Shapes,14
Shell Parasite,14
2 Louse,14
Reptomancer,14
Shelled Parasite and Fungi,14
Book of Stabbing,13
Sentry and Sphere,13
Shell Parasite,13
Red Slaver,13
Colosseum Slavers,13
Transient,13
Nemesis,13
Cultist and Chosen,13
3 Louse,13
Centurion and Healer,13
Small Slimes,13
Book of Stabbing,13
Red Slaver,13
Small Slimes,13
Slime Boss,13
Gremlin Leader,13
Chosen,13
Shell Parasite,13
Champ,13
Orb Walker,13
Cultist and Chosen,13
2 Thieves,12
Cultist and Chosen,12
3 Sentries,12
Large Slime,12
Reptomancer,12
Book of Stabbing,12
Gremlin Leader,12
Lagavulin,12
Jaw Worm Horde,12
3 Shapes,12
Snake Plant,12
3 Sentries,12
Shield and Spear,12
Nemesis,12
3 Darklings,12
Writhing Mass,12
Giant Head,12
Awakened One,12
Slavers,12
Jaw Worm,12
Sentry and Sphere,12
Shield and Spear,12
2 Louse,12
Reptomancer,12
Sphere and 2 Shapes,12
Book of Stabbing,12
2 Thieves,12
2 Orb Walkers,12
Hexaghost,12
Spire Growth,12
Shell Parasite,12
Awakened One,12
Small Slimes,12
Snake Plant,12
2 Fungi Beasts,12
Lagavulin,12
Donu and Deca,12
2 Fungi Beasts,12
3 Shapes,12
Cultist and Chosen,12
Nemesis,12
3 Darklings,12
Lagavulin,12
Spire Growth,12
3 Sentries,12
3 Cultists,12
Writhing Mass,12
Nemesis,12
Jaw Worm,12
Book of Stabbing,12
Slime Boss,12
Gremlin Nob,12
Nemesis,12
Red Slaver,12
Gremlin Gang,12
Slime Boss,12
Cultist,12
Writhing Mass,12
Gremlin Nob,12
Slime Boss,12
Reptomancer,11
Reptomancer,11
Slavers,11
3 Darklings,11
3 Sentries,11
Jaw Worm,11
Exordium Thugs,11
Blue Slaver,11
Sphere and 2 Shapes,11
2 Thieves,11
3 Byrds,11
Large Slime,11
Looter,11
Slavers,11
Nemesis,11
Giant Head,11
Blue Slaver,11
2 Thieves,11
Hexaghost,11
2 Fungi Beasts,11
Looter,11
Giant Head,11
Exordium Thugs,11
3 Sentries,11
Looter,11
3 Byrds,11
Automaton,11
Gremlin Leader,11
Reptomancer,11
Lagavulin,11
Giant Head,11
Slavers,11
Gremlin Nob,11
3 Darklings,11
Lagavulin,11
Champ,11
Large Slime,10
Book of Stabbing,10
3 Darklings,10
Blue Slaver,10
Small Slimes,10
Nemesis,10
3 Darklings,10
Small Slimes,10
3 Darklings,10
Giant Head,10
Nemesis,10
Book of Stabbing,10
Snake Plant,10
Sentry and Sphere,10
3 Darklings,10
Small Slimes,10
3 Sentries,10
Gremlin Nob,10
Small Slimes,10
3 Sentries,10
Nemesis,10
3 Louse,10
3 Shapes,10
3 Darklings,10
Exordium Thugs,10
3 Sentries,10
Large Slime,10
2 Louse,10
Maw,10
Gremlin Nob,10
Sphere and 2 Shapes,10
Gremlin Leader,10
Shield and Spear,10
3 Sentries,10
Gremlin Nob,10
Transient,10
Orb Walker,10
2 Thieves,10
2 Louse,10
3 Byrds,10
Spheric Guardian,9
Mind Bloom Boss Battle,9
Giant Head,9
The Mushroom Lair,9
Transient,9
Book of Stabbing,9
Writhing Mass,9
Orb Walker,9
Large Slime,9
Slavers,9
Gremlin Leader,9
Spire Growth,9
2 Thieves,9
Large Slime,9
Blue Slaver,9
Jaw Worm,9
Giant Head,9
Giant Head,9
Small Slimes,9
The Heart,9
Chosen,9
Transient,9
Giant Head,9
Sphere and 2 Shapes,9
Jaw Worm,9
3 Byrds,9
Exordium Thugs,9
Book of Stabbing,9
Lagavulin,9
Exordium Thugs,9
Shield and Spear,9
Small Slimes,9
Book of Stabbing,9
Nemesis,9
Giant Head,9
Transient,9
Jaw Worm Horde,9
Giant Head,9
Jaw Worm,9
2 Louse,9
Jaw Worm,9
Looter,9
Giant Head,9
2 Louse,9
3 Shapes,9
Time Eater,9
Red Slaver,9
2 Thieves,9
3 Louse,9
Jaw Worm,9
Nemesis,9
3 Sentries,9
Reptomancer,9
Blue Slaver,8
The Heart,8
Collector,8
2 Orb Walkers,8
Shell Parasite,8
Time Eater,8
Gremlin Nob,8
3 Louse,8
Blue Slaver,8
Snecko,8
Exordium Wildlife,8
2 Thieves,8
Reptomancer,8
Book of Stabbing,8
3 Shapes,8
Gremlin Nob,8
3 Darklings,8
Gremlin Nob,8
Small Slimes,8
Snake Plant,8
Reptomancer,8
Hexaghost,8
Large Slime,8
Jaw Worm,8
Gremlin Nob,8
Transient,8
3 Shapes,8
Snake Plant,8
Nemesis,8
Gremlin Nob,8
Jaw Worm Horde,8
Looter,8
Gremlin Nob,8
Gremlin Gang,8
Gremlin Nob,8
3 Byrds,8
Small Slimes,8
3 Cultists,8
Gremlin Nob,8
3 Sentries,8
Chosen,8
2 Thieves,8
Gremlin Leader,8
Writhing Mass,8
Reptomancer,7
Masked Bandits,7
Jaw Worm,7
Sphere and 2 Shapes,7
Cultist,7
Looter,7
Cultist,7
Jaw Worm,7
Small Slimes,7
3 Louse,7
Nemesis,7
3 Cultists,7
Slavers,7
3 Louse,7
Book of Stabbing,7
Jaw Worm,7
Orb Walker,7
Looter,7
Small Slimes,7
Cultist,7
Small Slimes,7
Orb Walker,7
Jaw Worm,7
Orb Walker,7
3 Shapes,7
2 Thieves,7
Jaw Worm,7
Collector,7
Awakened One,7
Donu and Deca,7
Cultist,7
Lots of Slimes,7
Gremlin Nob,7
Cultist,7
Orb Walker,7
Gremlin Leader,7
2 Louse,7
2 Fungi Beasts,7
Mind Bloom Boss Battle,7
Small Slimes,7
Slavers,7
Spheric Guardian,7
2 Fungi Beasts,7
Slime Boss,7
Cultist,7
3 Cultists,7
Cultist,7
Small Slimes,7
Mind Bloom Boss Battle,7
Hexaghost,7
Gremlin Nob,7
Looter,6
Collector,6
Book of Stabbing,6
Giant Head,6
Shell Parasite,6
Looter,6
Reptomancer,6
Centurion and Healer,6
Slime Boss,6
Lagavulin,6
3 Sentries,6
Orb Walker,6
Masked Bandits,6
Exordium Thugs,6
Donu and Deca,6
Spheric Guardian,6
Gremlin Nob,6
Gremlin Leader,6
Spheric Guardian,6
3 Shapes,6
Exordium Wildlife,6
Shield and Spear,6
Slime Boss,6
Red Slaver,6
Transient,6
Gremlin Nob,6
Gremlin Leader,6
The Guardian,6
Gremlin Nob,6
Spheric Guardian,6
Sentry and Sphere,6
Champ,6
Gremlin Nob,6
3 Darklings,6
Chosen,6
3 Shapes,6
Snecko,6
3 Shapes,6
3 Shapes,6
2 Louse,6
Exordium Thugs,6
3 Cultists,6
Giant Head,6
Maw,6
Slime Boss,6
3 Sentries,6
Sphere and 2 Shapes,6
Book of Stabbing,6
Gremlin Leader,6
Shelled Parasite and Fungi,6
3 Darklings,6
Cultist,6
Red Slaver,6
Exordium Thugs,6
Giant Head,6
4 Shapes,6
Giant Head,6
Snake Plant,6
3 Shapes,6
Centurion and Healer,6
3 Byrds,6
3 Shapes,6
Jaw Worm,6
Cultist,6
Book of Stabbing,6
Cultist,6
Gremlin Nob,6
Exordium Thugs,6
Slime Boss,6
Transient,6
Exordium Thugs,6
Gremlin Leader,6
Slavers,6
3 Byrds,6
Sphere and 2 Shapes,6
Shelled Parasite and Fungi,6
3 Darklings,6
Shield and Spear,6
Jaw Worm,6
Spire Growth,6
Transient,6
Reptomancer,6
Nemesis,6
Spheric Guardian,6
Cultist,6
Gremlin Leader,6
2 Louse,5
Jaw Worm,5
Gremlin Nob,5
3 Cultists,5
Jaw Worm Horde,5
Snecko,5
Cultist and Chosen,5
2 Louse,5
3 Byrds,5
Slavers,5
Large Slime,5
Small Slimes,5
Shield and Spear,5
Donu and Deca,5
Giant Head,5
Gremlin Gang,5
2 Louse,5
3 Shapes,5
Lagavulin,5
Transient,5
Jaw Worm,5
2 Fungi Beasts,5
Donu and Deca,5
Blue Slaver,5
2 Fungi Beasts,5
Reptomancer,5
Nemesis,5
Small Slimes,5
Sentry and Sphere,5
Small Slimes,5
Spire Growth,5
Nemesis,5
Nemesis,5
Slavers,5
Giant Head,5
2 Fungi Beasts,5
Colosseum Nobs,5
Jaw Worm,4
Lagavulin,4
Centurion and Healer,4
3 Shapes,4
Small Slimes,4
Jaw Worm Horde,4
Slavers,4
Sphere and 2 Shapes,4
Jaw Worm,4
2 Louse,4
Small Slimes,4
Gremlin Leader,4
2 Louse,4
3 Darklings,4
Shield and Spear,4
Red Slaver,4
Jaw Worm,4
Cultist and Chosen,4
Shield and Spear,4
Small Slimes,4
Small Slimes,4
2 Thieves,4
Automaton,4
3 Darklings,4
3 Darklings,4
Maw,4
Jaw Worm,4
Spheric Guardian,4
Blue Slaver,4
Slime Boss,4
Spheric Guardian,4
Slime Boss,4
2 Thieves,4
Chosen and Byrds,4
2 Louse,4
Time Eater,4
2 Louse,4
Awakened One,4
Looter,4
Large Slime,4
Cultist,4
Exordium Wildlife,3
Gremlin Nob,3
Blue Slaver,3
2 Louse,3
Time Eater,3
Shield and Spear,3
Shield and Spear,3
Maw,3
Jaw Worm,3
Time Eater,3
3 Shapes,3
3 Darklings,3
Reptomancer,3
2 Louse,3
3 Louse,3
Orb Walker,3
Cultist and Chosen,3
Orb Walker,3
Looter,3
2 Louse,3
2 Louse,3
Donu and Deca,3
Cultist and Chosen,3
Gremlin Leader,3
Spheric Guardian,3
Large Slime,3
2 Louse,3
4 Shapes,3
Orb Walker,3
Nemesis,3
Shield and Spear,3
Maw,3
2 Louse,3
3 Darklings,3
Collector,3
Blue Slaver,3
Blue Slaver,3
Centurion and Healer,3
2 Louse,3
3 Darklings,3
Gremlin Leader,3
Giant Head,3
3 Darklings,3
Orb Walker,3
Looter,3
Reptomancer,3
Shield and Spear,3
Slavers,3
Transient,3
Reptomancer,3
Cultist,3
3 Byrds,3
Blue Slaver,2
Red Slaver,2
Writhing Mass,2
Large Slime,2
Jaw Worm,2
Exordium Wildlife,2
Cultist,2
Exordium Wildlife,2
Slime Boss,2
Mind Bloom Boss Battle,2
Jaw Worm,2
Sphere and 2 Shapes,2
Lagavulin,2
Gremlin Leader,2
Cultist,2
Slime Boss,2
Lagavulin,2
2 Louse,2
Jaw Worm Horde,2
Gremlin Leader,2
Cultist,2
Cultist,2
Shell Parasite,2
2 Louse,2
Book of Stabbing,2
Jaw Worm,2
Giant Head,2
2 Louse,2
3 Shapes,2
Cultist,2
Small Slimes,2
3 Darklings,2
Gremlin Leader,2
Looter,2
Shield and Spear,2
3 Cultists,2
Chosen,2
3 Cultists,2
Jaw Worm,2
Cultist,2
Jaw Worm,2
Transient,2
Red Slaver,2
2 Louse,2
Cultist,2
Small Slimes,2
Reptomancer,1
Spire Growth,1
Gremlin Nob,1
2 Fungi Beasts,1
Cultist,1
Giant Head,1
Small Slimes,1
Mind Bloom Boss Battle,1
Cultist,1
Chosen and Byrds,1
Large Slime,1
Cultist,1
Snecko,1
Spheric Guardian,1
3 Shapes,1
Cultist,1
4 Shapes,1
Spheric Guardian,1
Cultist,1
2 Louse,1
Small Slimes,1
3 Darklings,1
Cultist,1
Snecko,1
Cultist,1
2 Thieves,1
Chosen,1
3 Louse,1
Cultist,1
Cultist and Chosen,1
Cultist,1
2 Fungi Beasts,1
Sphere and 2 Shapes,1
2 Orb Walkers,1
Cultist,1
2 Louse,1
Blue Slaver,1
2 Louse,1
Giant Head,1
Cultist,1
Transient,0
Gremlin Leader,0
Small Slimes,0
Gremlin Gang,0
Lagavulin,0
Spheric Guardian,0
3 Shapes,0
Exordium Wildlife,0
Centurion and Healer,0
Snecko,0
Gremlin Gang,0
Slavers,0
Spheric Guardian,0
Spire Growth,0
2 Louse,0
Large Slime,0
Snake Plant,0
Snecko,0
Cultist,0
2 Louse,0
Orb Walker,0
3 Cultists,0
Centurion and Healer,0
Gremlin Gang,0
Slime Boss,0
Cultist,0
3 Cultists,0
Chosen and Byrds,0
3 Louse,0
Chosen,0
Writhing Mass,0
2 Louse,0
Lagavulin,0
Spire Growth,0
3 Darklings,0
3 Darklings,0
Cultist,0
3 Shapes,0
Looter,0
Snecko,0
Spheric Guardian,0
Cultist and Chosen,0
Centurion and Healer,0
Exordium Wildlife,0
Chosen and Byrds,0
Centurion and Healer,0
Gremlin Leader,0
Cultist,0
Nemesis,0
Spire Growth,0
Chosen,0
Gremlin Leader,0
Snecko,0
Giant Head,0
Giant Head,0
3 Darklings,0
3 Darklings,0
Mind Bloom Boss Battle,0
2 Orb Walkers,0
Snake Plant,0
Shell Parasite,0
Orb Walker,0
Spheric Guardian,0
Hexaghost,0
3 Darklings,0
4 Shapes,0
Gremlin Leader,0
Giant Head,0
3 Cultists,0
2 Fungi Beasts,0
Blue Slaver,0
Gremlin Nob,0
Chosen,0
Gremlin Leader,0
Cultist and Chosen,0
3 Shapes,0
Orb Walker,0
3 Louse,0
Slavers,0
Reptomancer,0
Awakened One,0
Orb Walker,0
Cultist,0
Centurion and Healer,0
3 Shapes,0
Orb Walker,0
Maw,0
Exordium Thugs,0
Writhing Mass,0
Reptomancer,0
Jaw Worm Horde,0
3 Darklings,0
Cultist and Chosen,0
3 Byrds,0
Cultist,0
The Heart,0
Lagavulin,0
Nemesis,0
Large Slime,0
Large Slime,0
2 Louse,0
Orb Walker,0
2 Fungi Beasts,0
2 Fungi Beasts,0
2 Louse,0
2 Louse,0
2 Fungi Beasts,0
Book of Stabbing,0
Looter,0
Centurion and Healer,0
Cultist,0
Giant Head,0
3 Sentries,0
Large Slime,0
Slime Boss,0
2 Louse,0
Spheric Guardian,0
Nemesis,0
3 Cultists,0
Chosen,0
Spheric Guardian,0
Chosen and Byrds,0
Colosseum Nobs,0
Mind Bloom Boss Battle,0
Colosseum Slavers,0
Large Slime,0
Looter,0
Cultist and Chosen,0
Gremlin Leader,0
Centurion and Healer,0
Chosen,0
Spheric Guardian,0
Shelled Parasite and Fungi,0
3 Darklings,0
2 Orb Walkers,0
2 Louse,0
3 Shapes,0
3 Byrds,0
Gremlin Leader,0
Maw,0
Snake Plant,0
Snecko,0
Sphere and 2 Shapes,0
Cultist,0
Maw,0
3 Darklings,0
Sphere and 2 Shapes,0
Cultist,0
Gremlin Nob,0
Gremlin Nob,0
2 Louse,0
Small Slimes,0
Spire Growth,0
Nemesis,0
Centurion and Healer,0
Jaw Worm Horde,0
3 Shapes,0
Mind Bloom Boss Battle,0
Orb Walker,0
Snecko,0
Slavers,0
3 Cultists,0
Small Slimes,0
