Enemy,Damage Taken
Shelled Parasite and Fungi,17.0
3 Sentries,17.0
The Guardian,17.0
Lagavulin,17.0
The Guardian,17.0
3 Sentries,17.0
Exordium Wildlife,17.0
Lagavulin,17.0
Book of Stabbing,17.0
2 Thieves,16.0
Slime Boss,16.0
3 Sentries,16.0
Gremlin Nob,16.0
Gremlin Nob,16.0
Snake Plant,16.0
The Heart,16.0
Orb Walker,16.0
Lagavulin,16.0
Slavers,16.0
Gremlin Nob,16.0
Gremlin Nob,16.0
Gremlin Nob,16.0
Small Slimes,16.0
3 Sentries,16.0
Lagavulin,16.0
Writhing Mass,16.0
Time Eater,16.0
Hexaghost,15.0
Hexaghost,15.0
3 Sentries,15.0
Lagavulin,15.0
3 Sentries,15.0
Lagavulin,15.0
The Heart,15.0
3 Sentries,15.0
3 Sentries,15.0
3 Sentries,15.0
Looter,15.0
Gremlin Gang,14.0
The Guardian,14.0
Time Eater,14.0
2 Thieves,14.0
4 Shapes,14.0
Champ,14.0
Gremlin Leader,14.0
The Guardian,14.0
Lagavulin,14.0
Time Eater,14.0
3 Sentries,14.0
Book of Stabbing,14.0
2 Thieves,14.0
The Guardian,14.0
3 Byrds,14.0
3 Sentries,13.0
Large Slime,13.0
Chosen,13.0
2 Thieves,13.0
3 Sentries,13.0
Sphere and 2 Shapes,13.0
4 Shapes,13.0
3 Shapes,13.0
3 Cultists,12.0
3 Sentries,12.0
The Heart,12.0
Slavers,12.0
2 Orb Walkers,12.0
2 Fungi Beasts,12.0
The Guardian,12.0
Hexaghost,12.0
4 Shapes,12.0
Writhing Mass,12.0
Masked Bandits,12.0
Gremlin Nob,12.0
Slavers,12.0
The Heart,12.0
4 Shapes,12.0
The Heart,12.0
3 Cultists,12.0
Jaw Worm,12.0
Slavers,12.0
Champ,12.0
Gremlin Nob,12.0
2 Thieves,12.0
Gremlin Nob,12.0
Gremlin Nob,12.0
Lagavulin,12.0
3 Sentries,12.0
Gremlin Nob,12.0
Jaw Worm,12.0
Shelled Parasite and Fungi,11.0
Small Slimes,11.0
2 Thieves,11.0
Snake Plant,11.0
Champ,11.0
3 Shapes,11.0
Jaw Worm Horde,11.0
Centurion and Healer,11.0
Sphere and 2 Shapes,11.0
Shield and Spear,11.0
Shell Parasite,11.0
Gremlin Nob,11.0
Lagavulin,11.0
Blue Slaver,11.0
Centurion and Healer,11.0
Spheric Guardian,11.0
Shell Parasite,11.0
The Heart,11.0
Time Eater,11.0
Centurion and Healer,11.0
3 Darklings,10.0
Book of Stabbing,10.0
3 Sentries,10.0
2 Thieves,10.0
Small Slimes,10.0
Cultist and Chosen,10.0
Book of Stabbing,10.0
The Heart,10.0
Exordium Wildlife,10.0
Gremlin Leader,10.0
Champ,10.0
Awakened One,10.0
Writhing Mass,10.0
Lagavulin,10.0
Nemesis,10.0
Small Slimes,10.0
Slavers,10.0
Nemesis,9.0
Orb Walker,9.0
2 Thieves,9.0
Lagavulin,9.0
Awakened One,9.0
3 Darklings,9.0
Giant Head,9.0
2 Thieves,9.0
Shelled Parasite and Fungi,9.0
Collector,9.0
Snake Plant,9.0
Shell Parasite,9.0
Shelled Parasite and Fungi,9.0
Shell Parasite,9.0
Reptomancer,9.0
2 Thieves,9.0
3 Sentries,9.0
Exordium Thugs,9.0
Gremlin Nob,9.0
Snecko,9.0
Sphere and 2 Shapes,9.0
Shield and Spear,8.0
Gremlin Leader,8.0
Shelled Parasite and Fungi,8.0
Collector,8.0
Automaton,8.0
3 Sentries,8.0
Snake Plant,8.0
Exordium Thugs,8.0
Blue Slaver,8.0
3 Byrds,8.0
Hexaghost,8.0
Red Slaver,8.0
The Heart,8.0
Exordium Thugs,8.0
2 Fungi Beasts,8.0
The Guardian,8.0
Time Eater,8.0
3 Byrds,8.0
Shell Parasite,8.0
Masked Bandits,8.0
Small Slimes,8.0
Blue Slaver,8.0
Champ,8.0
3 Sentries,8.0
Book of Stabbing,8.0
Centurion and Healer,8.0
3 Cultists,7.0
Lagavulin,7.0
Cultist,7.0
Slavers,7.0
3 Sentries,7.0
4 Shapes,7.0
Jaw Worm,7.0
Small Slimes,7.0
Small Slimes,7.0
Small Slimes,7.0
3 Byrds,7.0
Jaw Worm,7.0
Chosen,7.0
Jaw Worm,7.0
Looter,7.0
Book of Stabbing,7.0
Jaw Worm,7.0
3 Louse,7.0
Jaw Worm,7.0
Small Slimes,7.0
3 Byrds,6.0
3 Cultists,6.0
Gremlin Nob,6.0
Mind Bloom Boss Battle,6.0
Centurion and Healer,6.0
Cultist,6.0
2 Thieves,6.0
Shell Parasite,6.0
Reptomancer,6.0
3 Darklings,6.0
Shield and Spear,6.0
4 Shapes,6.0
Centurion and Healer,6.0
Hexaghost,6.0
2 Thieves,6.0
2 Thieves,6.0
The Heart,6.0
4 Shapes,6.0
2 Thieves,6.0
Looter,6.0
3 Shapes,6.0
Jaw Worm,6.0
Gremlin Nob,6.0
Reptomancer,6.0
The Heart,6.0
3 Darklings,6.0
Large Slime,6.0
3 Sentries,6.0
Looter,6.0
Lagavulin,6.0
Hexaghost,6.0
Exordium Thugs,6.0
Spheric Guardian,5.0
Blue Slaver,5.0
Exordium Wildlife,5.0
Gremlin Gang,5.0
Small Slimes,5.0
Shell Parasite,5.0
Reptomancer,5.0
Lagavulin,5.0
Slavers,5.0
The Guardian,5.0
Gremlin Leader,5.0
3 Sentries,5.0
Small Slimes,5.0
Orb Walker,5.0
Shell Parasite,5.0
Slavers,5.0
Blue Slaver,5.0
Blue Slaver,5.0
Sphere and 2 Shapes,4.0
3 Sentries,4.0
Cultist,4.0
Centurion and Healer,4.0
The Guardian,4.0
Lots of Slimes,4.0
Chosen and Byrds,4.0
2 Louse,4.0
Gremlin Leader,4.0
2 Louse,4.0
Gremlin Nob,4.0
Jaw Worm,4.0
Slavers,4.0
Exordium Wildlife,4.0
Looter,4.0
Shield and Spear,4.0
Awakened One,4.0
Jaw Worm,4.0
Lagavulin,4.0
Transient,4.0
4 Shapes,4.0
3 Darklings,4.0
Cultist and Chosen,4.0
2 Fungi Beasts,4.0
Sphere and 2 Shapes,4.0
Jaw Worm,4.0
Jaw Worm,4.0
2 Louse,4.0
Nemesis,4.0
3 Sentries,3.0
Snake Plant,3.0
Orb Walker,3.0
Slavers,3.0
Gremlin Leader,3.0
Looter,3.0
The Heart,3.0
3 Sentries,3.0
3 Sentries,3.0
Gremlin Nob,3.0
Lagavulin,3.0
Gremlin Nob,3.0
3 Louse,3.0
Slavers,3.0
2 Louse,3.0
Gremlin Nob,3.0
Exordium Thugs,3.0
Time Eater,3.0
Looter,3.0
Blue Slaver,3.0
Exordium Thugs,3.0
3 Shapes,3.0
3 Cultists,3.0
Looter,3.0
Centurion and Healer,3.0
Hexaghost,2.0
Gremlin Nob,2.0
Small Slimes,2.0
Cultist,2.0
Jaw Worm,2.0
Small Slimes,2.0
Orb Walker,2.0
Donu and Deca,2.0
Small Slimes,2.0
Jaw Worm,2.0
Lagavulin,2.0
Gremlin Nob,2.0
Jaw Worm,2.0
Nemesis,2.0
Donu and Deca,2.0
3 Louse,2.0
2 Fungi Beasts,2.0
Jaw Worm,2.0
3 Sentries,2.0
Orb Walker,2.0
The Heart,2.0
Jaw Worm,2.0
Mind Bloom Boss Battle,2.0
Small Slimes,2.0
Jaw Worm,2.0
Reptomancer,2.0
Jaw Worm,2.0
2 Thieves,2.0
The Heart,2.0
Exordium Wildlife,2.0
Gremlin Nob,2.0
3 Byrds,2.0
3 Byrds,2.0
Small Slimes,2.0
Snecko,2.0
Shelled Parasite and Fungi,2.0
3 Shapes,2.0
Donu and Deca,2.0
Jaw Worm,2.0
The Heart,2.0
3 Sentries,2.0
Gremlin Gang,2.0
Cultist,2.0
Shield and Spear,2.0
Book of Stabbing,2.0
3 Shapes,2.0
Sphere and 2 Shapes,2.0
Large Slime,2.0
3 Byrds,1.0
Snecko,1.0
Reptomancer,1.0
Large Slime,1.0
3 Cultists,1.0
Large Slime,1.0
Cultist,1.0
Shield and Spear,1.0
Gremlin Gang,1.0
3 Shapes,1.0
4 Shapes,1.0
Cultist,1.0
Shield and Spear,1.0
2 Thieves,1.0
Masked Bandits,1.0
Gremlin Leader,1.0
Masked Bandits,1.0
3 Shapes,1.0
2 Louse,1.0
Shell Parasite,1.0
Cultist,1.0
2 Louse,1.0
Slavers,1.0
Lagavulin,1.0
Jaw Worm Horde,1.0
Gremlin Nob,1.0
Snake Plant,1.0
3 Byrds,1.0
Slavers,1.0
Slime Boss,1.0
Masked Bandits,1.0
2 Thieves,1.0
Awakened One,1.0
3 Shapes,1.0
Collector,1.0
Snecko,1.0
Reptomancer,1.0
Chosen,1.0
Cultist,1.0
3 Sentries,0.0
Reptomancer,0.0
Mind Bloom Boss Battle,0.0
Jaw Worm,0.0
3 Shapes,0.0
Reptomancer,0.0
3 Darklings,0.0
Time Eater,0.0
Small Slimes,0.0
Reptomancer,0.0
Transient,0.0
Writhing Mass,0.0
Reptomancer,0.0
4 Shapes,0.0
Awakened One,0.0
3 Cultists,0.0
Shield and Spear,0.0
Cultist,0.0
2 Louse,0.0
Sphere and 2 Shapes,0.0
Nemesis,0.0
Donu and Deca,0.0
3 Shapes,0.0
Book of Stabbing,0.0
Spheric Guardian,0.0
Reptomancer,0.0
2 Fungi Beasts,0.0
3 Sentries,0.0
Gremlin Nob,0.0
2 Fungi Beasts,0.0
Large Slime,0.0
3 Sentries,0.0
Masked Bandits,0.0
2 Louse,0.0
Jaw Worm,0.0
Lagavulin,0.0
Spheric Guardian,0.0
Cultist,0.0
Cultist,0.0
Small Slimes,0.0
Centurion and Healer,0.0
Exordium Wildlife,0.0
Gremlin Nob,0.0
Gremlin Nob,0.0
Small Slimes,0.0
Slime Boss,0.0
Cultist,0.0
Gremlin Leader,0.0
3 Byrds,0.0
Collector,0.0
Orb Walker,0.0
Awakened One,0.0
Spire Growth,0.0
Giant Head,0.0
Sphere and 2 Shapes,0.0
Reptomancer,0.0
Gremlin Nob,0.0
Spire Growth,0.0
3 Shapes,0.0
2 Fungi Beasts,0.0
Lots of Slimes,0.0
Automaton,0.0
Writhing Mass,0.0
Cultist,0.0
Sentry and Sphere,0.0
Centurion and Healer,0.0
Nemesis,0.0
3 Darklings,0.0
2 Thieves,0.0
Sentry and Sphere,0.0
Gremlin Leader,0.0
Cultist,0.0
Cultist and Chosen,0.0
Blue Slaver,0.0
Jaw Worm,0.0
3 Darklings,0.0
Cultist and Chosen,0.0
Writhing Mass,0.0
Collector,0.0
Chosen and Byrds,0.0
Slavers,0.0
Automaton,0.0
3 Darklings,0.0
3 Shapes,0.0
3 Darklings,0.0
Giant Head,0.0
Jaw Worm Horde,0.0
Centurion and Healer,0.0
Sphere and 2 Shapes,0.0
Maw,0.0
2 Louse,0.0
Gremlin Nob,0.0
Jaw Worm Horde,0.0
Lagavulin,0.0
Writhing Mass,0.0
Orb Walker,0.0
Mind Bloom Boss Battle,0.0
Jaw Worm,0.0
Cultist,0.0
Awakened One,0.0
3 Sentries,0.0
Shield and Spear,0.0
Giant Head,0.0
Small Slimes,0.0
Reptomancer,0.0
Collector,0.0
Hexaghost,0.0
Mind Bloom Boss Battle,0.0
Maw,0.0
Centurion and Healer,0.0
3 Cultists,0.0
Transient,0.0
Snake Plant,0.0
3 Shapes,0.0
Orb Walker,0.0
Gremlin Leader,0.0
Centurion and Healer,0.0
Cultist and Chosen,0.0
Orb Walker,0.0
Shelled Parasite and Fungi,0.0
Collector,0.0
3 Shapes,0.0
4 Shapes,0.0
Maw,0.0
Spheric Guardian,0.0
Writhing Mass,0.0
Lots of Slimes,0.0
Gremlin Nob,0.0
Cultist,0.0
Maw,0.0
Snake Plant,0.0
Spire Growth,0.0
Lagavulin,0.0
Blue Slaver,0.0
Masked Bandits,0.0
Lagavulin,0.0
Sentry and Sphere,0.0
Large Slime,0.0
Jaw Worm Horde,0.0
Reptomancer,0.0
3 Darklings,0.0
Nemesis,0.0
2 Fungi Beasts,0.0
Small Slimes,0.0
Reptomancer,0.0
Cultist,0.0
Time Eater,0.0
Collector,0.0
3 Darklings,0.0
Orb Walker,0.0
3 Darklings,0.0
Cultist,0.0
Snecko,0.0
Shield and Spear,0.0
Time Eater,0.0
Awakened One,0.0
2 Louse,0.0
3 Sentries,0.0
Reptomancer,0.0
Spire Growth,0.0
Cultist,0.0
2 Louse,0.0
Cultist,0.0
Red Slaver,0.0
Looter,0.0
Large Slime,0.0
2 Louse,0.0
3 Shapes,0.0
Collector,0.0
Spheric Guardian,0.0
2 Louse,0.0
Slime Boss,0.0
Blue Slaver,0.0
Jaw Worm,0.0
Centurion and Healer,0.0
Gremlin Leader,0.0
Cultist and Chosen,0.0
Cultist,0.0
Small Slimes,0.0
2 Louse,0.0
Sentry and Sphere,0.0
Cultist and Chosen,0.0
Jaw Worm,0.0
2 Louse,0.0
Small Slimes,0.0
Small Slimes,0.0
Looter,0.0
Shield and Spear,0.0
Slime Boss,0.0
Gremlin Leader,0.0
3 Cultists,0.0
Collector,0.0
3 Shapes,0.0
3 Darklings,0.0
Spire Growth,0.0
Donu and Deca,0.0
Small Slimes,0.0
Maw,0.0
Nemesis,0.0
Giant Head,0.0
Transient,0.0
Writhing Mass,0.0
Lagavulin,0.0
Reptomancer,0.0
Time Eater,0.0
2 Louse,0.0
Cultist,0.0
Shield and Spear,0.0
Small Slimes,0.0
Donu and Deca,0.0
2 Louse,0.0
Cultist,0.0
Jaw Worm,0.0
Looter,0.0
Automaton,0.0
3 Darklings,0.0
Maw,0.0
Writhing Mass,0.0
Transient,0.0
Jaw Worm Horde,0.0
Sphere and 2 Shapes,0.0
3 Darklings,0.0
Giant Head,0.0
Donu and Deca,0.0
Time Eater,0.0
Shield and Spear,0.0
2 Louse,0.0
Looter,0.0
Slime Boss,0.0
Spheric Guardian,0.0
Centurion and Healer,0.0
Gremlin Leader,0.0
3 Darklings,0.0
Giant Head,0.0
Jaw Worm Horde,0.0
Reptomancer,0.0
Sphere and 2 Shapes,0.0
3 Darklings,0.0
Orb Walker,0.0
3 Cultists,0.0
2 Louse,0.0
Gremlin Leader,0.0
Shelled Parasite and Fungi,0.0
Collector,0.0
3 Shapes,0.0
Orb Walker,0.0
Transient,0.0
Reptomancer,0.0
Spire Growth,0.0
Writhing Mass,0.0
4 Shapes,0.0
Shield and Spear,0.0
Cultist,0.0
Large Slime,0.0
Looter,0.0
Gremlin Nob,0.0
2 Fungi Beasts,0.0
3 Sentries,0.0
Slime Boss,0.0
3 Byrds,0.0
Chosen,0.0
Gremlin Leader,0.0
Snecko,0.0
Slavers,0.0
Shelled Parasite and Fungi,0.0
Transient,0.0
Cultist,0.0
Giant Head,0.0
Cultist,0.0
Gremlin Gang,0.0
Exordium Thugs,0.0
Large Slime,0.0
Snecko,0.0
Cultist and Chosen,0.0
Book of Stabbing,0.0
Automaton,0.0
Orb Walker,0.0
Transient,0.0
Writhing Mass,0.0
Reptomancer,0.0
Shield and Spear,0.0
2 Louse,0.0
Jaw Worm,0.0
Small Slimes,0.0
3 Louse,0.0
3 Byrds,0.0
Slavers,0.0
Centurion and Healer,0.0
Cultist and Chosen,0.0
3 Darklings,0.0
3 Shapes,0.0
Sphere and 2 Shapes,0.0
2 Louse,0.0
Shield and Spear,0.0
Lagavulin,0.0
Donu and Deca,0.0
Jaw Worm,0.0
Gremlin Nob,0.0
3 Louse,0.0
Hexaghost,0.0
Spheric Guardian,0.0
2 Thieves,0.0
Centurion and Healer,0.0
Gremlin Leader,0.0
Slavers,0.0
Shelled Parasite and Fungi,0.0
Snecko,0.0
Book of Stabbing,0.0
Automaton,0.0
Orb Walker,0.0
3 Shapes,0.0
3 Darklings,0.0
Giant Head,0.0
Maw,0.0
4 Shapes,0.0
Reptomancer,0.0
Transient,0.0
3 Darklings,0.0
Awakened One,0.0
Book of Stabbing,0.0
Gremlin Leader,0.0
Slime Boss,0.0
2 Thieves,0.0
Book of Stabbing,0.0
Slavers,0.0
Cultist and Chosen,0.0
Sentry and Sphere,0.0
Book of Stabbing,0.0
Orb Walker,0.0
3 Darklings,0.0
Giant Head,0.0
Reptomancer,0.0
Transient,0.0
Sphere and 2 Shapes,0.0
Donu and Deca,0.0
Awakened One,0.0
Shield and Spear,0.0
Jaw Worm,0.0
2 Louse,0.0
Cultist,0.0
Slime Boss,0.0
Chosen,0.0
Snecko,0.0
Snake Plant,0.0
Book of Stabbing,0.0
Gremlin Leader,0.0
Gremlin Leader,0.0
Slime Boss,0.0
Blue Slaver,0.0
Blue Slaver,0.0
2 Fungi Beasts,0.0
3 Louse,0.0
Lagavulin,0.0
Slime Boss,0.0
3 Byrds,0.0
Snake Plant,0.0
Book of Stabbing,0.0
Snecko,0.0
Slavers,0.0
3 Darklings,0.0
3 Shapes,0.0
Maw,0.0
Reptomancer,0.0
Nemesis,0.0
Reptomancer,0.0
3 Darklings,0.0
Writhing Mass,0.0
Sphere and 2 Shapes,0.0
Shield and Spear,0.0
2 Louse,0.0
Gremlin Nob,0.0
Large Slime,0.0
Exordium Wildlife,0.0
3 Cultists,0.0
Collector,0.0
3 Shapes,0.0
Orb Walker,0.0
Sphere and 2 Shapes,0.0
Transient,0.0
4 Shapes,0.0
Donu and Deca,0.0
Awakened One,0.0
Shield and Spear,0.0
Cultist,0.0
Looter,0.0
Small Slimes,0.0
Cultist,0.0
Red Slaver,0.0
Exordium Thugs,0.0
Exordium Wildlife,0.0
Snecko,0.0
Snecko,0.0
Giant Head,0.0
Spire Growth,0.0
Reptomancer,0.0
Sphere and 2 Shapes,0.0
Awakened One,0.0
Shield and Spear,0.0
2 Louse,0.0
Cultist,0.0
Nemesis,0.0
Jaw Worm Horde,0.0
Orb Walker,0.0
2 Louse,0.0
Spire Growth,0.0
3 Darklings,0.0
Writhing Mass,0.0
Mind Bloom Boss Battle,0.0
Spire Growth,0.0
Time Eater,0.0
Awakened One,0.0
Shield and Spear,0.0
Cultist,0.0
Jaw Worm,0.0
Large Slime,0.0
Champ,0.0
Gremlin Gang,0.0
2 Fungi Beasts,0.0
Cultist,0.0
2 Louse,0.0
Large Slime,0.0
Blue Slaver,0.0
Chosen,0.0
Spheric Guardian,0.0
Gremlin Leader,0.0
Snecko,0.0
Reptomancer,0.0
Writhing Mass,0.0
Jaw Worm,0.0
2 Louse,0.0
Blue Slaver,0.0
Lagavulin,0.0
Gremlin Gang,0.0
Large Slime,0.0
2 Fungi Beasts,0.0
Chosen,0.0
Shell Parasite,0.0
Gremlin Leader,0.0
Slavers,0.0
Centurion and Healer,0.0
Gremlin Leader,0.0
Collector,0.0
3 Darklings,0.0
2 Orb Walkers,0.0
Reptomancer,0.0
Nemesis,0.0
Orb Walker,0.0
4 Shapes,0.0
Giant Head,0.0
Time Eater,0.0
Awakened One,0.0
3 Louse,0.0
Lots of Slimes,0.0
Cultist,0.0
Spire Growth,0.0
Lagavulin,0.0
Transient,0.0
Spire Growth,0.0
Giant Head,0.0
Sphere and 2 Shapes,0.0
Reptomancer,0.0
4 Shapes,0.0
Reptomancer,0.0
Awakened One,0.0
Shield and Spear,0.0
Jaw Worm,0.0
2 Louse,0.0
Lagavulin,0.0
3 Sentries,0.0
Cultist,0.0
2 Louse,0.0
3 Louse,0.0
The Guardian,0.0
Snecko,0.0
Cultist and Chosen,0.0
3 Cultists,0.0
Shelled Parasite and Fungi,0.0
Centurion and Healer,0.0
3 Cultists,0.0
Automaton,0.0
Gremlin Nob,0.0
Book of Stabbing,0.0
Nemesis,0.0
Spire Growth,0.0
Small Slimes,0.0
2 Fungi Beasts,0.0
Lagavulin,0.0
Exordium Thugs,0.0
Lots of Slimes,0.0
3 Byrds,0.0
Shell Parasite,0.0
Snake Plant,0.0
Book of Stabbing,0.0
Centurion and Healer,0.0
Snake Plant,0.0
Gremlin Leader,0.0
Centurion and Healer,0.0
Orb Walker,0.0
Spire Growth,0.0
Giant Head,0.0
3 Darklings,0.0
Reptomancer,0.0
Donu and Deca,0.0
Awakened One,0.0
Shield and Spear,0.0
2 Louse,0.0
Cultist,0.0
Giant Head,0.0
Jaw Worm Horde,0.0
Cultist and Chosen,0.0
3 Darklings,0.0
Snecko,0.0
Spire Growth,0.0
Nemesis,0.0
Transient,0.0
Sphere and 2 Shapes,0.0
Giant Head,0.0
Spire Growth,0.0
Donu and Deca,0.0
Shield and Spear,0.0
2 Louse,0.0
Lagavulin,0.0
Blue Slaver,0.0
Cultist,0.0
Jaw Worm,0.0
2 Louse,0.0
Cultist,0.0
Lagavulin,0.0
Slime Boss,0.0
Spheric Guardian,0.0
Book of Stabbing,0.0
Snake Plant,0.0
Automaton,0.0
Orb Walker,0.0
Orb Walker,0.0
Snake Plant,0.0
Chosen and Byrds,0.0
Giant Head,0.0
Reptomancer,0.0
Donu and Deca,0.0
Cultist,0.0
Lagavulin,0.0
2 Louse,0.0
Exordium Thugs,0.0
3 Louse,0.0
Slime Boss,0.0
3 Byrds,0.0
Chosen,0.0
Automaton,0.0
Mind Bloom Boss Battle,0.0
Orb Walker,0.0
Reptomancer,0.0
Transient,0.0
Giant Head,0.0
Writhing Mass,0.0
4 Shapes,0.0
Donu and Deca,0.0
Awakened One,0.0
Shield and Spear,0.0
Jaw Worm,0.0
Gremlin Nob,0.0
Jaw Worm Horde,0.0
3 Darklings,0.0
Centurion and Healer,0.0
Orb Walker,0.0
2 Orb Walkers,0.0
Awakened One,0.0
Small Slimes,0.0
2 Louse,0.0
Spheric Guardian,0.0
Centurion and Healer,0.0
Gremlin Leader,0.0
Snake Plant,0.0
Gremlin Leader,0.0
3 Darklings,0.0
Spire Growth,0.0
Nemesis,0.0
Time Eater,0.0
Small Slimes,0.0
Jaw Worm,0.0
Gremlin Nob,0.0
Spheric Guardian,0.0
Shell Parasite,0.0
Snecko,0.0
Shelled Parasite and Fungi,0.0
Centurion and Healer,0.0
Snake Plant,0.0
Collector,0.0
2 Louse,0.0
Cultist,0.0
Chosen,0.0
Spheric Guardian,0.0
Cultist,0.0
3 Sentries,0.0
Slime Boss,0.0
Slavers,0.0
Gremlin Leader,0.0
3 Cultists,0.0
Slavers,0.0
Book of Stabbing,0.0
Collector,0.0
3 Shapes,0.0
3 Darklings,0.0
Maw,0.0
Spire Growth,0.0
Nemesis,0.0
Sphere and 2 Shapes,0.0
Reptomancer,0.0
3 Darklings,0.0
Awakened One,0.0
Small Slimes,0.0
Jaw Worm,0.0
2 Louse,0.0
Slime Boss,0.0
Chosen,0.0
Jaw Worm,0.0
The Heart,0.0
Shield and Spear,0.0
Chosen,0.0
Book of Stabbing,0.0
Snecko,0.0
Orb Walker,0.0
Mind Bloom Boss Battle,0.0
Small Slimes,0.0
Cultist,0.0
Blue Slaver,0.0
Looter,0.0
Gremlin Leader,0.0
Slavers,0.0
Book of Stabbing,0.0
Awakened One,0.0
Snake Plant,0.0
Automaton,0.0
Orb Walker,0.0
3 Darklings,0.0
Maw,0.0
Writhing Mass,0.0
Sphere and 2 Shapes,0.0
Jaw Worm Horde,0.0
Nemesis,0.0
Spire Growth,0.0
3 Darklings,0.0
