Enemy,Damage Taken
Exordium Thugs,17.0
Snecko,17.0
The Heart,17.0
Gremlin Leader,17.0
3 Sentries,17.0
3 Sentries,17.0
Snecko,17.0
Slavers,17.0
Slavers,17.0
Snake Plant,17.0
3 Sentries,17.0
Shelled Parasite and Fungi,17.0
Lagavulin,17.0
Reptomancer,17.0
Snecko,17.0
Exordium Thugs,17.0
Slavers,17.0
Slavers,16.0
Snecko,16.0
Exordium Wildlife,16.0
Slime Boss,16.0
Hexaghost,16.0
3 Sentries,16.0
Chosen and Byrds,16.0
Gremlin Nob,16.0
Hexaghost,16.0
Large Slime,16.0
Small Slimes,16.0
3 Sentries,15.0
3 Sentries,15.0
Small Slimes,15.0
Gremlin Leader,15.0
Lagavulin,15.0
Time Eater,15.0
Shell Parasite,15.0
Book of Stabbing,15.0
Slavers,15.0
Awakened One,15.0
3 Darklings,15.0
Lagavulin,15.0
Lagavulin,15.0
Small Slimes,15.0
Slime Boss,14.0
3 Shapes,14.0
Red Slaver,14.0
2 Thieves,14.0
3 Darklings,14.0
Slavers,14.0
The Mushroom Lair,14.0
Nemesis,14.0
Lagavulin,14.0
Gremlin Leader,14.0
3 Cultists,14.0
Book of Stabbing,14.0
Gremlin Nob,14.0
3 Cultists,14.0
Exordium Thugs,14.0
Book of Stabbing,14.0
Small Slimes,14.0
Time Eater,14.0
Spheric Guardian,13.0
2 Thieves,13.0
Hexaghost,13.0
The Guardian,13.0
Colosseum Nobs,13.0
Chosen and Byrds,13.0
The Heart,13.0
2 Orb Walkers,13.0
Chosen,13.0
3 Sentries,13.0
Book of Stabbing,13.0
Centurion and Healer,13.0
Lagavulin,13.0
Exordium Wildlife,13.0
Shell Parasite,13.0
Jaw Worm Horde,13.0
Sphere and 2 Shapes,13.0
Exordium Thugs,13.0
Chosen and Byrds,13.0
2 Thieves,13.0
Shell Parasite,13.0
Gremlin Leader,13.0
Giant Head,13.0
Snecko,12.0
Lagavulin,12.0
Shelled Parasite and Fungi,12.0
Shelled Parasite and Fungi,12.0
3 Shapes,12.0
Gremlin Nob,12.0
Snecko,12.0
Cultist and Chosen,12.0
Shell Parasite,12.0
Book of Stabbing,12.0
Slime Boss,12.0
3 Sentries,12.0
Exordium Wildlife,12.0
Gremlin Nob,12.0
Chosen and Byrds,12.0
Jaw Worm,12.0
Centurion and Healer,12.0
Jaw Worm Horde,12.0
3 Byrds,12.0
Mind Bloom Boss Battle,12.0
3 Sentries,12.0
Lagavulin,12.0
Snake Plant,12.0
Snecko,12.0
Sphere and 2 Shapes,12.0
Nemesis,12.0
Exordium Wildlife,11.0
Looter,11.0
Snecko,11.0
Lagavulin,11.0
Gremlin Nob,11.0
3 Darklings,11.0
Looter,11.0
Jaw Worm Horde,11.0
Hexaghost,11.0
Book of Stabbing,11.0
Hexaghost,11.0
Gremlin Nob,11.0
Giant Head,11.0
Cultist,11.0
Champ,11.0
Slavers,11.0
Exordium Wildlife,11.0
Book of Stabbing,11.0
3 Sentries,11.0
Shell Parasite,11.0
Hexaghost,11.0
Awakened One,11.0
Reptomancer,11.0
2 Louse,11.0
Spheric Guardian,11.0
Writhing Mass,11.0
Gremlin Nob,11.0
Large Slime,11.0
Red Slaver,11.0
3 Sentries,10.0
Lagavulin,10.0
Lagavulin,10.0
Exordium Wildlife,10.0
Gremlin Gang,10.0
Lagavulin,10.0
3 Darklings,10.0
3 Louse,10.0
3 Sentries,10.0
Slavers,10.0
2 Thieves,10.0
3 Sentries,10.0
Shield and Spear,10.0
2 Louse,10.0
4 Shapes,10.0
Exordium Wildlife,10.0
Colosseum Slavers,10.0
Large Slime,10.0
Donu and Deca,10.0
Gremlin Gang,10.0
Reptomancer,10.0
Small Slimes,10.0
Small Slimes,10.0
3 Darklings,10.0
3 Louse,10.0
2 Fungi Beasts,10.0
Slavers,9.0
Slime Boss,9.0
Blue Slaver,9.0
Centurion and Healer,9.0
3 Louse,9.0
Shell Parasite,9.0
Collector,9.0
Centurion and Healer,9.0
2 Louse,9.0
Blue Slaver,9.0
Looter,9.0
Small Slimes,9.0
Large Slime,9.0
Donu and Deca,9.0
Mind Bloom Boss Battle,9.0
2 Thieves,9.0
2 Louse,9.0
Slavers,9.0
Orb Walker,9.0
3 Louse,9.0
Jaw Worm,9.0
Jaw Worm,9.0
Exordium Wildlife,9.0
Jaw Worm,9.0
Jaw Worm,9.0
Lagavulin,9.0
Blue Slaver,9.0
3 Darklings,9.0
3 Byrds,9.0
Lagavulin,9.0
Shell Parasite,9.0
Jaw Worm,9.0
Centurion and Healer,9.0
Shell Parasite,8.0
Large Slime,8.0
Gremlin Nob,8.0
Reptomancer,8.0
Masked Bandits,8.0
Centurion and Healer,8.0
Gremlin Leader,8.0
Donu and Deca,8.0
Large Slime,8.0
Gremlin Nob,8.0
Snecko,8.0
Donu and Deca,8.0
3 Sentries,8.0
Jaw Worm,8.0
Cultist and Chosen,8.0
3 Byrds,8.0
Giant Head,8.0
Orb Walker,8.0
Shield and Spear,8.0
Gremlin Nob,8.0
Hexaghost,8.0
Large Slime,8.0
Small Slimes,8.0
Exordium Thugs,8.0
Sentry and Sphere,8.0
Cultist and Chosen,8.0
Red Slaver,8.0
Small Slimes,8.0
3 Darklings,8.0
Gremlin Nob,8.0
Lagavulin,8.0
Sphere and 2 Shapes,8.0
Book of Stabbing,8.0
2 Thieves,8.0
The Guardian,8.0
Hexaghost,8.0
Lagavulin,8.0
Nemesis,8.0
3 Byrds,8.0
Small Slimes,7.0
Looter,7.0
Gremlin Nob,7.0
Book of Stabbing,7.0
2 Fungi Beasts,7.0
2 Fungi Beasts,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Nemesis,7.0
Gremlin Leader,7.0
Small Slimes,7.0
Small Slimes,7.0
Jaw Worm,7.0
Small Slimes,7.0
2 Louse,7.0
Exordium Thugs,7.0
The Mushroom Lair,7.0
Centurion and Healer,7.0
Shelled Parasite and Fungi,7.0
Transient,7.0
Small Slimes,7.0
Spheric Guardian,7.0
Donu and Deca,7.0
Centurion and Healer,7.0
Snake Plant,7.0
Writhing Mass,7.0
Snake Plant,7.0
Shell Parasite,7.0
Shelled Parasite and Fungi,7.0
Shield and Spear,6.0
Small Slimes,6.0
Giant Head,6.0
Snake Plant,6.0
Red Slaver,6.0
Gremlin Nob,6.0
Lagavulin,6.0
Looter,6.0
Jaw Worm,6.0
Orb Walker,6.0
Shield and Spear,6.0
Snake Plant,6.0
Orb Walker,6.0
The Guardian,6.0
2 Thieves,6.0
Exordium Wildlife,6.0
3 Cultists,6.0
Reptomancer,6.0
Shell Parasite,6.0
3 Darklings,6.0
Slavers,6.0
Lots of Slimes,6.0
2 Fungi Beasts,6.0
Exordium Wildlife,6.0
3 Sentries,6.0
2 Louse,6.0
Time Eater,6.0
Centurion and Healer,6.0
Blue Slaver,5.0
2 Fungi Beasts,5.0
Spheric Guardian,5.0
Lagavulin,5.0
Shield and Spear,5.0
Small Slimes,5.0
Cultist and Chosen,5.0
Lagavulin,5.0
Slavers,5.0
Blue Slaver,5.0
Jaw Worm,5.0
Book of Stabbing,5.0
2 Fungi Beasts,5.0
Cultist and Chosen,5.0
2 Fungi Beasts,5.0
Snake Plant,5.0
Snake Plant,5.0
3 Sentries,5.0
3 Sentries,5.0
Looter,5.0
3 Cultists,5.0
Shield and Spear,5.0
Snake Plant,5.0
Lagavulin,5.0
Jaw Worm,5.0
Nemesis,5.0
Small Slimes,5.0
Orb Walker,4.0
Jaw Worm,4.0
2 Louse,4.0
Large Slime,4.0
2 Louse,4.0
3 Shapes,4.0
Gremlin Nob,4.0
Chosen,4.0
Gremlin Nob,4.0
Small Slimes,4.0
Jaw Worm,4.0
Small Slimes,4.0
2 Louse,4.0
2 Thieves,4.0
Small Slimes,4.0
Jaw Worm,4.0
Gremlin Nob,4.0
Automaton,4.0
3 Louse,4.0
2 Fungi Beasts,4.0
Small Slimes,4.0
Chosen,4.0
Hexaghost,4.0
Large Slime,4.0
Cultist,4.0
Spheric Guardian,4.0
Slavers,4.0
Spheric Guardian,4.0
Shell Parasite,4.0
Looter,4.0
Awakened One,4.0
Exordium Wildlife,4.0
Looter,4.0
Gremlin Leader,4.0
Small Slimes,4.0
Writhing Mass,4.0
Jaw Worm,4.0
Gremlin Nob,4.0
Snecko,4.0
3 Darklings,3.0
Hexaghost,3.0
Collector,3.0
Jaw Worm Horde,3.0
The Guardian,3.0
Donu and Deca,3.0
Slavers,3.0
Writhing Mass,3.0
Cultist and Chosen,3.0
3 Shapes,3.0
Sentry and Sphere,3.0
Exordium Wildlife,3.0
Awakened One,3.0
3 Shapes,3.0
Maw,3.0
2 Louse,3.0
Snecko,3.0
Automaton,3.0
Gremlin Nob,3.0
Maw,3.0
Nemesis,3.0
Jaw Worm,3.0
3 Byrds,3.0
The Guardian,3.0
3 Sentries,3.0
Blue Slaver,3.0
Shell Parasite,3.0
Writhing Mass,3.0
Small Slimes,3.0
3 Louse,3.0
Gremlin Nob,3.0
3 Byrds,3.0
2 Louse,3.0
Gremlin Nob,3.0
Sentry and Sphere,3.0
Shell Parasite,3.0
Spheric Guardian,3.0
Blue Slaver,3.0
Collector,3.0
Gremlin Leader,2.0
Chosen and Byrds,2.0
Nemesis,2.0
Cultist,2.0
3 Louse,2.0
Small Slimes,2.0
Sphere and 2 Shapes,2.0
2 Louse,2.0
Awakened One,2.0
Sentry and Sphere,2.0
Jaw Worm,2.0
Looter,2.0
Jaw Worm,2.0
Jaw Worm,2.0
Giant Head,2.0
Centurion and Healer,2.0
Jaw Worm,2.0
Jaw Worm,2.0
Chosen and Byrds,2.0
Cultist,2.0
Hexaghost,2.0
Shell Parasite,2.0
Donu and Deca,2.0
Centurion and Healer,2.0
Jaw Worm,2.0
Time Eater,2.0
Jaw Worm,2.0
Snake Plant,2.0
Nemesis,2.0
Centurion and Healer,2.0
Looter,2.0
3 Sentries,2.0
Jaw Worm,2.0
Awakened One,2.0
2 Louse,2.0
Jaw Worm Horde,2.0
The Heart,2.0
Jaw Worm,2.0
Time Eater,1.0
Gremlin Nob,1.0
Gremlin Nob,1.0
Snake Plant,1.0
Blue Slaver,1.0
Chosen,1.0
2 Louse,1.0
2 Louse,1.0
3 Byrds,1.0
Reptomancer,1.0
3 Louse,1.0
Looter,1.0
Small Slimes,1.0
Cultist,1.0
3 Darklings,1.0
Cultist,1.0
Jaw Worm,1.0
Lots of Slimes,1.0
Shell Parasite,1.0
2 Louse,1.0
Jaw Worm,1.0
Looter,1.0
2 Louse,1.0
Small Slimes,1.0
Collector,1.0
Small Slimes,1.0
3 Darklings,1.0
Cultist,1.0
Cultist,1.0
Maw,1.0
Shell Parasite,1.0
The Guardian,1.0
Nemesis,1.0
Cultist,1.0
Awakened One,1.0
Shield and Spear,1.0
Snecko,1.0
3 Cultists,1.0
3 Cultists,1.0
Donu and Deca,1.0
Book of Stabbing,1.0
Gremlin Nob,1.0
Donu and Deca,1.0
4 Shapes,1.0
2 Fungi Beasts,1.0
Nemesis,1.0
Transient,1.0
2 Louse,1.0
2 Thieves,1.0
Cultist,1.0
Small Slimes,1.0
Reptomancer,1.0
2 Louse,1.0
Mind Bloom Boss Battle,1.0
2 Thieves,1.0
Nemesis,1.0
3 Shapes,1.0
Cultist,1.0
Centurion and Healer,1.0
2 Louse,1.0
Cultist,1.0
Cultist and Chosen,1.0
Red Slaver,1.0
Transient,1.0
Spire Growth,1.0
2 Louse,0.0
2 Fungi Beasts,0.0
3 Shapes,0.0
Nemesis,0.0
3 Shapes,0.0
3 Shapes,0.0
Collector,0.0
3 Darklings,0.0
3 Darklings,0.0
Lagavulin,0.0
Large Slime,0.0
Gremlin Leader,0.0
Gremlin Leader,0.0
2 Louse,0.0
Chosen,0.0
Cultist and Chosen,0.0
Small Slimes,0.0
Masked Bandits,0.0
Snecko,0.0
Nemesis,0.0
Spire Growth,0.0
The Mushroom Lair,0.0
Cultist,0.0
Automaton,0.0
3 Byrds,0.0
Writhing Mass,0.0
2 Fungi Beasts,0.0
Hexaghost,0.0
Snake Plant,0.0
Small Slimes,0.0
The Guardian,0.0
Centurion and Healer,0.0
2 Louse,0.0
Time Eater,0.0
3 Shapes,0.0
Time Eater,0.0
3 Shapes,0.0
Large Slime,0.0
2 Fungi Beasts,0.0
2 Louse,0.0
Shield and Spear,0.0
3 Darklings,0.0
3 Shapes,0.0
Transient,0.0
Nemesis,0.0
Giant Head,0.0
Reptomancer,0.0
2 Louse,0.0
Spire Growth,0.0
Writhing Mass,0.0
Looter,0.0
Orb Walker,0.0
3 Darklings,0.0
Lagavulin,0.0
Collector,0.0
Small Slimes,0.0
Cultist,0.0
Book of Stabbing,0.0
Snecko,0.0
Large Slime,0.0
Gremlin Leader,0.0
Chosen,0.0
Nemesis,0.0
3 Darklings,0.0
Spire Growth,0.0
3 Louse,0.0
Nemesis,0.0
Looter,0.0
Centurion and Healer,0.0
Spire Growth,0.0
Gremlin Nob,0.0
Exordium Wildlife,0.0
Maw,0.0
Shield and Spear,0.0
Spheric Guardian,0.0
Slavers,0.0
Gremlin Leader,0.0
Slavers,0.0
3 Shapes,0.0
Orb Walker,0.0
Sphere and 2 Shapes,0.0
Snecko,0.0
4 Shapes,0.0
Reptomancer,0.0
Reptomancer,0.0
Orb Walker,0.0
Nemesis,0.0
Giant Head,0.0
Reptomancer,0.0
Reptomancer,0.0
3 Darklings,0.0
4 Shapes,0.0
Transient,0.0
Reptomancer,0.0
Donu and Deca,0.0
Maw,0.0
Small Slimes,0.0
Small Slimes,0.0
Spire Growth,0.0
Slavers,0.0
Cultist,0.0
2 Louse,0.0
Gremlin Gang,0.0
Lagavulin,0.0
2 Thieves,0.0
Centurion and Healer,0.0
3 Cultists,0.0
Gremlin Leader,0.0
Gremlin Nob,0.0
Snake Plant,0.0
Slavers,0.0
Collector,0.0
3 Darklings,0.0
Orb Walker,0.0
Sphere and 2 Shapes,0.0
Reptomancer,0.0
3 Shapes,0.0
Gremlin Leader,0.0
Slime Boss,0.0
Looter,0.0
Lagavulin,0.0
Gremlin Leader,0.0
Gremlin Leader,0.0
Orb Walker,0.0
4 Shapes,0.0
Reptomancer,0.0
Giant Head,0.0
Shield and Spear,0.0
2 Louse,0.0
Jaw Worm,0.0
2 Fungi Beasts,0.0
Chosen,0.0
2 Thieves,0.0
Jaw Worm,0.0
Red Slaver,0.0
Writhing Mass,0.0
Maw,0.0
2 Louse,0.0
Shield and Spear,0.0
Jaw Worm,0.0
3 Sentries,0.0
Small Slimes,0.0
3 Sentries,0.0
3 Louse,0.0
Slavers,0.0
Centurion and Healer,0.0
Automaton,0.0
3 Darklings,0.0
Orb Walker,0.0
Mind Bloom Boss Battle,0.0
Maw,0.0
Nemesis,0.0
3 Darklings,0.0
Giant Head,0.0
2 Louse,0.0
Maw,0.0
Large Slime,0.0
3 Darklings,0.0
Small Slimes,0.0
Jaw Worm,0.0
Exordium Wildlife,0.0
Gremlin Gang,0.0
Chosen,0.0
Snake Plant,0.0
Snecko,0.0
Giant Head,0.0
Reptomancer,0.0
2 Louse,0.0
Red Slaver,0.0
2 Thieves,0.0
Chosen,0.0
Snecko,0.0
3 Shapes,0.0
Looter,0.0
2 Louse,0.0
Donu and Deca,0.0
Book of Stabbing,0.0
Donu and Deca,0.0
Shield and Spear,0.0
The Heart,0.0
Gremlin Nob,0.0
Chosen,0.0
Centurion and Healer,0.0
Slavers,0.0
Snake Plant,0.0
Spheric Guardian,0.0
Orb Walker,0.0
2 Orb Walkers,0.0
3 Shapes,0.0
Mind Bloom Boss Battle,0.0
Reptomancer,0.0
Giant Head,0.0
Sphere and 2 Shapes,0.0
Awakened One,0.0
4 Shapes,0.0
Giant Head,0.0
Maw,0.0
Cultist,0.0
Small Slimes,0.0
Cultist,0.0
Small Slimes,0.0
Cultist,0.0
Masked Bandits,0.0
Book of Stabbing,0.0
Snake Plant,0.0
Cultist and Chosen,0.0
Snecko,0.0
Collector,0.0
Orb Walker,0.0
3 Darklings,0.0
Spire Growth,0.0
Reptomancer,0.0
Nemesis,0.0
Awakened One,0.0
Small Slimes,0.0
Lots of Slimes,0.0
Gremlin Leader,0.0
Snake Plant,0.0
Slavers,0.0
Champ,0.0
Mind Bloom Boss Battle,0.0
3 Shapes,0.0
Giant Head,0.0
2 Louse,0.0
3 Louse,0.0
3 Sentries,0.0
Spheric Guardian,0.0
Jaw Worm,0.0
2 Louse,0.0
Small Slimes,0.0
Blue Slaver,0.0
Spheric Guardian,0.0
2 Fungi Beasts,0.0
Blue Slaver,0.0
Cultist,0.0
Spheric Guardian,0.0
Centurion and Healer,0.0
Gremlin Leader,0.0
Champ,0.0
4 Shapes,0.0
Spire Growth,0.0
Gremlin Leader,0.0
Sentry and Sphere,0.0
Automaton,0.0
Mind Bloom Boss Battle,0.0
Orb Walker,0.0
Sphere and 2 Shapes,0.0
Maw,0.0
Small Slimes,0.0
Lagavulin,0.0
Awakened One,0.0
Shield and Spear,0.0
Reptomancer,0.0
Spheric Guardian,0.0
Awakened One,0.0
Donu and Deca,0.0
Small Slimes,0.0
Cultist,0.0
Gremlin Gang,0.0
Large Slime,0.0
2 Fungi Beasts,0.0
Spire Growth,0.0
Orb Walker,0.0
4 Shapes,0.0
Cultist,0.0
Gremlin Gang,0.0
Slime Boss,0.0
Lagavulin,0.0
2 Fungi Beasts,0.0
Chosen,0.0
Reptomancer,0.0
Giant Head,0.0
Spire Growth,0.0
3 Shapes,0.0
Jaw Worm Horde,0.0
Giant Head,0.0
Spire Growth,0.0
Giant Head,0.0
3 Cultists,0.0
Orb Walker,0.0
Giant Head,0.0
2 Louse,0.0
2 Fungi Beasts,0.0
Cultist,0.0
Spheric Guardian,0.0
Chosen and Byrds,0.0
Book of Stabbing,0.0
3 Cultists,0.0
Automaton,0.0
Snake Plant,0.0
Snecko,0.0
Champ,0.0
Small Slimes,0.0
Cultist,0.0
Looter,0.0
Lots of Slimes,0.0
Chosen,0.0
Spheric Guardian,0.0
Gremlin Leader,0.0
Centurion and Healer,0.0
Snecko,0.0
Snake Plant,0.0
Automaton,0.0
Orb Walker,0.0
3 Darklings,0.0
Writhing Mass,0.0
Giant Head,0.0
Mind Bloom Boss Battle,0.0
Gremlin Nob,0.0
Jaw Worm,0.0
3 Darklings,0.0
Spire Growth,0.0
3 Shapes,0.0
Spire Growth,0.0
Reptomancer,0.0
Nemesis,0.0
Reptomancer,0.0
Jaw Worm Horde,0.0
Donu and Deca,0.0
Awakened One,0.0
Shield and Spear,0.0
Exordium Wildlife,0.0
Gremlin Nob,0.0
3 Cultists,0.0
Orb Walker,0.0
Maw,0.0
Giant Head,0.0
3 Shapes,0.0
Automaton,0.0
Writhing Mass,0.0
Cultist,0.0
Cultist,0.0
2 Louse,0.0
Exordium Thugs,0.0
2 Fungi Beasts,0.0
Looter,0.0
Lagavulin,0.0
Jaw Worm,0.0
2 Louse,0.0
3 Cultists,0.0
Exordium Wildlife,0.0
Lots of Slimes,0.0
Exordium Thugs,0.0
Chosen,0.0
3 Cultists,0.0
Orb Walker,0.0
Mind Bloom Boss Battle,0.0
Small Slimes,0.0
3 Cultists,0.0
Chosen,0.0
Exordium Wildlife,0.0
Transient,0.0
Cultist,0.0
Gremlin Gang,0.0
Slime Boss,0.0
Shell Parasite,0.0
Gremlin Leader,0.0
Centurion and Healer,0.0
Orb Walker,0.0
Sphere and 2 Shapes,0.0
Nemesis,0.0
Jaw Worm Horde,0.0
3 Darklings,0.0
2 Louse,0.0
Cultist,0.0
3 Louse,0.0
3 Darklings,0.0
Sphere and 2 Shapes,0.0
Writhing Mass,0.0
Snecko,0.0
3 Darklings,0.0
Orb Walker,0.0
2 Louse,0.0
2 Orb Walkers,0.0
Nemesis,0.0
3 Darklings,0.0
Giant Head,0.0
Nemesis,0.0
Donu and Deca,0.0
Awakened One,0.0
Shield and Spear,0.0
Cultist,0.0
3 Louse,0.0
Gremlin Nob,0.0
Spheric Guardian,0.0
Champ,0.0
Book of Stabbing,0.0
Nemesis,0.0
Snake Plant,0.0
Transient,0.0
Giant Head,0.0
Awakened One,0.0
Donu and Deca,0.0
Shield and Spear,0.0
Small Slimes,0.0
Jaw Worm,0.0
Exordium Wildlife,0.0
3 Sentries,0.0
Looter,0.0
The Guardian,0.0
Chosen,0.0
Centurion and Healer,0.0
Masked Bandits,0.0
Gremlin Leader,0.0
Sphere and 2 Shapes,0.0
