Enemy,Damage Taken
3 Sentries,25.0
Lagavulin,25.0
Lagavulin,25.0
3 Sentries,25.0
Lagavulin,25.0
Shell Parasite,25.0
3 Cultists,25.0
Spire Growth,25.0
Reptomancer,25.0
Lagavulin,25.0
3 Sentries,25.0
Shield and Spear,25.0
Lagavulin,25.0
Reptomancer,25.0
Lagavulin,25.0
Centurion and Healer,25.0
Jaw Worm Horde,25.0
Awakened One,24.0
3 Darklings,24.0
Maw,24.0
2 Orb Walkers,24.0
Gremlin Leader,24.0
Exordium Thugs,24.0
2 Orb Walkers,24.0
Sphere and 2 Shapes,24.0
Shield and Spear,24.0
Gremlin Leader,24.0
Shield and Spear,24.0
Automaton,24.0
Jaw Worm Horde,24.0
Slavers,24.0
3 Sentries,24.0
Gremlin Nob,24.0
3 Sentries,24.0
Book of Stabbing,24.0
Collector,24.0
Time Eater,24.0
3 Sentries,24.0
Time Eater,23.0
Shell Parasite,23.0
The Heart,23.0
Shell Parasite,23.0
Slavers,23.0
Donu and Deca,23.0
Slime Boss,23.0
Time Eater,23.0
Chosen and Byrds,23.0
Slavers,23.0
2 Orb Walkers,23.0
Donu and Deca,23.0
Slime Boss,23.0
Slime Boss,23.0
Book of Stabbing,22.0
The Guardian,22.0
Shield and Spear,22.0
3 Sentries,22.0
Snake Plant,22.0
3 Sentries,22.0
Lagavulin,22.0
3 Shapes,22.0
Awakened One,22.0
Writhing Mass,22.0
The Guardian,22.0
Slavers,22.0
The Heart,22.0
Gremlin Nob,21.0
Hexaghost,21.0
Nemesis,21.0
Large Slime,21.0
Sphere and 2 Shapes,21.0
Gremlin Leader,21.0
Donu and Deca,21.0
Spheric Guardian,21.0
Gremlin Nob,21.0
Nemesis,21.0
Automaton,21.0
Reptomancer,21.0
Exordium Thugs,21.0
Jaw Worm,21.0
Snake Plant,21.0
3 Sentries,21.0
Centurion and Healer,21.0
Gremlin Leader,20.0
Champ,20.0
The Guardian,20.0
Awakened One,20.0
3 Sentries,20.0
Reptomancer,20.0
Awakened One,20.0
Lagavulin,20.0
The Mushroom Lair,20.0
Book of Stabbing,20.0
3 Sentries,20.0
Maw,20.0
3 Sentries,20.0
Jaw Worm Horde,20.0
Lagavulin,20.0
Shell Parasite,20.0
Time Eater,20.0
Maw,20.0
Gremlin Leader,19.0
Snake Plant,19.0
3 Sentries,19.0
Lagavulin,19.0
Snake Plant,19.0
Gremlin Nob,19.0
Small Slimes,19.0
Snake Plant,19.0
Book of Stabbing,19.0
Reptomancer,19.0
Gremlin Leader,19.0
Reptomancer,19.0
Lagavulin,19.0
3 Sentries,19.0
Jaw Worm Horde,19.0
Lagavulin,19.0
Book of Stabbing,19.0
Shield and Spear,19.0
3 Sentries,19.0
3 Sentries,19.0
Donu and Deca,19.0
Lagavulin,19.0
2 Orb Walkers,19.0
Time Eater,19.0
Reptomancer,18.0
3 Darklings,18.0
Transient,18.0
Slavers,18.0
Book of Stabbing,18.0
Writhing Mass,18.0
Maw,18.0
Transient,18.0
The Heart,18.0
3 Sentries,18.0
Exordium Thugs,18.0
Slavers,18.0
3 Byrds,18.0
Jaw Worm Horde,18.0
Shell Parasite,18.0
3 Sentries,18.0
The Guardian,18.0
Shield and Spear,18.0
Red Slaver,18.0
Time Eater,18.0
2 Thieves,18.0
Lots of Slimes,18.0
Reptomancer,18.0
Snake Plant,18.0
Jaw Worm Horde,18.0
2 Orb Walkers,18.0
2 Orb Walkers,17.0
3 Byrds,17.0
3 Darklings,17.0
Book of Stabbing,17.0
The Heart,17.0
Slavers,17.0
Orb Walker,17.0
Awakened One,17.0
The Guardian,17.0
Blue Slaver,17.0
Gremlin Nob,17.0
Sentry and Sphere,17.0
Lagavulin,17.0
Exordium Wildlife,17.0
Book of Stabbing,17.0
Automaton,17.0
Reptomancer,17.0
3 Louse,17.0
Book of Stabbing,17.0
Slavers,17.0
Book of Stabbing,17.0
3 Sentries,17.0
Giant Head,17.0
Spire Growth,16.0
Gremlin Nob,16.0
Shield and Spear,16.0
Spheric Guardian,16.0
Blue Slaver,16.0
Sentry and Sphere,16.0
Shell Parasite,16.0
Snake Plant,16.0
3 Sentries,16.0
Snake Plant,16.0
2 Orb Walkers,16.0
Lots of Slimes,16.0
Snake Plant,16.0
Book of Stabbing,16.0
3 Sentries,16.0
Lagavulin,16.0
3 Shapes,16.0
Reptomancer,16.0
Exordium Wildlife,16.0
3 Sentries,16.0
Lagavulin,15.0
Shell Parasite,15.0
2 Thieves,15.0
3 Byrds,15.0
3 Cultists,15.0
Giant Head,15.0
Lagavulin,15.0
Lagavulin,15.0
Looter,15.0
Shield and Spear,15.0
Large Slime,15.0
Slavers,15.0
3 Sentries,15.0
Exordium Wildlife,15.0
Centurion and Healer,15.0
Gremlin Leader,15.0
3 Sentries,15.0
3 Sentries,15.0
Snecko,15.0
Nemesis,15.0
Chosen,15.0
3 Cultists,15.0
Small Slimes,15.0
3 Byrds,15.0
Champ,15.0
Gremlin Gang,15.0
Book of Stabbing,15.0
Book of Stabbing,15.0
Centurion and Healer,15.0
4 Shapes,15.0
Snake Plant,15.0
The Guardian,15.0
3 Sentries,15.0
2 Orb Walkers,15.0
Book of Stabbing,15.0
Slavers,15.0
Shelled Parasite and Fungi,15.0
3 Sentries,15.0
Awakened One,15.0
Time Eater,14.0
3 Byrds,14.0
Writhing Mass,14.0
Slime Boss,14.0
3 Darklings,14.0
Nemesis,14.0
3 Sentries,14.0
Shelled Parasite and Fungi,14.0
Donu and Deca,14.0
Reptomancer,14.0
Small Slimes,14.0
Blue Slaver,14.0
Jaw Worm Horde,14.0
3 Sentries,14.0
3 Cultists,14.0
Small Slimes,14.0
Reptomancer,14.0
Book of Stabbing,14.0
Snake Plant,14.0
3 Darklings,14.0
3 Darklings,14.0
Slavers,14.0
3 Louse,14.0
3 Darklings,14.0
3 Darklings,14.0
Shelled Parasite and Fungi,14.0
Small Slimes,14.0
Chosen,14.0
Blue Slaver,14.0
3 Sentries,14.0
Writhing Mass,13.0
Chosen and Byrds,13.0
Collector,13.0
Champ,13.0
3 Darklings,13.0
Reptomancer,13.0
Champ,13.0
Snecko,13.0
Slavers,13.0
Centurion and Healer,13.0
Spheric Guardian,13.0
Maw,13.0
Red Slaver,13.0
Cultist,13.0
Jaw Worm,13.0
Lagavulin,13.0
Time Eater,13.0
Orb Walker,13.0
Slavers,13.0
Sphere and 2 Shapes,13.0
Spire Growth,13.0
Sphere and 2 Shapes,13.0
Centurion and Healer,13.0
3 Cultists,13.0
Large Slime,13.0
Nemesis,13.0
2 Fungi Beasts,13.0
Cultist and Chosen,13.0
3 Darklings,13.0
Time Eater,12.0
Awakened One,12.0
Giant Head,12.0
Lagavulin,12.0
Book of Stabbing,12.0
Spheric Guardian,12.0
Reptomancer,12.0
Shield and Spear,12.0
Lagavulin,12.0
Gremlin Leader,12.0
4 Shapes,12.0
Masked Bandits,12.0
The Guardian,12.0
Orb Walker,12.0
Shield and Spear,12.0
Chosen,12.0
Chosen,12.0
3 Louse,12.0
Lagavulin,12.0
Writhing Mass,12.0
Book of Stabbing,12.0
Nemesis,12.0
Jaw Worm,12.0
Automaton,12.0
Time Eater,12.0
Snake Plant,12.0
Sphere and 2 Shapes,12.0
Small Slimes,12.0
Slavers,12.0
Gremlin Nob,12.0
Nemesis,12.0
3 Byrds,12.0
Gremlin Leader,12.0
Centurion and Healer,12.0
Small Slimes,12.0
Spheric Guardian,12.0
Book of Stabbing,12.0
2 Thieves,12.0
Large Slime,12.0
Gremlin Nob,11.0
3 Darklings,11.0
Gremlin Nob,11.0
Gremlin Leader,11.0
3 Sentries,11.0
Lagavulin,11.0
3 Louse,11.0
Nemesis,11.0
Time Eater,11.0
Reptomancer,11.0
Nemesis,11.0
Slime Boss,11.0
Jaw Worm,11.0
Gremlin Leader,11.0
Exordium Thugs,11.0
Jaw Worm,11.0
3 Louse,11.0
Jaw Worm,11.0
Sphere and 2 Shapes,11.0
Giant Head,11.0
Gremlin Nob,11.0
Chosen,11.0
3 Sentries,11.0
The Heart,11.0
Cultist and Chosen,11.0
Gremlin Nob,11.0
Gremlin Nob,11.0
3 Darklings,11.0
Looter,11.0
Slavers,11.0
The Heart,11.0
Snecko,11.0
Slavers,11.0
Spheric Guardian,11.0
Sentry and Sphere,11.0
Exordium Thugs,11.0
Gremlin Nob,11.0
Spheric Guardian,11.0
Nemesis,10.0
Shelled Parasite and Fungi,10.0
Small Slimes,10.0
Shield and Spear,10.0
3 Sentries,10.0
3 Darklings,10.0
Writhing Mass,10.0
Book of Stabbing,10.0
3 Sentries,10.0
Orb Walker,10.0
The Mushroom Lair,10.0
2 Louse,10.0
Shelled Parasite and Fungi,10.0
3 Sentries,10.0
Time Eater,10.0
3 Darklings,10.0
3 Darklings,10.0
Nemesis,10.0
Lagavulin,10.0
3 Sentries,10.0
Time Eater,10.0
Lots of Slimes,10.0
Snake Plant,10.0
Giant Head,10.0
3 Louse,10.0
3 Byrds,10.0
3 Sentries,10.0
Slavers,10.0
Lagavulin,10.0
3 Sentries,10.0
2 Thieves,10.0
3 Sentries,10.0
2 Louse,10.0
Writhing Mass,10.0
Gremlin Nob,10.0
Slavers,10.0
2 Louse,10.0
2 Louse,9.0
Looter,9.0
4 Shapes,9.0
Jaw Worm,9.0
Gremlin Leader,9.0
Collector,9.0
Awakened One,9.0
Red Slaver,9.0
Nemesis,9.0
Small Slimes,9.0
Shield and Spear,9.0
Awakened One,9.0
Cultist and Chosen,9.0
2 Orb Walkers,9.0
Time Eater,9.0
Donu and Deca,9.0
Jaw Worm,9.0
2 Orb Walkers,9.0
Blue Slaver,9.0
Reptomancer,9.0
Writhing Mass,9.0
Writhing Mass,9.0
Transient,9.0
3 Darklings,9.0
Book of Stabbing,9.0
Spheric Guardian,9.0
Book of Stabbing,9.0
Gremlin Leader,9.0
Looter,9.0
Orb Walker,9.0
Book of Stabbing,9.0
2 Thieves,9.0
Time Eater,9.0
Nemesis,9.0
Centurion and Healer,9.0
Small Slimes,9.0
Sphere and 2 Shapes,9.0
Lagavulin,9.0
Shelled Parasite and Fungi,9.0
Shell Parasite,9.0
3 Cultists,9.0
Shield and Spear,9.0
Giant Head,9.0
Orb Walker,9.0
Exordium Wildlife,9.0
Red Slaver,9.0
Shell Parasite,9.0
Book of Stabbing,9.0
Shelled Parasite and Fungi,9.0
Gremlin Leader,9.0
Snake Plant,9.0
Blue Slaver,9.0
Jaw Worm,9.0
Centurion and Healer,9.0
Transient,9.0
Snake Plant,9.0
Slavers,9.0
3 Darklings,9.0
Maw,9.0
Spheric Guardian,8.0
Gremlin Nob,8.0
Jaw Worm,8.0
Spire Growth,8.0
Automaton,8.0
Slime Boss,8.0
2 Fungi Beasts,8.0
Snecko,8.0
Gremlin Nob,8.0
Centurion and Healer,8.0
Jaw Worm,8.0
Transient,8.0
Orb Walker,8.0
3 Louse,8.0
Looter,8.0
Book of Stabbing,8.0
Snecko,8.0
Gremlin Nob,8.0
3 Louse,8.0
Gremlin Nob,8.0
Jaw Worm,8.0
Snecko,8.0
Gremlin Nob,8.0
Shield and Spear,8.0
Chosen,8.0
Nemesis,8.0
Collector,8.0
2 Louse,8.0
Giant Head,8.0
2 Louse,8.0
Chosen,8.0
3 Byrds,8.0
Gremlin Nob,8.0
Gremlin Nob,8.0
Gremlin Nob,8.0
Exordium Wildlife,8.0
3 Shapes,8.0
Shell Parasite,8.0
Orb Walker,8.0
2 Thieves,8.0
Gremlin Nob,8.0
Book of Stabbing,8.0
Centurion and Healer,8.0
3 Darklings,8.0
Cultist,8.0
Spheric Guardian,8.0
Small Slimes,8.0
3 Darklings,8.0
The Heart,8.0
Snecko,8.0
Gremlin Leader,7.0
Orb Walker,7.0
Orb Walker,7.0
2 Louse,7.0
Cultist,7.0
Cultist,7.0
3 Byrds,7.0
Spire Growth,7.0
Jaw Worm,7.0
Jaw Worm,7.0
Chosen,7.0
Exordium Wildlife,7.0
Spheric Guardian,7.0
Gremlin Nob,7.0
Small Slimes,7.0
Donu and Deca,7.0
Jaw Worm,7.0
Cultist,7.0
Jaw Worm,7.0
Mind Bloom Boss Battle,7.0
Exordium Thugs,7.0
Spheric Guardian,7.0
Shell Parasite,7.0
Gremlin Nob,7.0
Slavers,7.0
Cultist,7.0
Small Slimes,7.0
Orb Walker,7.0
2 Thieves,7.0
Gremlin Leader,7.0
Jaw Worm,7.0
Small Slimes,7.0
2 Louse,7.0
Cultist,7.0
Chosen and Byrds,7.0
Donu and Deca,7.0
3 Louse,7.0
Hexaghost,7.0
Jaw Worm,7.0
3 Darklings,7.0
2 Orb Walkers,7.0
Shield and Spear,7.0
Giant Head,7.0
Cultist,7.0
Nemesis,7.0
Cultist,7.0
Jaw Worm Horde,6.0
Reptomancer,6.0
Lagavulin,6.0
2 Louse,6.0
Writhing Mass,6.0
Book of Stabbing,6.0
Cultist,6.0
Large Slime,6.0
Giant Head,6.0
Slime Boss,6.0
2 Louse,6.0
Nemesis,6.0
2 Fungi Beasts,6.0
Gremlin Leader,6.0
Book of Stabbing,6.0
3 Byrds,6.0
3 Darklings,6.0
Giant Head,6.0
3 Shapes,6.0
Shield and Spear,6.0
Transient,6.0
3 Darklings,6.0
Nemesis,6.0
Donu and Deca,6.0
Book of Stabbing,6.0
Snake Plant,6.0
Cultist,6.0
Writhing Mass,6.0
2 Thieves,6.0
Writhing Mass,6.0
Centurion and Healer,6.0
Looter,6.0
Gremlin Leader,6.0
Snake Plant,6.0
Snecko,6.0
Reptomancer,6.0
Book of Stabbing,6.0
Giant Head,6.0
Exordium Wildlife,6.0
Awakened One,6.0
Spheric Guardian,6.0
Gremlin Leader,6.0
Gremlin Leader,6.0
Jaw Worm Horde,6.0
Sphere and 2 Shapes,6.0
Writhing Mass,6.0
Cultist,6.0
Reptomancer,6.0
2 Orb Walkers,6.0
2 Louse,6.0
3 Darklings,6.0
Chosen,6.0
Reptomancer,6.0
3 Byrds,6.0
Snecko,6.0
Jaw Worm,6.0
Orb Walker,6.0
3 Shapes,6.0
Shell Parasite,6.0
Cultist,6.0
2 Orb Walkers,6.0
2 Louse,6.0
Reptomancer,6.0
The Heart,6.0
Nemesis,6.0
Shield and Spear,6.0
Donu and Deca,6.0
Donu and Deca,6.0
Writhing Mass,6.0
Sphere and 2 Shapes,6.0
3 Shapes,6.0
3 Shapes,6.0
3 Byrds,6.0
2 Orb Walkers,6.0
3 Darklings,6.0
Shell Parasite,6.0
Centurion and Healer,6.0
Centurion and Healer,6.0
Lagavulin,6.0
Cultist,6.0
Exordium Thugs,6.0
3 Darklings,6.0
Writhing Mass,6.0
Gremlin Nob,6.0
Snecko,6.0
3 Cultists,6.0
Gremlin Leader,6.0
Shield and Spear,6.0
Gremlin Nob,6.0
Cultist,6.0
3 Byrds,6.0
Spheric Guardian,6.0
Chosen,6.0
3 Cultists,6.0
Spire Growth,6.0
3 Shapes,6.0
Chosen and Byrds,6.0
Gremlin Leader,6.0
Exordium Wildlife,6.0
Cultist,6.0
Chosen and Byrds,6.0
Book of Stabbing,6.0
Reptomancer,6.0
Shell Parasite,6.0
Nemesis,6.0
Book of Stabbing,6.0
Reptomancer,6.0
Spheric Guardian,6.0
Spire Growth,6.0
Cultist,6.0
Cultist,6.0
Cultist,6.0
Looter,6.0
3 Louse,6.0
3 Sentries,6.0
The Mushroom Lair,6.0
Jaw Worm,6.0
Small Slimes,6.0
Shield and Spear,6.0
Small Slimes,6.0
Cultist,6.0
Jaw Worm,6.0
Mind Bloom Boss Battle,6.0
Gremlin Leader,6.0
Large Slime,5.0
Snecko,5.0
3 Sentries,5.0
2 Louse,5.0
2 Fungi Beasts,5.0
Champ,5.0
The Heart,5.0
Gremlin Nob,5.0
2 Louse,5.0
3 Shapes,5.0
Mind Bloom Boss Battle,5.0
Awakened One,5.0
Small Slimes,5.0
Small Slimes,5.0
Gremlin Nob,5.0
Gremlin Leader,5.0
The Mushroom Lair,5.0
Giant Head,5.0
Small Slimes,5.0
Shield and Spear,5.0
Mind Bloom Boss Battle,5.0
Slavers,5.0
Orb Walker,5.0
2 Louse,5.0
3 Darklings,5.0
Large Slime,4.0
3 Cultists,4.0
2 Louse,4.0
Shelled Parasite and Fungi,4.0
Champ,4.0
Nemesis,4.0
Slime Boss,4.0
Centurion and Healer,4.0
Jaw Worm,4.0
Shelled Parasite and Fungi,4.0
2 Thieves,4.0
Exordium Thugs,4.0
Giant Head,4.0
The Guardian,4.0
Orb Walker,4.0
Small Slimes,4.0
Jaw Worm,4.0
Jaw Worm,4.0
Small Slimes,4.0
Red Slaver,4.0
3 Cultists,4.0
Small Slimes,4.0
Jaw Worm,4.0
Centurion and Healer,4.0
Book of Stabbing,4.0
2 Thieves,4.0
2 Fungi Beasts,4.0
Centurion and Healer,4.0
Jaw Worm,4.0
Snake Plant,4.0
Giant Head,4.0
Champ,4.0
Transient,4.0
Jaw Worm,4.0
Red Slaver,4.0
Chosen and Byrds,4.0
Writhing Mass,4.0
Jaw Worm,4.0
3 Sentries,4.0
Slavers,4.0
Jaw Worm,4.0
Shield and Spear,4.0
Looter,4.0
Gremlin Leader,4.0
3 Louse,4.0
Jaw Worm,4.0
Shelled Parasite and Fungi,4.0
2 Louse,3.0
Looter,3.0
Spheric Guardian,3.0
Gremlin Nob,3.0
Shield and Spear,3.0
Centurion and Healer,3.0
Shell Parasite,3.0
Blue Slaver,3.0
2 Orb Walkers,3.0
Blue Slaver,3.0
Giant Head,3.0
Cultist,3.0
Small Slimes,3.0
3 Darklings,3.0
Snake Plant,3.0
3 Shapes,3.0
Book of Stabbing,3.0
Giant Head,3.0
2 Orb Walkers,3.0
Reptomancer,3.0
Blue Slaver,3.0
Small Slimes,3.0
Transient,3.0
Writhing Mass,3.0
Blue Slaver,3.0
2 Louse,3.0
Gremlin Nob,3.0
Jaw Worm Horde,3.0
Slavers,3.0
Shield and Spear,3.0
Looter,3.0
Maw,3.0
Snake Plant,3.0
Maw,3.0
Lagavulin,3.0
The Heart,3.0
Spheric Guardian,3.0
2 Louse,3.0
Jaw Worm Horde,3.0
Orb Walker,3.0
2 Louse,3.0
Snake Plant,3.0
4 Shapes,3.0
Giant Head,3.0
Reptomancer,3.0
Giant Head,3.0
3 Darklings,3.0
Nemesis,3.0
2 Fungi Beasts,3.0
Gremlin Nob,3.0
Giant Head,3.0
Mind Bloom Boss Battle,3.0
Orb Walker,3.0
Giant Head,3.0
Large Slime,3.0
4 Shapes,3.0
3 Shapes,3.0
Cultist,2.0
Snecko,2.0
Writhing Mass,2.0
Cultist and Chosen,2.0
Slavers,2.0
Large Slime,2.0
Book of Stabbing,2.0
Cultist,2.0
Slavers,2.0
2 Louse,2.0
Cultist,2.0
Donu and Deca,2.0
Cultist,2.0
Spheric Guardian,2.0
Transient,2.0
Donu and Deca,2.0
2 Louse,2.0
Snecko,2.0
2 Louse,2.0
The Mushroom Lair,2.0
2 Louse,2.0
3 Louse,2.0
Looter,2.0
Large Slime,2.0
2 Louse,2.0
Cultist,2.0
2 Thieves,2.0
Small Slimes,2.0
Cultist,2.0
Gremlin Gang,2.0
Exordium Wildlife,2.0
Jaw Worm,2.0
Jaw Worm,2.0
Shield and Spear,2.0
3 Darklings,2.0
Looter,2.0
2 Fungi Beasts,2.0
Cultist and Chosen,2.0
2 Louse,2.0
Chosen,2.0
Snecko,2.0
Spheric Guardian,2.0
Shell Parasite,2.0
Spheric Guardian,2.0
Exordium Thugs,2.0
Gremlin Nob,2.0
Centurion and Healer,1.0
3 Shapes,1.0
Looter,1.0
2 Louse,1.0
Reptomancer,1.0
Writhing Mass,1.0
4 Shapes,1.0
Orb Walker,1.0
Spheric Guardian,1.0
Exordium Wildlife,1.0
Looter,1.0
2 Louse,1.0
Small Slimes,1.0
Cultist,1.0
Cultist,1.0
Looter,1.0
2 Louse,1.0
Looter,1.0
Shelled Parasite and Fungi,1.0
Exordium Wildlife,1.0
Sphere and 2 Shapes,1.0
Gremlin Leader,1.0
3 Shapes,1.0
Book of Stabbing,1.0
2 Louse,1.0
Small Slimes,1.0
Chosen,1.0
Gremlin Leader,1.0
2 Fungi Beasts,1.0
Spheric Guardian,1.0
Looter,1.0
2 Fungi Beasts,1.0
Gremlin Nob,1.0
3 Darklings,1.0
Looter,1.0
2 Thieves,1.0
Book of Stabbing,1.0
Cultist,1.0
Snecko,1.0
Gremlin Leader,1.0
Sentry and Sphere,1.0
Small Slimes,1.0
Small Slimes,1.0
Giant Head,1.0
Cultist,1.0
Exordium Thugs,1.0
Small Slimes,1.0
Cultist,1.0
Cultist,1.0
Small Slimes,1.0
2 Orb Walkers,1.0
4 Shapes,1.0
Cultist,1.0
Slavers,1.0
Small Slimes,1.0
3 Byrds,1.0
Lots of Slimes,1.0
Book of Stabbing,1.0
4 Shapes,1.0
Giant Head,1.0
3 Darklings,1.0
Nemesis,1.0
2 Fungi Beasts,1.0
Small Slimes,0.0
3 Shapes,0.0
Jaw Worm Horde,0.0
3 Darklings,0.0
Giant Head,0.0
Book of Stabbing,0.0
3 Cultists,0.0
Snake Plant,0.0
Shelled Parasite and Fungi,0.0
Chosen,0.0
Exordium Wildlife,0.0
Looter,0.0
3 Shapes,0.0
Reptomancer,0.0
Chosen,0.0
3 Byrds,0.0
2 Louse,0.0
Gremlin Nob,0.0
Small Slimes,0.0
Cultist,0.0
3 Shapes,0.0
3 Shapes,0.0
Snecko,0.0
Large Slime,0.0
Cultist,0.0
2 Louse,0.0
Sentry and Sphere,0.0
3 Darklings,0.0
Orb Walker,0.0
Reptomancer,0.0
Giant Head,0.0
Sphere and 2 Shapes,0.0
4 Shapes,0.0
Nemesis,0.0
Awakened One,0.0
Donu and Deca,0.0
Shield and Spear,0.0
The Heart,0.0
2 Louse,0.0
Large Slime,0.0
Lots of Slimes,0.0
Spire Growth,0.0
Giant Head,0.0
Orb Walker,0.0
Sentry and Sphere,0.0
Exordium Wildlife,0.0
Snake Plant,0.0
Chosen,0.0
Gremlin Leader,0.0
Exordium Thugs,0.0
Spheric Guardian,0.0
Gremlin Gang,0.0
3 Cultists,0.0
2 Louse,0.0
Cultist,0.0
Lagavulin,0.0
Cultist,0.0
2 Fungi Beasts,0.0
Shield and Spear,0.0
Donu and Deca,0.0
Mind Bloom Boss Battle,0.0
4 Shapes,0.0
Lagavulin,0.0
Nemesis,0.0
Orb Walker,0.0
Giant Head,0.0
Maw,0.0
Reptomancer,0.0
Orb Walker,0.0
Champ,0.0
4 Shapes,0.0
Time Eater,0.0
Snake Plant,0.0
Small Slimes,0.0
2 Louse,0.0
3 Sentries,0.0
Gremlin Leader,0.0
Masked Bandits,0.0
Writhing Mass,0.0
2 Fungi Beasts,0.0
Nemesis,0.0
Snake Plant,0.0
Jaw Worm Horde,0.0
2 Fungi Beasts,0.0
3 Darklings,0.0
Slime Boss,0.0
Chosen,0.0
Donu and Deca,0.0
4 Shapes,0.0
Giant Head,0.0
Nemesis,0.0
Centurion and Healer,0.0
Jaw Worm,0.0
Book of Stabbing,0.0
Maw,0.0
3 Darklings,0.0
Orb Walker,0.0
3 Shapes,0.0
4 Shapes,0.0
Orb Walker,0.0
Gremlin Leader,0.0
3 Byrds,0.0
Sphere and 2 Shapes,0.0
Donu and Deca,0.0
Centurion and Healer,0.0
