Relic,Win
Golden Idol,False
Bag of Marbles,False
Velvet Choker,False
Toxic Egg 2,False
Orichalcum,False
HornCleat,False
Nuclear Battery,False
DollysMirror,False
Cracked Core,True
Pen Nib,True
Toy Ornithopter,True
Oddly Smooth Stone,True
Potion Belt,True
Juzu Bracelet,True
Anchor,True
Astrolabe,True
OrangePellets,True
Blood Vial,True
Mummified Hand,True
CaptainsWheel,True
SacredBark,True
Ancient Tea Set,True
Vajra,True
Incense Burner,True
Dream Catcher,True
Calipers,True
DollysMirror,True
Torii,True
Cracked Core,False
Whetstone,False
Blue Candle,False
Lantern,False
Strawberry,False
Cursed Key,False
Happy Flower,False
Inserter,True
Unceasing Top,True
Lizard Tail,True
Tiny House,True
DollysMirror,True
Frozen Egg 2,True
Happy Flower,True
War Paint,True
Dream Catcher,True
Coffee Dripper,True
Torii,True
Pantograph,True
Bronze Scales,True
Du-Vu Doll,True
Calipers,True
Shuriken,True
FrozenCore,True
Vajra,True
Smiling Mask,True
Letter Opener,True
Omamori,True
Eternal Feather,True
Orichalcum,True
Runic Pyramid,True
Prayer Wheel,True
Pocketwatch,True
Bottled Tornado,True
Shuriken,True
InkBottle,True
Lizard Tail,True
TungstenRod,True
Cracked Core,True
Tiny Chest,True
Singing Bowl,True
InkBottle,True
Gremlin Horn,True
Ornamental Fan,True
Bag of Marbles,True
Golden Idol,True
Pandora's Box,True
Nilry's Codex,True
DollysMirror,True
Toy Ornithopter,True
Bag of Preparation,True
Inserter,True
Frozen Egg 2,True
War Paint,True
Juzu Bracelet,True
Pen Nib,True
Cracked Core,False
MawBank,False
Singing Bowl,False
Regal Pillow,False
PreservedInsect,False
CeramicFish,False
Lantern,False
Akabeko,False
Snecko Eye,False
DataDisk,False
Question Card,False
Bird Faced Urn,False
FossilizedHelix,False
Pen Nib,False
Astrolabe,False
OrangePellets,False
Ancient Tea Set,False
Blue Candle,False
Orrery,False
Vajra,False
Cracked Core,False
Shuriken,False
Lizard Tail,False
StrikeDummy,False
Odd Mushroom,False
SlaversCollar,False
Mummified Hand,False
Pocketwatch,False
Mercury Hourglass,False
Toy Ornithopter,False
Fusion Hammer,False
Potion Belt,False
Ancient Tea Set,False
Bronze Scales,False
Regal Pillow,False
DataDisk,False
Turnip,False
Busted Crown,False
StrikeDummy,False
PreservedInsect,False
Emotion Chip,False
Cracked Core,True
Dead Branch,True
Emotion Chip,True
MealTicket,True
Golden Idol,True
Symbiotic Virus,True
Runic Pyramid,True
Ice Cream,True
Frozen Eye,True
Red Mask,True
Vajra,True
Letter Opener,True
Tiny House,True
CaptainsWheel,True
Nunchaku,True
Regal Pillow,True
OrangePellets,True
Mummified Hand,True
Cracked Core,True
Golden Idol,True
White Beast Statue,True
Akabeko,True
PreservedInsect,True
Molten Egg 2,True
Symbiotic Virus,True
Runic Pyramid,True
Lantern,True
Toxic Egg 2,True
Omamori,True
Cursed Key,True
Pen Nib,True
StrikeDummy,True
Happy Flower,True
Prayer Wheel,True
War Paint,True
Cracked Core,False
Omamori,False
Turnip,False
White Beast Statue,False
Toolbox,False
Bird Faced Urn,False
Inserter,False
Lantern,False
Cracked Core,False
WingedGreaves,False
The Courier,False
StrikeDummy,False
Gambling Chip,False
Toy Ornithopter,False
Eternal Feather,False
Coffee Dripper,False
Gremlin Horn,False
Blue Candle,False
Vajra,False
Cracked Core,False
Akabeko,False
Omamori,False
Golden Idol,False
Bronze Scales,False
Smiling Mask,False
Cracked Core,False
DataDisk,False
Oddly Smooth Stone,False
Mercury Hourglass,False
Tiny Chest,False
Coffee Dripper,False
Toolbox,False
Boot,False
White Beast Statue,False
Potion Belt,False
Runic Pyramid,False
Membership Card,False
Eternal Feather,False
Meat on the Bone,False
Du-Vu Doll,False
TheAbacus,False
Letter Opener,False
Cracked Core,False
Lantern,False
Bag of Preparation,False
Smiling Mask,False
Orichalcum,False
Regal Pillow,False
Nuclear Battery,False
Gremlin Horn,False
Runic Capacitor,False
Bird Faced Urn,False
Pen Nib,False
Centennial Puzzle,False
Cracked Core,False
MealTicket,False
Pen Nib,False
Vajra,False
Lantern,False
Nuclear Battery,False
Membership Card,False
Peace Pipe,False
Cracked Core,True
Bag of Preparation,True
Lantern,True
Turnip,True
CaptainsWheel,True
InkBottle,True
Runic Pyramid,True
Frozen Eye,True
Bottled Lightning,True
Incense Burner,True
Blue Candle,True
Frozen Egg 2,True
Calling Bell,True
Akabeko,True
Mummified Hand,True
Emotion Chip,True
Ice Cream,True
Pear,True
Darkstone Periapt,True
Boot,True
PreservedInsect,True
Sundial,True
Cracked Core,True
Tiny Chest,True
Potion Belt,True
Pantograph,True
Meat on the Bone,True
TungstenRod,True
Astrolabe,True
Shuriken,True
Eternal Feather,True
PreservedInsect,True
Calipers,True
Cables,True
Ginger,True
Coffee Dripper,True
Lizard Tail,True
Smiling Mask,True
Happy Flower,True
StoneCalendar,True
Turnip,True
Bird Faced Urn,True
Cracked Core,False
Golden Idol,False
Blood Vial,False
Bottled Tornado,False
Lantern,False
Fusion Hammer,False
Cracked Core,True
Incense Burner,True
Shuriken,True
CeramicFish,True
Omamori,True
Runic Pyramid,True
Nilry's Codex,True
Bird Faced Urn,True
Question Card,True
Bottled Lightning,True
Empty Cage,True
Prayer Wheel,True
Runic Capacitor,True
Torii,True
DataDisk,True
Mummified Hand,True
Bag of Preparation,True
Strawberry,True
Astrolabe,False
Pantograph,False
Bag of Preparation,False
Empty Cage,False
Strawberry,False
Centennial Puzzle,False
Nuclear Battery,True
Art of War,True
The Courier,True
Du-Vu Doll,True
PreservedInsect,True
Empty Cage,True
OrangePellets,True
Strawberry,True
Lantern,True
Ornamental Fan,True
Runic Pyramid,True
Membership Card,True
Whetstone,True
Chemical X,True
Meat on the Bone,True
Bag of Preparation,True
Cables,True
Cracked Core,True
Ice Cream,True
Mango,True
DataDisk,True
Toxic Egg 2,True
Cursed Key,True
Nilry's Codex,True
ClockworkSouvenir,True
Darkstone Periapt,True
Sozu,True
Happy Flower,True
Ancient Tea Set,True
Dream Catcher,True
Prayer Wheel,True
OrangePellets,True
Mercury Hourglass,True
Cracked Core,True
Smiling Mask,True
Frozen Egg 2,True
Pantograph,True
Bottled Tornado,True
Old Coin,True
Blue Candle,True
Whetstone,True
Inserter,True
Potion Belt,True
DollysMirror,True
Red Mask,True
Mummified Hand,True
Art of War,True
Astrolabe,True
Pen Nib,True
Gambling Chip,True
Emotion Chip,True
PreservedInsect,True
Lantern,True
Bag of Preparation,True
Dead Branch,True
Cracked Core,False
TungstenRod,False
Molten Egg 2,False
Cracked Core,True
Gremlin Horn,True
Ginger,True
Incense Burner,True
InkBottle,True
Omamori,True
Bronze Scales,True
Calling Bell,True
Boot,True
White Beast Statue,True
Shovel,True
Strange Spoon,True
Molten Egg 2,True
Ornamental Fan,True
Emotion Chip,True
Tiny Chest,True
Runic Dome,True
Centennial Puzzle,True
Lantern,True
Bag of Preparation,True
HornCleat,True
PreservedInsect,True
StrikeDummy,True
Pantograph,True
Bottled Lightning,True
Cracked Core,False
Membership Card,False
Blood Vial,False
Toxic Egg 2,False
Mango,False
Sozu,True
Golden Idol,True
CaptainsWheel,True
Prayer Wheel,True
Mango,True
Snecko Eye,True
Red Mask,True
Enchiridion,True
Bottled Lightning,True
Anchor,True
Bag of Preparation,True
PrismaticShard,True
Astrolabe,True
OrangePellets,True
War Paint,True
Bottled Tornado,True
Whetstone,True
DataDisk,True
Bird Faced Urn,True
Pear,True
Cracked Core,True
Pen Nib,True
Lantern,True
Du-Vu Doll,True
Centennial Puzzle,True
Astrolabe,True
Membership Card,True
Happy Flower,True
Oddly Smooth Stone,True
Bag of Preparation,True
Mercury Hourglass,True
Cursed Key,True
Turnip,True
PreservedInsect,True
War Paint,True
Nunchaku,True
CaptainsWheel,True
Anchor,True
Mummified Hand,True
Cracked Core,False
NeowsBlessing,False
Bag of Preparation,False
Cables,False
Mercury Hourglass,False
Dream Catcher,False
Black Star,False
Nloth's Gift,False
Akabeko,False
Vajra,False
Cracked Core,False
Potion Belt,False
Orichalcum,False
Symbiotic Virus,False
Centennial Puzzle,False
Frozen Egg 2,False
Odd Mushroom,False
Pantograph,False
Regal Pillow,False
Pandora's Box,False
PreservedInsect,False
Runic Capacitor,False
Thread and Needle,False
TungstenRod,False
Meat on the Bone,False
Fusion Hammer,False
ClockworkSouvenir,False
Question Card,False
Vajra,False
Blue Candle,False
Lantern,False
Cracked Core,True
Pen Nib,True
Thread and Needle,True
CeramicFish,True
Pandora's Box,True
Orrery,True
Orichalcum,True
Lantern,True
Matryoshka,True
Black Star,True
Blood Vial,True
White Beast Statue,True
DataDisk,True
Regal Pillow,True
PreservedInsect,True
Du-Vu Doll,True
DollysMirror,True
Akabeko,True
StoneCalendar,True
Coffee Dripper,True
Juzu Bracelet,True
War Paint,True
MawBank,True
Pandora's Box,True
Red Mask,True
Chemical X,True
Lizard Tail,True
White Beast Statue,True
Pen Nib,True
Kunai,True
SlaversCollar,True
Membership Card,True
Regal Pillow,True
Centennial Puzzle,True
Du-Vu Doll,True
Ornamental Fan,True
Bottled Lightning,True
DollysMirror,True
Akabeko,True
Cracked Core,False
CeramicFish,False
Cables,False
Unceasing Top,False
Girya,False
Nuclear Battery,False
StrikeDummy,False
Runic Capacitor,False
FrozenCore,True
WarpedTongs,True
Bottled Lightning,True
Juzu Bracelet,True
Pen Nib,True
Bronze Scales,True
Singing Bowl,True
Gambling Chip,True
Vajra,True
Mummified Hand,True
Calling Bell,True
Nunchaku,True
Ornamental Fan,True
Mango,True
PreservedInsect,True
Centennial Puzzle,True
Old Coin,True
Bag of Preparation,True
Incense Burner,True
Cracked Core,True
Frozen Eye,True
Letter Opener,True
DataDisk,True
Ancient Tea Set,True
Art of War,True
Coffee Dripper,True
Dream Catcher,True
Centennial Puzzle,True
Bird Faced Urn,True
Symbiotic Virus,True
Shovel,True
SacredBark,True
PreservedInsect,True
Ornamental Fan,True
Toy Ornithopter,True
OrangePellets,True
Vajra,True
Cracked Core,False
Golden Idol,False
PrismaticShard,False
Centennial Puzzle,False
Eternal Feather,False
Cracked Core,False
Matryoshka,False
HornCleat,False
Frozen Egg 2,False
Calling Bell,False
Juzu Bracelet,False
Mummified Hand,False
Prayer Wheel,False
Ancient Tea Set,False
Cracked Core,False
Anchor,False
Lantern,False
TungstenRod,False
Bloody Idol,False
CeramicFish,False
Runic Dome,False
Orichalcum,False
Art of War,False
Pear,False
Coffee Dripper,False
PreservedInsect,False
Orrery,False
Cables,False
Blue Candle,False
Bottled Flame,False
Bag of Preparation,False
CaptainsWheel,False
