Card,Win
Panacea,True
Flash of Steel,True
Seek,True
Beam Cell,True
Chaos,True
Defragment,False
Undo,False
Consume,False
Coolheaded,False
Darkness,False
Sweeping Beam,False
Aggregate,False
Capacitor,False
Biased Cognition,False
Skim,False
Conserve Battery,False
Multi-Cast,False
Defend_B,False
Rebound,False
Sunder,False
Compile Driver,False
Dualcast,False
Cold Snap,False
Hologram,False
Electrodynamics,False
Chaos,False
Core Surge,False
Buffer,True
Rainbow,True
Consume,True
Coolheaded,True
Zap,True
Self Repair,True
Turbo,True
Doom and Gloom,True
Aggregate,True
Biased Cognition,True
Tempest,True
Capacitor,True
Chill,True
Glacier,True
Strike_B,True
Conserve Battery,True
Defend_B,True
Rebound,True
Sunder,True
Compile Driver,True
Dualcast,True
Bandage Up,True
Cold Snap,True
Heatsinks,True
Hologram,True
Electrodynamics,True
Loop,True
Seek,True
Core Surge,True
Defend_B,False
Hello World,False
Capacitor,False
Hologram,False
Compile Driver,False
Chill,False
Dualcast,False
Zap,False
Strike_B,False
Skim,False
Sweeping Beam,False
Seek,False
Cold Snap,False
Static Discharge,False
Defragment,True
Auto Shields,True
Consume,True
Coolheaded,True
Zap,True
Self Repair,True
Sweeping Beam,True
FTL,True
Turbo,True
Aggregate,True
Chill,True
White Noise,True
Glacier,True
Defend_B,True
Sunder,True
Barrage,True
Dualcast,True
Redo,True
Cold Snap,True
Seek,True
Echo Form,True
Bite,True
Chaos,True
Core Surge,True
Defragment,True
Fusion,True
Consume,True
Coolheaded,True
Darkness,True
Self Repair,True
Sweeping Beam,True
FTL,True
Turbo,True
Capacitor,True
Biased Cognition,True
White Noise,True
Go for the Eyes,True
Glacier,True
Strike_B,True
Skim,True
Conserve Battery,True
Defend_B,True
Barrage,True
Dualcast,True
Redo,True
Cold Snap,True
Heatsinks,True
Hologram,True
Steam,True
Echo Form,True
Beam Cell,True
Undo,True
Buffer,True
Auto Shields,True
Thunder Strike,True
Coolheaded,True
Finesse,True
FTL,True
Turbo,True
Doom and Gloom,True
Hyperbeam,True
Aggregate,True
Biased Cognition,True
White Noise,True
Go for the Eyes,True
Rip and Tear,True
Glacier,True
Skim,True
Conserve Battery,True
Sunder,True
Compile Driver,True
Discovery,True
Dualcast,True
Redo,True
Cold Snap,True
Hello World,True
Apotheosis,True
Hologram,True
Loop,True
Steam,True
Seek,True
Core Surge,True
Defragment,False
Undo,False
Fusion,False
Buffer,False
Rainbow,False
Coolheaded,False
Self Repair,False
Sweeping Beam,False
Amplify,False
Doom and Gloom,False
Aggregate,False
Capacitor,False
Glacier,False
Conserve Battery,False
Defend_B,False
Rebound,False
Sunder,False
Dualcast,False
Redo,False
Force Field,False
Cold Snap,False
Hologram,False
Electrodynamics,False
Loop,False
Flash of Steel,False
Beam Cell,False
Consume,False
Recycle,False
Coolheaded,False
Zap,False
Turbo,False
Doom and Gloom,False
Fission,False
Chill,False
Go for the Eyes,False
Glacier,False
Dark Shackles,False
Strike_B,False
Ball Lightning,False
Defend_B,False
Master of Strategy,False
Sunder,False
Discovery,False
Dualcast,False
Lockon,False
Cold Snap,False
Machine Learning,False
Static Discharge,False
Heatsinks,False
Electrodynamics,False
Reinforced Body,False
Echo Form,False
Seek,False
Beam Cell,False
Defend_B,False
Defragment,False
Undo,False
Rebound,False
Chill,False
Dualcast,False
Recycle,False
Zap,False
Strike_B,False
Conserve Battery,False
Melter,False
Defragment,True
Double Energy,True
Reboot,True
Recycle,True
Coolheaded,True
Darkness,True
Sweeping Beam,True
Doom and Gloom,True
Aggregate,True
BootSequence,True
Biased Cognition,True
Capacitor,True
Chill,True
Go for the Eyes,True
Glacier,True
Skim,True
Defend_B,True
Master of Strategy,True
Compile Driver,True
Dualcast,True
Cold Snap,True
Hologram,True
Loop,True
Bite,True
Core Surge,True
Defragment,True
Good Instincts,True
Fusion,True
Rainbow,True
Coolheaded,True
Darkness,True
Self Repair,True
Sweeping Beam,True
FTL,True
Turbo,True
Blizzard,True
Aggregate,True
Capacitor,True
Fission,True
Go for the Eyes,True
Glacier,True
Dark Shackles,True
Strike_B,True
Defend_B,True
Rebound,True
Sunder,True
Compile Driver,True
Meteor Strike,True
Dualcast,True
Redo,True
Cold Snap,True
Heatsinks,True
Hologram,True
Panacea,True
Seek,True
All For One,True
Defend_B,False
Electrodynamics,False
Auto Shields,False
Dualcast,False
Lockon,False
Zap,False
Strike_B,False
Self Repair,False
Skim,False
Creative AI,False
Ball Lightning,False
Defend_B,False
Undo,False
BootSequence,False
Buffer,False
Consume,False
Chill,False
Dualcast,False
Turbo,False
Loop,False
Redo,False
Coolheaded,False
Core Surge,False
Strike_B,False
Skim,False
FTL,False
Cold Snap,False
Doom and Gloom,False
Streamline,False
Defend_B,False
Undo,False
Storm,False
Compile Driver,False
Chill,False
Dualcast,False
Lockon,False
Zap,False
Bandage Up,False
Strike_B,False
Cold Snap,False
Ball Lightning,False
Undo,False
Reboot,False
Rainbow,False
Coolheaded,False
Self Repair,False
Sweeping Beam,False
Turbo,False
Doom and Gloom,False
Capacitor,False
Fission,False
Chill,False
Strike_B,False
Skim,False
Conserve Battery,False
Defend_B,False
Barrage,False
Dualcast,False
Redo,False
Cold Snap,False
Static Discharge,False
Loop,False
Steam,False
Defend_B,False
Defragment,False
Undo,False
Hologram,False
Meteor Strike,False
Compile Driver,False
Rainbow,False
Consume,False
Dualcast,False
Go for the Eyes,False
Coolheaded,False
Zap,False
Reinforced Body,False
Strike_B,False
Skim,False
FTL,False
Conserve Battery,False
Turbo,False
Defend_B,False
Defragment,False
Undo,False
Seek,False
BootSequence,False
Buffer,False
Blind,False
Dualcast,False
Loop,False
Coolheaded,False
Strike_B,False
Self Repair,False
Sweeping Beam,False
Conserve Battery,False
Ball Lightning,False
Defragment,True
Reboot,True
Buffer,True
Coolheaded,True
Self Repair,True
FTL,True
Doom and Gloom,True
Aggregate,True
BootSequence,True
Writhe,True
Glacier,True
Strike_B,True
Skim,True
Conserve Battery,True
Melter,True
Ball Lightning,True
Defend_B,True
Master of Strategy,True
Discovery,True
Dualcast,True
Redo,True
CurseOfTheBell,True
Secret Technique,True
Cold Snap,True
Machine Learning,True
Hologram,True
Steam,True
Echo Form,True
Beam Cell,True
All For One,True
Defragment,True
Reboot,True
Buffer,True
Rainbow,True
Consume,True
Coolheaded,True
Sweeping Beam,True
FTL,True
Hyperbeam,True
Aggregate,True
Glacier,True
Skim,True
Conserve Battery,True
Defend_B,True
Sunder,True
Compile Driver,True
Lockon,True
Dualcast,True
Redo,True
Cold Snap,True
Hello World,True
Apotheosis,True
Electrodynamics,True
Steam,True
Echo Form,True
Seek,True
Beam Cell,True
Core Surge,True
Defend_B,False
Capacitor,False
Reboot,False
Buffer,False
Compile Driver,False
Barrage,False
Dualcast,False
Lockon,False
Glacier,False
Zap,False
Darkness,False
Strike_B,False
Skim,False
Cold Snap,False
Ball Lightning,False
Undo,True
Rainbow,True
Recycle,True
Coolheaded,True
Zap,True
Darkness,True
Self Repair,True
Sweeping Beam,True
Turbo,True
Doom and Gloom,True
Blizzard,True
Aggregate,True
BootSequence,True
Biased Cognition,True
Fission,True
Chill,True
Glacier,True
Dark Shackles,True
Skim,True
Defend_B,True
Compile Driver,True
Dualcast,True
Redo,True
Secret Technique,True
Cold Snap,True
Apotheosis,True
Hologram,True
Loop,True
Steam,True
Beam Cell,True
Core Surge,True
Defragment,False
Reboot,False
Rainbow,False
Coolheaded,False
Zap,False
Doom and Gloom,False
Capacitor,False
BootSequence,False
Writhe,False
Dark Shackles,False
Conserve Battery,False
Multi-Cast,False
Ball Lightning,False
Defend_B,False
Rebound,False
Dualcast,False
Lockon,False
Hello World,False
Reinforced Body,False
Consume,True
Coolheaded,True
Zap,True
Self Repair,True
Sweeping Beam,True
Doom and Gloom,True
Aggregate,True
BootSequence,True
Capacitor,True
Chill,True
Go for the Eyes,True
Dark Shackles,True
Skim,True
Conserve Battery,True
Multi-Cast,True
Defend_B,True
Master of Strategy,True
Compile Driver,True
Dualcast,True
Redo,True
Cold Snap,True
Hologram,True
Loop,True
Steam,True
Echo Form,True
Beam Cell,True
Defragment,True
Undo,True
Double Energy,True
Rainbow,True
Darkness,True
Self Repair,True
Sweeping Beam,True
Amplify,True
Fission,True
Chill,True
Glacier,True
Strike_B,True
Conserve Battery,True
Defend_B,True
Compile Driver,True
Dualcast,True
Cold Snap,True
Hologram,True
Electrodynamics,True
Echo Form,True
Beam Cell,True
Chaos,True
Steam Power,True
Storm,True
Stack,True
Coolheaded,True
Self Repair,True
Sweeping Beam,True
Amplify,True
Turbo,True
Biased Cognition,True
BootSequence,True
Glacier,True
Strike_B,True
Conserve Battery,True
Multi-Cast,True
Ball Lightning,True
Defend_B,True
Sunder,True
Dualcast,True
Cold Snap,True
Heatsinks,True
Hologram,True
Loop,True
Reinforced Body,True
Echo Form,True
Seek,True
Beam Cell,True
Creative AI,True
Defend_B,False
BootSequence,False
Good Instincts,False
FTL,False
Dualcast,False
Zap,False
Strike_B,False
Sweeping Beam,False
Echo Form,False
Conserve Battery,False
Static Discharge,False
Apparition,True
Rainbow,True
Consume,True
Recycle,True
Coolheaded,True
Self Repair,True
Turbo,True
Doom and Gloom,True
Chill,True
Dark Shackles,True
Strike_B,True
Conserve Battery,True
Ball Lightning,True
Defend_B,True
Compile Driver,True
Dualcast,True
Redo,True
Cold Snap,True
Machine Learning,True
Hologram,True
Loop,True
Echo Form,True
Seek,True
Defend_B,False
Defragment,False
BootSequence,False
Electrodynamics,False
Chill,False
Dualcast,False
Coolheaded,False
Zap,False
Strike_B,False
Conserve Battery,False
Cold Snap,False
Ball Lightning,False
Undo,True
Fusion,True
Consume,True
Stack,True
Genetic Algorithm,True
Recycle,True
Coolheaded,True
Zap,True
Amplify,True
Leg Sweep,True
Doom and Gloom,True
After Image,True
Malaise,True
Blur,True
Biased Cognition,True
Capacitor,True
Chill,True
Disarm,True
Defend_B,True
Meteor Strike,True
Compile Driver,True
Dualcast,True
Cold Snap,True
Hologram,True
Loop,True
Echo Form,True
Defragment,True
Undo,True
Steam Power,True
Buffer,True
Rainbow,True
Consume,True
Blind,True
Parasite,True
Coolheaded,True
Darkness,True
Turbo,True
Capacitor,True
Fission,True
Chill,True
Glacier,True
Skim,True
Conserve Battery,True
Ball Lightning,True
Sunder,True
Compile Driver,True
Dualcast,True
Redo,True
Force Field,True
Cold Snap,True
Hello World,True
Heatsinks,True
Hologram,True
Panacea,True
PanicButton,True
Defend_B,False
Ball Lightning,False
Hello World,False
BootSequence,False
Doom and Gloom,False
Dualcast,False
Coolheaded,False
Steam,False
Strike_B,False
Sweeping Beam,False
FTL,False
Conserve Battery,False
Cold Snap,False
Beam Cell,False
Hyperbeam,False
Streamline,False
Fusion,False
Buffer,False
Leap,False
Genetic Algorithm,False
Coolheaded,False
Darkness,False
Amplify,False
Doom and Gloom,False
Blizzard,False
Aggregate,False
BootSequence,False
Chill,False
Glacier,False
Skim,False
Compile Driver,False
Dualcast,False
Redo,False
Cold Snap,False
Machine Learning,False
Streamline,False
Heatsinks,False
Hologram,False
Loop,False
Echo Form,False
Creative AI,False
Core Surge,False
Buffer,True
Consume,True
Parasite,True
Coolheaded,True
Zap,True
Darkness,True
Self Repair,True
Sweeping Beam,True
FTL,True
Turbo,True
Aggregate,True
BootSequence,True
Biased Cognition,True
Capacitor,True
Chill,True
Go for the Eyes,True
Glacier,True
Skim,True
Conserve Battery,True
Multi-Cast,True
Ball Lightning,True
Compile Driver,True
Dualcast,True
Redo,True
Static Discharge,True
Streamline,True
Apotheosis,True
Hologram,True
Loop,True
Echo Form,True
Seek,True
All For One,True
Buffer,True
Auto Shields,True
Coolheaded,True
Zap,True
Self Repair,True
Sweeping Beam,True
Doom and Gloom,True
Hyperbeam,True
Aggregate,True
Biased Cognition,True
Tempest,True
Chill,True
White Noise,True
Dark Shackles,True
Skim,True
Conserve Battery,True
Rebound,True
Meteor Strike,True
Compile Driver,True
Dualcast,True
Cold Snap,True
Streamline,True
Heatsinks,True
Hologram,True
Reinforced Body,True
Seek,True
Creative AI,True
Core Surge,True
Defend_B,False
Defragment,False
FTL,False
Hologram,False
Dualcast,False
Go for the Eyes,False
Panacea,False
Loop,False
Zap,False
Strike_B,False
Skim,False
Echo Form,False
Doom and Gloom,False
Hyperbeam,False
Ball Lightning,False
Defragment,True
Genetic Algorithm,True
Self Repair,True
Sweeping Beam,True
Amplify,True
Doom and Gloom,True
Blizzard,True
Biased Cognition,True
Fission,True
White Noise,True
Chill,True
Rip and Tear,True
Strike_B,True
Conserve Battery,True
Defend_B,True
Sunder,True
Dualcast,True
Redo,True
CurseOfTheBell,True
Force Field,True
Hologram,True
Panacea,True
Loop,True
Seek,True
Chaos,True
Double Energy,True
Defragment,True
Rainbow,True
Consume,True
Parasite,True
Genetic Algorithm,True
Thinking Ahead,True
Coolheaded,True
Zap,True
Self Repair,True
Finesse,True
Sweeping Beam,True
Capacitor,True
BootSequence,True
White Noise,True
Glacier,True
Strike_B,True
Skim,True
Conserve Battery,True
Defend_B,True
Dualcast,True
Redo,True
Secret Technique,True
Hello World,True
Electrodynamics,True
Loop,True
Defend_B,False
Compile Driver,False
Tantrum,False
Dualcast,False
Lockon,False
Strike_B,False
Conserve Battery,False
Doom and Gloom,False
Meditate,False
Defend_B,False
Aggregate,False
Capacitor,False
Buffer,False
Compile Driver,False
Parasite,False
Discovery,False
Consume,False
Dualcast,False
Writhe,False
Zap,False
Steam,False
CurseOfTheBell,False
Strike_B,False
Self Repair,False
FTL,False
Conserve Battery,False
Undo,False
Rainbow,False
Coolheaded,False
Darkness,False
Self Repair,False
FTL,False
Biased Cognition,False
Fission,False
Go for the Eyes,False
Glacier,False
Strike_B,False
Defend_B,False
Rebound,False
Sunder,False
Compile Driver,False
Dualcast,False
Redo,False
Force Field,False
Cold Snap,False
Streamline,False
Hello World,False
Hologram,False
Loop,False
Seek,False
Beam Cell,False
Core Surge,False
