Enemy,Damage Taken
Lagavulin,13
Spheric Guardian,13
3 Sentries,13
3 Sentries,13
Exordium Wildlife,13
Spire Growth,13
The Heart,13
Looter,13
Small Slimes,13
Awakened One,12
Looter,12
Jaw Worm,12
3 Byrds,12
Jaw Worm,12
Lagavulin,12
Cultist,12
Spire Growth,12
Time Eater,12
Lots of Slimes,12
Lagavulin,12
Cultist,12
Jaw Worm,12
3 Darklings,12
Centurion and Healer,12
Shell Parasite,12
Hexaghost,12
Small Slimes,12
Shelled Parasite and Fungi,12
Awakened One,12
3 Darklings,12
Centurion and Healer,12
3 Sentries,12
Looter,12
Exordium Thugs,12
Jaw Worm,12
Book of Stabbing,12
Collector,12
Nemesis,12
Snake Plant,12
Gremlin Nob,12
Jaw Worm,12
Exordium Thugs,12
Time Eater,12
3 Sentries,11
Book of Stabbing,11
3 Darklings,11
3 Sentries,11
The Guardian,11
Slavers,11
3 Cultists,11
3 Byrds,11
3 Darklings,11
Time Eater,11
Lagavulin,11
Slavers,11
Gremlin Nob,11
Nemesis,11
Lagavulin,11
Shell Parasite,11
2 Thieves,11
Gremlin Leader,11
Large Slime,11
Time Eater,11
Lagavulin,11
Small Slimes,10
Slavers,10
Gremlin Gang,10
Large Slime,10
Snake Plant,10
Exordium Thugs,10
3 Sentries,10
Small Slimes,10
3 Louse,10
Snake Plant,10
The Heart,10
3 Sentries,10
Gremlin Gang,10
Small Slimes,10
The Guardian,10
Donu and Deca,10
3 Sentries,10
Shield and Spear,10
Shelled Parasite and Fungi,10
Spheric Guardian,10
2 Thieves,10
3 Darklings,10
Centurion and Healer,10
Exordium Wildlife,10
Automaton,10
Lots of Slimes,10
3 Darklings,10
Shield and Spear,10
Orb Walker,9
2 Louse,9
Blue Slaver,9
Shield and Spear,9
Slavers,9
Collector,9
Lagavulin,9
Snake Plant,9
Lagavulin,9
Sentry and Sphere,9
Red Slaver,9
3 Sentries,9
The Heart,9
Writhing Mass,9
Giant Head,9
Gremlin Nob,9
2 Orb Walkers,9
Jaw Worm,9
2 Fungi Beasts,9
Sphere and 2 Shapes,8
Gremlin Nob,8
Writhing Mass,8
Book of Stabbing,8
Orb Walker,8
2 Fungi Beasts,8
Spheric Guardian,8
Small Slimes,8
Gremlin Nob,8
Awakened One,8
Spire Growth,8
Blue Slaver,8
Gremlin Nob,8
Cultist,8
Blue Slaver,8
Snake Plant,8
Large Slime,8
3 Sentries,8
Slavers,8
3 Byrds,8
Snecko,8
Donu and Deca,8
Lagavulin,8
Donu and Deca,8
Exordium Thugs,8
Jaw Worm,8
Exordium Wildlife,8
The Heart,8
Small Slimes,8
Lagavulin,8
Exordium Thugs,8
3 Byrds,8
3 Sentries,8
Reptomancer,8
Orb Walker,8
Snake Plant,8
Reptomancer,8
3 Louse,8
Jaw Worm,7
Sphere and 2 Shapes,7
Gremlin Gang,7
Lagavulin,7
Small Slimes,7
Small Slimes,7
Large Slime,7
Cultist,7
Cultist and Chosen,7
Donu and Deca,7
Jaw Worm,7
Shield and Spear,7
Jaw Worm,7
Small Slimes,7
3 Darklings,7
Shelled Parasite and Fungi,7
Jaw Worm,7
The Heart,7
Looter,7
Jaw Worm,7
Automaton,7
Large Slime,7
Writhing Mass,7
Gremlin Nob,7
Shell Parasite,7
Snecko,7
Jaw Worm,7
Lots of Slimes,7
Jaw Worm,7
Masked Bandits,7
Jaw Worm,7
Colosseum Nobs,7
Blue Slaver,7
3 Louse,7
Hexaghost,7
3 Sentries,6
Looter,6
Large Slime,6
3 Sentries,6
Donu and Deca,6
3 Louse,6
Snake Plant,6
Awakened One,6
Time Eater,6
4 Shapes,6
Nemesis,6
2 Fungi Beasts,6
Chosen,6
Gremlin Nob,6
Jaw Worm,6
Lagavulin,6
Cultist,6
Gremlin Nob,6
Sphere and 2 Shapes,6
Cultist and Chosen,6
Chosen,6
Shelled Parasite and Fungi,6
Book of Stabbing,6
Reptomancer,6
Lagavulin,6
Orb Walker,6
Gremlin Leader,6
2 Louse,6
3 Byrds,5
Awakened One,5
Jaw Worm Horde,5
Lagavulin,5
Awakened One,5
3 Sentries,5
Giant Head,5
Gremlin Nob,5
Jaw Worm,5
Exordium Thugs,5
3 Cultists,5
The Heart,5
3 Louse,5
The Guardian,5
Red Slaver,5
Nemesis,5
Gremlin Gang,5
3 Sentries,5
Shell Parasite,5
2 Louse,5
Small Slimes,5
Orb Walker,5
3 Sentries,5
Collector,5
Looter,4
2 Louse,4
Sentry and Sphere,4
Snecko,4
Lagavulin,4
2 Fungi Beasts,4
Gremlin Leader,4
3 Sentries,4
Spire Growth,4
Small Slimes,4
Hexaghost,4
Lagavulin,4
Looter,4
Small Slimes,4
Lots of Slimes,4
Jaw Worm,4
Snake Plant,4
The Mushroom Lair,4
Writhing Mass,4
Small Slimes,4
Orb Walker,4
Slavers,4
Cultist and Chosen,4
Book of Stabbing,4
3 Shapes,4
Small Slimes,4
3 Sentries,4
Snecko,4
Small Slimes,4
The Mushroom Lair,4
3 Cultists,4
Nemesis,4
Shelled Parasite and Fungi,4
Gremlin Leader,4
Cultist,4
Shelled Parasite and Fungi,4
Looter,3
The Heart,3
The Guardian,3
3 Byrds,3
4 Shapes,3
Blue Slaver,3
Spheric Guardian,3
Blue Slaver,3
Spheric Guardian,3
2 Louse,3
3 Louse,3
Sentry and Sphere,3
2 Thieves,3
Chosen,3
Giant Head,3
Shield and Spear,3
Large Slime,3
Sentry and Sphere,3
Book of Stabbing,3
Small Slimes,3
Gremlin Nob,3
Nemesis,3
Small Slimes,3
Gremlin Leader,3
2 Louse,3
Cultist and Chosen,3
Centurion and Healer,3
Cultist,3
2 Thieves,3
Automaton,3
2 Orb Walkers,3
Small Slimes,3
Large Slime,2
Masked Bandits,2
Centurion and Healer,2
Lagavulin,2
Automaton,2
Shell Parasite,2
3 Sentries,2
Lagavulin,2
2 Louse,2
Awakened One,2
Jaw Worm,2
Jaw Worm Horde,2
Centurion and Healer,2
Blue Slaver,2
Snecko,2
Jaw Worm,2
Jaw Worm,2
Jaw Worm,2
Looter,2
Champ,2
Maw,2
Giant Head,2
Jaw Worm,2
Reptomancer,2
Cultist,2
Jaw Worm,2
Jaw Worm,2
Donu and Deca,2
Jaw Worm,2
Slavers,2
Book of Stabbing,2
3 Cultists,2
Giant Head,2
Snake Plant,2
2 Louse,2
Nemesis,2
3 Byrds,2
Jaw Worm,2
Red Slaver,2
Jaw Worm,2
3 Louse,2
The Heart,2
3 Louse,2
Giant Head,2
Snake Plant,2
Cultist,2
2 Thieves,2
2 Louse,2
Jaw Worm,2
Small Slimes,1
Centurion and Healer,1
2 Louse,1
Blue Slaver,1
2 Fungi Beasts,1
Lagavulin,1
Maw,1
Jaw Worm Horde,1
3 Darklings,1
Snecko,1
3 Louse,1
Cultist,1
Hexaghost,1
Spheric Guardian,1
Lagavulin,1
Large Slime,1
Awakened One,1
Lagavulin,1
Small Slimes,1
Spire Growth,1
2 Louse,1
Nemesis,1
Spheric Guardian,1
Red Slaver,1
2 Louse,1
Chosen,1
Small Slimes,1
Shield and Spear,1
Cultist,1
2 Louse,1
Exordium Wildlife,1
2 Louse,1
Sentry and Sphere,1
Small Slimes,1
Small Slimes,1
Cultist,1
Chosen and Byrds,1
2 Louse,1
Exordium Thugs,1
Cultist,1
Cultist,1
Small Slimes,1
Cultist,1
Slime Boss,1
3 Cultists,1
Shield and Spear,1
Lots of Slimes,1
Lots of Slimes,1
Book of Stabbing,1
Blue Slaver,1
Chosen and Byrds,1
Cultist,1
Red Slaver,1
Centurion and Healer,1
Giant Head,0
Gremlin Gang,0
Snecko,0
Shell Parasite,0
Looter,0
Cultist,0
Orb Walker,0
Lots of Slimes,0
3 Byrds,0
Looter,0
3 Cultists,0
3 Sentries,0
Shield and Spear,0
Spheric Guardian,0
Shell Parasite,0
Maw,0
Donu and Deca,0
Maw,0
Jaw Worm,0
Sentry and Sphere,0
2 Fungi Beasts,0
Cultist,0
Automaton,0
3 Darklings,0
3 Shapes,0
Maw,0
Looter,0
Large Slime,0
2 Louse,0
Spire Growth,0
Slime Boss,0
Sphere and 2 Shapes,0
Chosen,0
Centurion and Healer,0
Slime Boss,0
2 Orb Walkers,0
Large Slime,0
Giant Head,0
3 Shapes,0
3 Cultists,0
Gremlin Nob,0
Centurion and Healer,0
3 Darklings,0
Giant Head,0
3 Shapes,0
Cultist and Chosen,0
Jaw Worm Horde,0
3 Sentries,0
Lagavulin,0
3 Darklings,0
Automaton,0
Nemesis,0
Chosen,0
2 Louse,0
Orb Walker,0
3 Cultists,0
Giant Head,0
Champ,0
Cultist,0
Maw,0
Snecko,0
Transient,0
Reptomancer,0
Nemesis,0
Cultist,0
3 Darklings,0
Giant Head,0
Champ,0
Centurion and Healer,0
Book of Stabbing,0
Nemesis,0
Cultist and Chosen,0
3 Louse,0
Gremlin Leader,0
3 Shapes,0
3 Darklings,0
Orb Walker,0
Looter,0
3 Darklings,0
Gremlin Leader,0
Sentry and Sphere,0
Orb Walker,0
3 Sentries,0
Maw,0
3 Shapes,0
Spheric Guardian,0
3 Byrds,0
Chosen,0
Reptomancer,0
Writhing Mass,0
Small Slimes,0
Looter,0
Jaw Worm,0
Nemesis,0
Lagavulin,0
2 Fungi Beasts,0
3 Louse,0
Nemesis,0
Small Slimes,0
Sphere and 2 Shapes,0
Mind Bloom Boss Battle,0
Transient,0
3 Shapes,0
Donu and Deca,0
Time Eater,0
The Guardian,0
Snecko,0
3 Louse,0
Transient,0
Writhing Mass,0
3 Darklings,0
2 Louse,0
Shield and Spear,0
Shield and Spear,0
Gremlin Nob,0
Awakened One,0
2 Fungi Beasts,0
Looter,0
Small Slimes,0
Chosen,0
2 Louse,0
Reptomancer,0
Giant Head,0
Lots of Slimes,0
Mind Bloom Boss Battle,0
Cultist,0
3 Sentries,0
Chosen,0
Gremlin Gang,0
Chosen,0
Small Slimes,0
Nemesis,0
3 Darklings,0
Maw,0
Shield and Spear,0
Lagavulin,0
Donu and Deca,0
Giant Head,0
Maw,0
2 Louse,0
Mind Bloom Boss Battle,0
Nemesis,0
Spheric Guardian,0
Spire Growth,0
Orb Walker,0
3 Shapes,0
Slavers,0
2 Louse,0
Gremlin Leader,0
Snake Plant,0
Gremlin Nob,0
2 Louse,0
2 Louse,0
2 Fungi Beasts,0
Spire Growth,0
2 Louse,0
Sphere and 2 Shapes,0
Orb Walker,0
Snecko,0
Spheric Guardian,0
Maw,0
Mind Bloom Boss Battle,0
Chosen,0
The Guardian,0
Exordium Wildlife,0
Jaw Worm,0
Sphere and 2 Shapes,0
Jaw Worm,0
2 Louse,0
Small Slimes,0
Chosen,0
Shell Parasite,0
The Guardian,0
Lagavulin,0
Exordium Thugs,0
2 Fungi Beasts,0
Gremlin Nob,0
Jaw Worm,0
Cultist,0
Chosen,0
Spire Growth,0
Reptomancer,0
2 Louse,0
Hexaghost,0
Spire Growth,0
Maw,0
Sphere and 2 Shapes,0
Nemesis,0
Orb Walker,0
3 Louse,0
3 Sentries,0
Lots of Slimes,0
Jaw Worm,0
3 Louse,0
2 Thieves,0
Snecko,0
Donu and Deca,0
Sentry and Sphere,0
Centurion and Healer,0
Champ,0
4 Shapes,0
Centurion and Healer,0
3 Darklings,0
Awakened One,0
Shelled Parasite and Fungi,0
Slavers,0
Cultist,0
Centurion and Healer,0
Cultist and Chosen,0
Collector,0
3 Cultists,0
Orb Walker,0
2 Fungi Beasts,0
Cultist,0
Blue Slaver,0
Snake Plant,0
The Guardian,0
Chosen and Byrds,0
Cultist,0
2 Louse,0
3 Cultists,0
Gremlin Leader,0
3 Byrds,0
Spheric Guardian,0
Orb Walker,0
Sentry and Sphere,0
3 Darklings,0
3 Shapes,0
Sphere and 2 Shapes,0
2 Louse,0
Cultist,0
Nemesis,0
Reptomancer,0
Jaw Worm Horde,0
4 Shapes,0
Sphere and 2 Shapes,0
Sphere and 2 Shapes,0
Chosen,0
3 Byrds,0
Transient,0
Small Slimes,0
Mind Bloom Boss Battle,0
Maw,0
Reptomancer,0
Giant Head,0
2 Fungi Beasts,0
Shield and Spear,0
Cultist,0
2 Louse,0
Chosen,0
Gremlin Leader,0
Gremlin Leader,0
Cultist,0
Blue Slaver,0
Cultist,0
Orb Walker,0
3 Shapes,0
Maw,0
Transient,0
Spire Growth,0
3 Darklings,0
3 Cultists,0
Nemesis,0
3 Darklings,0
Chosen,0
3 Darklings,0
Snecko,0
Shield and Spear,0
Time Eater,0
3 Darklings,0
3 Shapes,0
3 Darklings,0
Collector,0
Cultist and Chosen,0
Chosen and Byrds,0
Donu and Deca,0
Masked Bandits,0
Cultist,0
Lots of Slimes,0
Maw,0
Lots of Slimes,0
Lots of Slimes,0
Cultist,0
Spheric Guardian,0
Jaw Worm,0
Writhing Mass,0
3 Byrds,0
Snecko,0
Jaw Worm Horde,0
3 Darklings,0
Giant Head,0
Nemesis,0
3 Shapes,0
3 Darklings,0
Giant Head,0
Sphere and 2 Shapes,0
Nemesis,0
Transient,0
4 Shapes,0
Nemesis,0
Sphere and 2 Shapes,0
Reptomancer,0
Nemesis,0
Orb Walker,0
3 Darklings,0
Collector,0
Orb Walker,0
3 Cultists,0
Snecko,0
Jaw Worm Horde,0
Awakened One,0
Slime Boss,0
Gremlin Nob,0
3 Sentries,0
Lagavulin,0
Gremlin Nob,0
3 Darklings,0
Cultist,0
2 Louse,0
Donu and Deca,0
Shield and Spear,0
Donu and Deca,0
Collector,0
Snake Plant,0
3 Shapes,0
3 Cultists,0
Orb Walker,0
Exordium Thugs,0
3 Darklings,0
Cultist,0
Lots of Slimes,0
Cultist,0
3 Louse,0
Slavers,0
Mind Bloom Boss Battle,0
Nemesis,0
Giant Head,0
3 Shapes,0
3 Cultists,0
3 Shapes,0
Cultist and Chosen,0
Snecko,0
3 Shapes,0
Orb Walker,0
Large Slime,0
Orb Walker,0
2 Orb Walkers,0
2 Fungi Beasts,0
2 Louse,0
Mind Bloom Boss Battle,0
Automaton,0
Snecko,0
3 Darklings,0
2 Louse,0
Nemesis,0
Chosen,0
Giant Head,0
Jaw Worm Horde,0
Spire Growth,0
Giant Head,0
Maw,0
3 Darklings,0
Cultist,0
2 Louse,0
Shield and Spear,0
Cultist,0
Transient,0
Book of Stabbing,0
Small Slimes,0
Awakened One,0
3 Darklings,0
Reptomancer,0
Maw,0
Nemesis,0
2 Orb Walkers,0
Transient,0
Orb Walker,0
Book of Stabbing,0
Shield and Spear,0
