Enemy,Damage Taken
Champ,14.0
2 Thieves,14.0
Centurion and Healer,14.0
3 Sentries,14.0
Hexaghost,14.0
The Guardian,14.0
Blue Slaver,14.0
Nemesis,14.0
The Guardian,14.0
Red Slaver,14.0
Lagavulin,14.0
Gremlin Leader,14.0
Hexaghost,14.0
Hexaghost,13.0
Snecko,13.0
Large Slime,13.0
Slavers,13.0
Snake Plant,13.0
Lagavulin,13.0
Time Eater,13.0
Small Slimes,13.0
Collector,13.0
Large Slime,13.0
Gremlin Leader,13.0
Hexaghost,13.0
Centurion and Healer,13.0
2 Louse,13.0
2 Orb Walkers,13.0
Maw,13.0
Centurion and Healer,13.0
Small Slimes,13.0
Writhing Mass,13.0
Shell Parasite,13.0
Writhing Mass,13.0
Gremlin Leader,13.0
2 Thieves,13.0
3 Shapes,13.0
Jaw Worm Horde,13.0
3 Louse,13.0
Shell Parasite,13.0
Chosen,13.0
Centurion and Healer,13.0
2 Thieves,13.0
Spheric Guardian,13.0
Cultist,13.0
The Guardian,13.0
Spheric Guardian,13.0
3 Byrds,13.0
Gremlin Gang,13.0
Awakened One,13.0
Exordium Thugs,13.0
Maw,13.0
Shell Parasite,12.0
Writhing Mass,12.0
Orb Walker,12.0
Spheric Guardian,12.0
Small Slimes,12.0
3 Darklings,12.0
Snake Plant,12.0
Gremlin Nob,12.0
Champ,12.0
3 Darklings,12.0
Giant Head,12.0
The Guardian,12.0
2 Orb Walkers,12.0
3 Sentries,12.0
The Guardian,12.0
Jaw Worm Horde,12.0
Jaw Worm,12.0
Time Eater,12.0
Slavers,12.0
Jaw Worm,12.0
Sentry and Sphere,12.0
2 Fungi Beasts,12.0
Reptomancer,12.0
Gremlin Nob,12.0
3 Sentries,12.0
Slime Boss,12.0
3 Darklings,12.0
Colosseum Slavers,12.0
Reptomancer,12.0
Sphere and 2 Shapes,12.0
2 Orb Walkers,11.0
Jaw Worm,11.0
Snake Plant,11.0
Slavers,11.0
3 Sentries,11.0
2 Thieves,11.0
Small Slimes,11.0
Small Slimes,11.0
Automaton,11.0
Lagavulin,11.0
Chosen and Byrds,11.0
Book of Stabbing,11.0
3 Sentries,11.0
Shelled Parasite and Fungi,11.0
Spheric Guardian,11.0
Gremlin Nob,11.0
Gremlin Nob,11.0
3 Shapes,11.0
Reptomancer,11.0
3 Sentries,11.0
3 Sentries,11.0
Donu and Deca,11.0
Nemesis,11.0
3 Sentries,11.0
Exordium Thugs,11.0
Awakened One,11.0
Shelled Parasite and Fungi,11.0
Looter,11.0
Gremlin Nob,11.0
Hexaghost,11.0
The Heart,11.0
3 Byrds,10.0
Snake Plant,10.0
Snecko,10.0
The Guardian,10.0
Small Slimes,10.0
3 Sentries,10.0
Hexaghost,10.0
Slavers,10.0
Lots of Slimes,10.0
Small Slimes,10.0
Lots of Slimes,10.0
Lagavulin,10.0
Slavers,10.0
Gremlin Nob,10.0
Shield and Spear,10.0
Snecko,10.0
Gremlin Gang,10.0
3 Louse,10.0
4 Shapes,10.0
Spheric Guardian,10.0
3 Darklings,10.0
Gremlin Leader,10.0
Red Slaver,10.0
3 Sentries,10.0
Small Slimes,10.0
Red Slaver,10.0
3 Shapes,10.0
Looter,10.0
3 Darklings,10.0
Shell Parasite,10.0
Slavers,10.0
Chosen,10.0
Book of Stabbing,10.0
Spheric Guardian,9.0
2 Louse,9.0
Awakened One,9.0
Red Slaver,9.0
Gremlin Leader,9.0
Lagavulin,9.0
2 Orb Walkers,9.0
Reptomancer,9.0
Transient,9.0
3 Louse,9.0
Maw,9.0
3 Sentries,9.0
Gremlin Gang,9.0
Reptomancer,9.0
Looter,9.0
Centurion and Healer,9.0
Lots of Slimes,9.0
Snake Plant,9.0
3 Darklings,9.0
Sphere and 2 Shapes,9.0
Red Slaver,9.0
Awakened One,9.0
Gremlin Nob,9.0
Gremlin Leader,9.0
4 Shapes,9.0
2 Fungi Beasts,9.0
Nemesis,9.0
Shell Parasite,9.0
Gremlin Nob,9.0
Gremlin Nob,9.0
3 Louse,9.0
Gremlin Nob,9.0
Donu and Deca,9.0
Nemesis,9.0
Small Slimes,9.0
Slavers,9.0
3 Sentries,9.0
Exordium Wildlife,9.0
Champ,8.0
Lagavulin,8.0
Blue Slaver,8.0
Centurion and Healer,8.0
Hexaghost,8.0
Shell Parasite,8.0
Gremlin Nob,8.0
3 Louse,8.0
Reptomancer,8.0
Writhing Mass,8.0
Gremlin Leader,8.0
Gremlin Nob,8.0
Gremlin Gang,8.0
2 Thieves,8.0
2 Louse,8.0
The Guardian,8.0
Gremlin Gang,8.0
Snake Plant,8.0
Writhing Mass,8.0
Gremlin Nob,8.0
Writhing Mass,8.0
Shield and Spear,8.0
Slavers,8.0
Donu and Deca,8.0
3 Sentries,8.0
Gremlin Nob,8.0
Shelled Parasite and Fungi,8.0
3 Sentries,8.0
Looter,8.0
Snecko,8.0
Shelled Parasite and Fungi,8.0
Sphere and 2 Shapes,8.0
Writhing Mass,8.0
Snake Plant,8.0
Lagavulin,8.0
Orb Walker,8.0
Cultist and Chosen,8.0
Book of Stabbing,8.0
Awakened One,7.0
Centurion and Healer,7.0
Snake Plant,7.0
Awakened One,7.0
Lagavulin,7.0
Cultist,7.0
The Heart,7.0
3 Byrds,7.0
Time Eater,7.0
Gremlin Nob,7.0
Jaw Worm,7.0
Book of Stabbing,7.0
Jaw Worm,7.0
Slavers,7.0
Blue Slaver,7.0
Automaton,7.0
Shell Parasite,7.0
Transient,7.0
Jaw Worm,7.0
Small Slimes,7.0
Maw,7.0
Sentry and Sphere,7.0
Spire Growth,7.0
Small Slimes,7.0
Lagavulin,7.0
Jaw Worm,7.0
Gremlin Gang,7.0
Blue Slaver,7.0
Jaw Worm,7.0
Small Slimes,7.0
2 Louse,7.0
Awakened One,7.0
2 Thieves,7.0
Giant Head,7.0
Jaw Worm,7.0
The Guardian,7.0
Jaw Worm,7.0
4 Shapes,7.0
Gremlin Nob,7.0
Looter,7.0
2 Fungi Beasts,7.0
Nemesis,7.0
Small Slimes,7.0
Awakened One,7.0
Gremlin Leader,7.0
3 Byrds,7.0
Giant Head,7.0
Exordium Thugs,7.0
Shelled Parasite and Fungi,7.0
Gremlin Gang,7.0
Cultist and Chosen,7.0
2 Thieves,7.0
Centurion and Healer,7.0
Hexaghost,7.0
Collector,7.0
Jaw Worm,7.0
Reptomancer,6.0
Automaton,6.0
Exordium Thugs,6.0
Giant Head,6.0
4 Shapes,6.0
Writhing Mass,6.0
3 Louse,6.0
Looter,6.0
Spheric Guardian,6.0
3 Louse,6.0
Chosen and Byrds,6.0
Centurion and Healer,6.0
Gremlin Nob,6.0
Cultist,6.0
Slavers,6.0
Slime Boss,6.0
Mind Bloom Boss Battle,6.0
Gremlin Nob,6.0
Shell Parasite,6.0
Donu and Deca,6.0
Snake Plant,6.0
Exordium Thugs,6.0
Orb Walker,6.0
Champ,6.0
2 Fungi Beasts,6.0
Lagavulin,6.0
Lagavulin,6.0
Gremlin Nob,6.0
Looter,6.0
3 Darklings,6.0
Shelled Parasite and Fungi,6.0
2 Fungi Beasts,6.0
Gremlin Leader,6.0
Shield and Spear,6.0
Spheric Guardian,6.0
Blue Slaver,6.0
Exordium Thugs,6.0
3 Byrds,6.0
Blue Slaver,6.0
Hexaghost,6.0
Sentry and Sphere,6.0
Slime Boss,6.0
Small Slimes,6.0
Slavers,6.0
Sphere and 2 Shapes,6.0
Masked Bandits,6.0
Looter,6.0
3 Byrds,6.0
Lagavulin,5.0
Lagavulin,5.0
2 Orb Walkers,5.0
Chosen and Byrds,5.0
Nemesis,5.0
Small Slimes,5.0
Centurion and Healer,5.0
Snake Plant,5.0
3 Byrds,5.0
Slavers,5.0
Gremlin Leader,5.0
Donu and Deca,5.0
2 Louse,5.0
Gremlin Leader,5.0
Hexaghost,5.0
The Heart,5.0
Shell Parasite,5.0
The Guardian,5.0
4 Shapes,5.0
2 Thieves,5.0
Blue Slaver,5.0
3 Cultists,5.0
Shelled Parasite and Fungi,5.0
Jaw Worm,5.0
Centurion and Healer,5.0
2 Louse,5.0
Book of Stabbing,5.0
Cultist and Chosen,5.0
Spire Growth,5.0
3 Shapes,5.0
Gremlin Gang,5.0
Shelled Parasite and Fungi,4.0
Jaw Worm,4.0
Awakened One,4.0
Exordium Wildlife,4.0
Reptomancer,4.0
2 Louse,4.0
3 Shapes,4.0
Shield and Spear,4.0
Jaw Worm,4.0
Time Eater,4.0
Small Slimes,4.0
Giant Head,4.0
3 Louse,4.0
Gremlin Nob,4.0
Slavers,4.0
2 Thieves,4.0
Centurion and Healer,4.0
Spheric Guardian,4.0
Colosseum Nobs,4.0
3 Cultists,4.0
Lagavulin,4.0
2 Louse,4.0
Shell Parasite,4.0
3 Darklings,4.0
Reptomancer,4.0
Snecko,4.0
3 Sentries,4.0
Shell Parasite,4.0
Reptomancer,4.0
Exordium Wildlife,4.0
2 Thieves,4.0
3 Darklings,4.0
Jaw Worm,4.0
3 Byrds,4.0
Lots of Slimes,4.0
Lagavulin,4.0
Book of Stabbing,4.0
Jaw Worm,4.0
Shield and Spear,4.0
Champ,4.0
The Guardian,4.0
Jaw Worm,4.0
Lagavulin,4.0
Collector,4.0
Giant Head,3.0
Gremlin Nob,3.0
Orb Walker,3.0
Lagavulin,3.0
Exordium Thugs,3.0
Writhing Mass,3.0
Centurion and Healer,3.0
Nemesis,3.0
Gremlin Leader,3.0
Lagavulin,3.0
Chosen,3.0
3 Shapes,3.0
Lots of Slimes,3.0
Nemesis,3.0
Exordium Wildlife,3.0
2 Louse,3.0
3 Shapes,3.0
2 Louse,3.0
Lagavulin,3.0
Sentry and Sphere,3.0
Cultist,3.0
2 Louse,3.0
Gremlin Leader,3.0
Shell Parasite,3.0
Small Slimes,3.0
Book of Stabbing,3.0
Gremlin Leader,3.0
Snake Plant,3.0
2 Fungi Beasts,3.0
The Guardian,3.0
Sphere and 2 Shapes,3.0
3 Louse,3.0
2 Louse,3.0
3 Darklings,3.0
Blue Slaver,3.0
Time Eater,3.0
Shield and Spear,2.0
2 Orb Walkers,2.0
Jaw Worm,2.0
Cultist and Chosen,2.0
Centurion and Healer,2.0
Centurion and Healer,2.0
Lagavulin,2.0
Gremlin Nob,2.0
3 Darklings,2.0
Maw,2.0
Book of Stabbing,2.0
Jaw Worm,2.0
Time Eater,2.0
Collector,2.0
2 Fungi Beasts,2.0
Jaw Worm,2.0
2 Louse,2.0
2 Louse,2.0
Reptomancer,2.0
Snake Plant,2.0
Exordium Thugs,2.0
Chosen,2.0
Slime Boss,2.0
3 Louse,2.0
Sentry and Sphere,2.0
3 Darklings,2.0
Large Slime,2.0
3 Darklings,2.0
Gremlin Gang,2.0
Jaw Worm,2.0
2 Fungi Beasts,2.0
Shelled Parasite and Fungi,2.0
Jaw Worm,2.0
Writhing Mass,2.0
Transient,2.0
Shell Parasite,2.0
The Guardian,2.0
Awakened One,2.0
Shield and Spear,2.0
Giant Head,2.0
Shield and Spear,2.0
Jaw Worm,2.0
Jaw Worm,2.0
3 Darklings,2.0
Writhing Mass,2.0
3 Byrds,2.0
Nemesis,2.0
2 Louse,2.0
Cultist,2.0
Snake Plant,2.0
Blue Slaver,2.0
3 Louse,1.0
Small Slimes,1.0
Giant Head,1.0
Cultist,1.0
Snecko,1.0
Looter,1.0
Cultist,1.0
Gremlin Leader,1.0
Exordium Thugs,1.0
Orb Walker,1.0
2 Louse,1.0
2 Louse,1.0
Cultist,1.0
Reptomancer,1.0
3 Cultists,1.0
Nemesis,1.0
Orb Walker,1.0
3 Shapes,1.0
2 Louse,1.0
Snecko,1.0
3 Cultists,1.0
Time Eater,1.0
Shield and Spear,1.0
Red Slaver,1.0
Orb Walker,1.0
Snake Plant,1.0
3 Shapes,1.0
3 Louse,1.0
Book of Stabbing,1.0
Small Slimes,1.0
The Mushroom Lair,1.0
Cultist,1.0
Gremlin Leader,1.0
3 Louse,1.0
Chosen,1.0
2 Louse,1.0
Cultist,1.0
Chosen,1.0
Book of Stabbing,1.0
Cultist,1.0
Cultist,1.0
3 Darklings,1.0
Reptomancer,1.0
Book of Stabbing,1.0
Donu and Deca,1.0
Orb Walker,1.0
Blue Slaver,1.0
2 Louse,1.0
Jaw Worm Horde,1.0
Cultist,1.0
Red Slaver,1.0
Blue Slaver,1.0
Giant Head,1.0
Chosen,1.0
Shield and Spear,1.0
Small Slimes,1.0
Cultist,1.0
3 Shapes,1.0
Spheric Guardian,1.0
Lagavulin,1.0
Writhing Mass,1.0
Blue Slaver,1.0
Snake Plant,1.0
Colosseum Slavers,1.0
Looter,1.0
2 Louse,1.0
2 Louse,1.0
Shield and Spear,1.0
2 Orb Walkers,1.0
Small Slimes,1.0
Exordium Wildlife,1.0
Sphere and 2 Shapes,1.0
Cultist,1.0
Cultist and Chosen,1.0
2 Louse,0.0
Lots of Slimes,0.0
Time Eater,0.0
Shield and Spear,0.0
Looter,0.0
Cultist,0.0
Gremlin Nob,0.0
Jaw Worm Horde,0.0
Orb Walker,0.0
Jaw Worm,0.0
3 Darklings,0.0
Orb Walker,0.0
Jaw Worm,0.0
Gremlin Leader,0.0
Colosseum Nobs,0.0
Spire Growth,0.0
The Guardian,0.0
Lagavulin,0.0
2 Fungi Beasts,0.0
Large Slime,0.0
Sphere and 2 Shapes,0.0
2 Louse,0.0
Awakened One,0.0
Looter,0.0
Cultist,0.0
Spire Growth,0.0
Small Slimes,0.0
Sphere and 2 Shapes,0.0
Nemesis,0.0
4 Shapes,0.0
Giant Head,0.0
Mind Bloom Boss Battle,0.0
The Guardian,0.0
Snecko,0.0
Collector,0.0
Orb Walker,0.0
2 Thieves,0.0
Reptomancer,0.0
Chosen,0.0
Gremlin Leader,0.0
Centurion and Healer,0.0
Sentry and Sphere,0.0
Chosen,0.0
Spheric Guardian,0.0
The Guardian,0.0
Lagavulin,0.0
Book of Stabbing,0.0
Small Slimes,0.0
Cultist,0.0
Giant Head,0.0
Shield and Spear,0.0
Time Eater,0.0
Awakened One,0.0
Spire Growth,0.0
Giant Head,0.0
3 Darklings,0.0
Slime Boss,0.0
3 Shapes,0.0
Chosen,0.0
Gremlin Leader,0.0
Snake Plant,0.0
3 Darklings,0.0
3 Shapes,0.0
Gremlin Leader,0.0
Masked Bandits,0.0
Orb Walker,0.0
4 Shapes,0.0
3 Darklings,0.0
3 Sentries,0.0
3 Louse,0.0
Reptomancer,0.0
Cultist,0.0
Colosseum Slavers,0.0
4 Shapes,0.0
Gremlin Leader,0.0
Colosseum Nobs,0.0
Spheric Guardian,0.0
3 Shapes,0.0
3 Darklings,0.0
Transient,0.0
Exordium Thugs,0.0
2 Louse,0.0
Cultist,0.0
Spire Growth,0.0
Jaw Worm Horde,0.0
Maw,0.0
Reptomancer,0.0
Transient,0.0
Masked Bandits,0.0
Blue Slaver,0.0
Orb Walker,0.0
Maw,0.0
Jaw Worm Horde,0.0
Reptomancer,0.0
Nemesis,0.0
2 Louse,0.0
Nemesis,0.0
Sphere and 2 Shapes,0.0
Orb Walker,0.0
Champ,0.0
Snecko,0.0
Gremlin Nob,0.0
Collector,0.0
Giant Head,0.0
Cultist,0.0
2 Louse,0.0
Blue Slaver,0.0
3 Sentries,0.0
Small Slimes,0.0
Small Slimes,0.0
Jaw Worm,0.0
Cultist,0.0
Shield and Spear,0.0
Awakened One,0.0
Centurion and Healer,0.0
Maw,0.0
2 Orb Walkers,0.0
Nemesis,0.0
Reptomancer,0.0
Maw,0.0
3 Cultists,0.0
Shelled Parasite and Fungi,0.0
Snecko,0.0
Chosen,0.0
Spheric Guardian,0.0
Cultist,0.0
Maw,0.0
Donu and Deca,0.0
Time Eater,0.0
Nemesis,0.0
Sphere and 2 Shapes,0.0
Giant Head,0.0
Nemesis,0.0
2 Orb Walkers,0.0
Giant Head,0.0
Spire Growth,0.0
Transient,0.0
3 Darklings,0.0
3 Darklings,0.0
Champ,0.0
Centurion and Healer,0.0
Nemesis,0.0
Snake Plant,0.0
Chosen and Byrds,0.0
Slavers,0.0
Sentry and Sphere,0.0
Gremlin Leader,0.0
Cultist and Chosen,0.0
Book of Stabbing,0.0
Cultist and Chosen,0.0
Reptomancer,0.0
3 Darklings,0.0
3 Shapes,0.0
Awakened One,0.0
2 Louse,0.0
Cultist,0.0
Small Slimes,0.0
Cultist,0.0
Looter,0.0
Lagavulin,0.0
Blue Slaver,0.0
Large Slime,0.0
Book of Stabbing,0.0
Cultist,0.0
Shield and Spear,0.0
Donu and Deca,0.0
Time Eater,0.0
Reptomancer,0.0
Giant Head,0.0
Writhing Mass,0.0
Maw,0.0
Spire Growth,0.0
Nemesis,0.0
3 Shapes,0.0
Slavers,0.0
Automaton,0.0
3 Byrds,0.0
Snecko,0.0
Maw,0.0
Maw,0.0
Reptomancer,0.0
2 Fungi Beasts,0.0
Jaw Worm Horde,0.0
Exordium Wildlife,0.0
Donu and Deca,0.0
Shield and Spear,0.0
Small Slimes,0.0
Nemesis,0.0
Transient,0.0
Cultist,0.0
Giant Head,0.0
Exordium Thugs,0.0
2 Fungi Beasts,0.0
Spire Growth,0.0
3 Shapes,0.0
Spire Growth,0.0
Giant Head,0.0
Transient,0.0
Nemesis,0.0
Spheric Guardian,0.0
Masked Bandits,0.0
Reptomancer,0.0
Chosen,0.0
Chosen,0.0
Small Slimes,0.0
Donu and Deca,0.0
Shell Parasite,0.0
3 Shapes,0.0
Shell Parasite,0.0
Chosen,0.0
Blue Slaver,0.0
Cultist,0.0
Exordium Thugs,0.0
Shield and Spear,0.0
Small Slimes,0.0
Orb Walker,0.0
Cultist,0.0
2 Louse,0.0
Jaw Worm,0.0
Snecko,0.0
Sentry and Sphere,0.0
Book of Stabbing,0.0
Champ,0.0
Orb Walker,0.0
Writhing Mass,0.0
Nemesis,0.0
Gremlin Leader,0.0
Reptomancer,0.0
Nemesis,0.0
3 Sentries,0.0
Transient,0.0
Donu and Deca,0.0
Jaw Worm,0.0
2 Louse,0.0
Time Eater,0.0
Cultist,0.0
Nemesis,0.0
Giant Head,0.0
Writhing Mass,0.0
3 Shapes,0.0
Mind Bloom Boss Battle,0.0
Spheric Guardian,0.0
Spheric Guardian,0.0
3 Byrds,0.0
Cultist,0.0
Large Slime,0.0
2 Fungi Beasts,0.0
Chosen,0.0
Cultist,0.0
3 Cultists,0.0
Gremlin Leader,0.0
Centurion and Healer,0.0
Blue Slaver,0.0
Transient,0.0
3 Darklings,0.0
Nemesis,0.0
Giant Head,0.0
Reptomancer,0.0
3 Shapes,0.0
Spire Growth,0.0
3 Shapes,0.0
3 Cultists,0.0
3 Cultists,0.0
Maw,0.0
Snecko,0.0
Chosen,0.0
Blue Slaver,0.0
3 Sentries,0.0
2 Louse,0.0
Small Slimes,0.0
3 Cultists,0.0
Mind Bloom Boss Battle,0.0
Sphere and 2 Shapes,0.0
Snake Plant,0.0
Snecko,0.0
Snecko,0.0
Spheric Guardian,0.0
2 Thieves,0.0
2 Louse,0.0
Sphere and 2 Shapes,0.0
Reptomancer,0.0
4 Shapes,0.0
Spire Growth,0.0
Nemesis,0.0
Gremlin Leader,0.0
Orb Walker,0.0
Champ,0.0
Sentry and Sphere,0.0
3 Cultists,0.0
Book of Stabbing,0.0
2 Fungi Beasts,0.0
Small Slimes,0.0
Large Slime,0.0
Red Slaver,0.0
3 Louse,0.0
2 Louse,0.0
Cultist,0.0
Jaw Worm,0.0
Awakened One,0.0
2 Louse,0.0
Reptomancer,0.0
3 Darklings,0.0
Cultist,0.0
2 Louse,0.0
3 Shapes,0.0
Donu and Deca,0.0
Time Eater,0.0
Giant Head,0.0
Sphere and 2 Shapes,0.0
Nemesis,0.0
Centurion and Healer,0.0
Gremlin Leader,0.0
Cultist,0.0
2 Louse,0.0
Chosen and Byrds,0.0
Snecko,0.0
Automaton,0.0
3 Darklings,0.0
Chosen,0.0
Writhing Mass,0.0
2 Fungi Beasts,0.0
Sphere and 2 Shapes,0.0
Giant Head,0.0
Maw,0.0
Exordium Thugs,0.0
2 Fungi Beasts,0.0
Reptomancer,0.0
Transient,0.0
Nemesis,0.0
Donu and Deca,0.0
Time Eater,0.0
Sphere and 2 Shapes,0.0
Jaw Worm Horde,0.0
Nemesis,0.0
Giant Head,0.0
Nemesis,0.0
Awakened One,0.0
Donu and Deca,0.0
Snecko,0.0
3 Louse,0.0
Centurion and Healer,0.0
Cultist,0.0
Spheric Guardian,0.0
Chosen and Byrds,0.0
Collector,0.0
3 Shapes,0.0
3 Sentries,0.0
Gremlin Gang,0.0
Maw,0.0
2 Louse,0.0
3 Darklings,0.0
Cultist and Chosen,0.0
Transient,0.0
Centurion and Healer,0.0
Reptomancer,0.0
3 Byrds,0.0
Chosen and Byrds,0.0
Lagavulin,0.0
Cultist,0.0
Blue Slaver,0.0
Small Slimes,0.0
Giant Head,0.0
Maw,0.0
Reptomancer,0.0
Giant Head,0.0
Sphere and 2 Shapes,0.0
3 Darklings,0.0
3 Cultists,0.0
Snecko,0.0
Cultist,0.0
Champ,0.0
Centurion and Healer,0.0
Gremlin Leader,0.0
Gremlin Leader,0.0
Blue Slaver,0.0
Giant Head,0.0
2 Louse,0.0
2 Louse,0.0
Shield and Spear,0.0
Small Slimes,0.0
Reptomancer,0.0
Blue Slaver,0.0
Maw,0.0
Cultist,0.0
2 Louse,0.0
Looter,0.0
Gremlin Gang,0.0
Spheric Guardian,0.0
Reptomancer,0.0
Chosen,0.0
Book of Stabbing,0.0
